Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Re	Frequency in Hz	Ref_Specimen_HF Sound Reflection Factor continuous Im	Frequency in Hz	Ref_Specimen_LF Sound Reflection Factor continuous Im	
4703,125	0,579144775867462			4703,125	0,485340446233749			
4706,25	0,578361034393311			4706,25	0,486032366752625			
4709,375	0,576880097389221			4709,375	0,487046271562576			
4712,5	0,580077290534973			4712,5	0,484722673892975			
4715,625	0,578476667404175			4715,625	0,486886084079742			
4718,75	0,577453792095184			4718,75	0,484651565551758			
4721,875	0,578117668628693			4721,875	0,483307093381882			
4725	0,578976690769196			4725	0,484782218933105			
4728,125	0,579109609127045			4728,125	0,483763992786407			
4731,25	0,578968703746796			4731,25	0,483283519744873			
4734,375	0,577743709087372			4734,375	0,484490096569061			
4737,5	0,579139590263367			4737,5	0,484466165304184			
4740,625	0,579547166824341			4740,625	0,484859436750412			
4743,75	0,576091170310974			4743,75	0,482029646635056			
4746,875	0,577805817127228			4746,875	0,482478052377701			
4750	0,578376471996307			4750	0,484377920627594			
4753,125	0,582416892051697			4753,125	0,483500838279724			
4756,25	0,579665124416351			4756,25	0,481971144676209			
4759,375	0,580759406089783			4759,375	0,483163088560104			
4762,5	0,580616652965546			4762,5	0,481836348772049			
4765,625	0,578336000442505			4765,625	0,487319260835648			
4768,75	0,581333935260773			4768,75	0,482002228498459			
4771,875	0,579288840293884			4771,875	0,483327805995941			
4775	0,578569710254669			4775	0,482811689376831			
4778,125	0,58109587430954			4778,125	0,483132094144821			
4781,25	0,580267667770386			4781,25	0,483457952737808			
4784,375	0,580631732940674			4784,375	0,485187709331512			
4787,5	0,583517670631409			4787,5	0,483497053384781			
4790,625	0,579177379608154			4790,625	0,4825599193573			
4793,75	0,579242587089539			4793,75	0,484556645154953			
4796,875	0,579636216163635			4796,875	0,486087173223495			
4800	0,581042051315308			4800	0,488893508911133			
4803,125	0,584786653518677			4803,125	0,491023302078247			
4806,25	0,588765740394592			4806,25	0,489025413990021			
4809,375	0,587875783443451			4809,375	0,483993977308273			
4812,5	0,588220357894897			4812,5	0,481584995985031			
4815,625	0,587338864803314			4815,625	0,477312207221985			
4818,75	0,585342824459076			4818,75	0,478998512029648			
4821,875	0,58387953042984			4821,875	0,480768829584122			
4825	0,583966434001923			4825	0,482374668121338			
4828,125	0,582578539848328			4828,125	0,481597125530243			
4831,25	0,584302365779877			4831,25	0,478718847036362			
4834,375	0,583441376686096			4834,375	0,479332119226456			
4837,5	0,583948612213135			4837,5	0,481362372636795			
4840,625	0,583972334861755			4840,625	0,4798404276371			
4843,75	0,581739187240601			4843,75	0,48045352101326			
4846,875	0,582068860530853			4846,875	0,478566318750381			
4850	0,583986580371857			4850	0,477886348962784			
4853,125	0,584171891212463			4853,125	0,479345887899399			
4856,25	0,584703147411346			4856,25	0,478354007005692			
4859,375	0,586368262767792			4859,375	0,478445589542389			
4862,5	0,587853670120239			4862,5	0,480470508337021			
4865,625	0,583849787712097			4865,625	0,477789789438248			
4868,75	0,585446655750275			4868,75	0,47769832611084			
4871,875	0,58199679851532			4871,875	0,478664726018906			
4875	0,584443867206573			4875	0,476081192493439			
4878,125	0,584591209888458			4878,125	0,476623952388763			
4881,25	0,585038721561432			4881,25	0,474463075399399			
4884,375	0,584761798381805			4884,375	0,473999559879303			
4887,5	0,584959983825684			4887,5	0,475373357534409			
4890,625	0,587097704410553			4890,625	0,474481642246246			
4893,75	0,585491597652435			4893,75	0,472432613372803			
4896,875	0,584287464618683			4896,875	0,472915679216385			
4900	0,584569931030273			4900	0,470820307731628			
4903,125	0,5842205286026			4903,125	0,470411866903305			
4906,25	0,583931565284729			4906,25	0,471064776182175			
4909,375	0,584812223911285			4909,375	0,470846325159073			
4912,5	0,58493846654892			4912,5	0,469608515501022			
4915,625	0,585621476173401			4915,625	0,468708455562592			
4918,75	0,585918009281158			4918,75	0,46872541308403			
4921,875	0,584969937801361			4921,875	0,467757999897003			
4925	0,58589506149292			4925	0,462815403938293			
4928,125	0,585379600524902			4928,125	0,464730441570282			
4931,25	0,586952328681946			4931,25	0,465239703655243			
4934,375	0,584825873374939			4934,375	0,45962929725647			
4937,5	0,583837985992432			4937,5	0,462354749441147			
4940,625	0,586791336536407			4940,625	0,456385761499405			
4943,75	0,586146593093872			4943,75	0,457016974687576			
4946,875	0,585208535194397			4946,875	0,453624278306961			
4950	0,587030410766602			4950	0,451024264097214			
4953,125	0,582017183303833			4953,125	0,44841542840004			
4956,25	0,581494450569153			4956,25	0,445604681968689			
4959,375	0,58352518081665			4959,375	0,444949120283127			
4962,5	0,581277191638947			4962,5	0,43945586681366			
4965,625	0,580627858638763			4965,625	0,438300788402557			
4968,75	0,58166229724884			4968,75	0,435251176357269			
4971,875	0,580740571022034			4971,875	0,432122945785522			
								
