Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
		4234,375	0,616854190826416	4234,375	-0,631986618041992					4234,375	-0,728294610977173			4234,375	0,539292097091675	4234,375	0,719098508358002					4234,375	0,637794435024261	
		4237,5	0,617034494876862	4237,5	-0,629057466983795					4237,5	-0,7266925573349			4237,5	0,539468944072723	4237,5	0,719555020332336					4237,5	0,641366243362427	
		4240,625	0,616627097129822	4240,625	-0,631381392478943					4240,625	-0,729968428611755			4240,625	0,543151617050171	4240,625	0,720904767513275					4240,625	0,643450975418091	
		4243,75	0,613947331905365	4243,75	-0,627159416675568					4243,75	-0,725404262542725			4243,75	0,541873097419739	4243,75	0,71952760219574					4243,75	0,643052518367767	
		4246,875	0,615766048431396	4246,875	-0,630756914615631					4246,875	-0,729124307632446			4246,875	0,546140432357788	4246,875	0,725215196609497					4246,875	0,648597419261932	
		4250	0,615232527256012	4250	-0,627178490161896					4250	-0,725083529949188			4250	0,545645713806152	4250	0,726535260677338					4250	0,650732457637787	
		4253,125	0,612762272357941	4253,125	-0,624965608119965					4253,125	-0,722437500953674			4253,125	0,545144021511078	4253,125	0,723382532596588					4253,125	0,648120045661926	
		4256,25	0,613936364650726	4256,25	-0,623663365840912					4256,25	-0,721347749233246			4256,25	0,546757280826569	4256,25	0,72763603925705					4256,25	0,652073979377747	
		4259,375	0,612080931663513	4259,375	-0,626701176166534					4259,375	-0,723761379718781			4259,375	0,551569223403931	4259,375	0,727228701114655					4259,375	0,651293277740479	
		4262,5	0,614267647266388	4262,5	-0,622706592082977					4262,5	-0,720530092716217			4262,5	0,551977217197418	4262,5	0,730928540229797					4262,5	0,656082570552826	
		4265,625	0,61568409204483	4265,625	-0,619864284992218					4265,625	-0,717811167240143			4265,625	0,552304148674011	4265,625	0,733402132987976					4265,625	0,659036219120026	
		4268,75	0,613175570964813	4268,75	-0,622240483760834					4268,75	-0,719316005706787			4268,75	0,555964469909668	4268,75	0,732408285140991					4268,75	0,658119320869446	
		4271,875	0,61104542016983	4271,875	-0,620524942874908					4271,875	-0,71669739484787			4271,875	0,557096064090729	4271,875	0,732731342315674					4271,875	0,658725917339325	
		4275	0,616500616073608	4275	-0,615154087543488					4275	-0,71212637424469			4275	0,555028021335602	4275	0,739840984344482					4275	0,666282773017883	
		4278,125	0,61570143699646	4278,125	-0,617489039897919					4278,125	-0,714312195777893			4278,125	0,559010684490204	4278,125	0,737599432468414					4278,125	0,66473126411438	
		4281,25	0,61400693655014	4281,25	-0,617622375488281					4281,25	-0,713998198509216			4281,25	0,560568034648895	4281,25	0,736303091049194					4281,25	0,664150774478912	
		4284,375	0,621348440647125	4284,375	-0,613137602806091					4284,375	-0,709337651729584			4284,375	0,560983777046204	4284,375	0,7451451420784					4284,375	0,673746049404144	
		4287,5	0,620289027690887	4287,5	-0,614113688468933					4287,5	-0,710546553134918			4287,5	0,563785552978516	4287,5	0,744801878929138					4287,5	0,672715902328491	
		4290,625	0,620612442493439	4290,625	-0,613000750541687					4290,625	-0,708921372890472			4290,625	0,565396726131439	4290,625	0,745083868503571					4290,625	0,673562586307526	
		4293,75	0,619015753269196	4293,75	-0,610089480876923					4293,75	-0,704887330532074			4293,75	0,563500225543976	4293,75	0,741776525974274					4293,75	0,671354115009308	
		4296,875	0,617361843585968	4296,875	-0,608286798000336					4296,875	-0,702786982059479			4296,875	0,562793552875519	4296,875	0,740838050842285					4296,875	0,671023488044739	
		4300	0,618927359580994	4300	-0,604070007801056					4300	-0,699631094932556			4300	0,561400949954987	4300	0,745461285114288					4300	0,676040232181549	
		4303,125	0,623709261417389	4303,125	-0,604968547821045					4303,125	-0,700135946273804			4303,125	0,564487159252167	4303,125	0,747764468193054					4303,125	0,679725348949432	
		4306,25	0,622698068618774	4306,25	-0,600881338119507					4306,25	-0,696436107158661			4306,25	0,561559736728668	4306,25	0,748206913471222					4306,25	0,679981350898743	
		4309,375	0,621217310428619	4309,375	-0,601254761219025					4309,375	-0,696903824806213			4309,375	0,562184751033783	4309,375	0,747377395629883					4309,375	0,679102897644043	
		4312,5	0,625910520553589	4312,5	-0,599557995796204					4312,5	-0,695163547992706			4312,5	0,562932431697845	4312,5	0,754083275794983					4312,5	0,686932742595673	
		4315,625	0,625223934650421	4315,625	-0,597822070121765					4315,625	-0,693088889122009			4315,625	0,56350702047348	4315,625	0,752673625946045					4315,625	0,686162412166595	
		4318,75	0,625677645206451	4318,75	-0,598016023635864					4318,75	-0,693930804729462			4318,75	0,564335107803345	4318,75	0,75462132692337					4318,75	0,688435077667236	
		4321,875	0,62605607509613	4321,875	-0,593951225280762					4321,875	-0,68949019908905			4321,875	0,561629772186279	4321,875	0,756736397743225					4321,875	0,691275894641876	
		4325	0,62423837184906	4325	-0,592154085636139					4325	-0,686822891235352			4325	0,560717463493347	4325	0,75515753030777					4325	0,689549744129181	
		4328,125	0,624795854091644	4328,125	-0,595048367977142					4328,125	-0,68986177444458			4328,125	0,563103914260864	4328,125	0,757327795028687					4328,125	0,692340850830078	
		4331,25	0,627427041530609	4331,25	-0,593584477901459					4331,25	-0,689129948616028			4331,25	0,563065409660339	4331,25	0,761677145957947					4331,25	0,697617650032043	
		4334,375	0,624501526355743	4334,375	-0,590487062931061					4334,375	-0,685164272785187			4334,375	0,561403453350067	4334,375	0,75885683298111					4334,375	0,695430517196655	
		4337,5	0,626342833042145	4337,5	-0,589733064174652					4337,5	-0,684749841690063			4337,5	0,562176167964935	4337,5	0,763180792331696					4337,5	0,700801372528076	
		4340,625	0,624611735343933	4340,625	-0,585884153842926					4340,625	-0,679383873939514			4340,625	0,559374570846558	4340,625	0,760518193244934					4340,625	0,69946300983429	
		4343,75	0,625970005989075	4343,75	-0,585865020751953					4343,75	-0,679520487785339			4343,75	0,561313033103943	4343,75	0,763835549354553					4343,75	0,703331828117371	
		4346,875	0,625864207744598	4346,875	-0,581643640995026					4346,875	-0,676172614097595			4346,875	0,558828413486481	4346,875	0,765998184680939					4346,875	0,70619797706604	
		4350	0,625301480293274	4350	-0,578903615474701					4350	-0,674148261547089			4350	0,556774616241455	4350	0,766019940376282					4350	0,708473861217499	
		4353,125	0,623757302761078	4353,125	-0,581054985523224					4353,125	-0,675567209720612			4353,125	0,559170603752136	4353,125	0,765504717826843					4353,125	0,707471013069153	
		4356,25	0,622892916202545	4356,25	-0,579184353351593					4356,25	-0,673253774642944			4356,25	0,558298051357269	4356,25	0,767082810401917					4356,25	0,70925360918045	
		4359,375	0,623361885547638	4359,375	-0,575114846229553					4359,375	-0,668338656425476			4359,375	0,55461049079895	4359,375	0,767693042755127					4359,375	0,710052192211151	
		4362,5	0,624519348144531	4362,5	-0,574870944023132					4362,5	-0,667110919952393			4362,5	0,557148516178131	4362,5	0,772809565067291					4362,5	0,716971814632416	
		4365,625	0,624073445796967	4365,625	-0,577516496181488					4365,625	-0,67087197303772			4365,625	0,560578405857086	4365,625	0,772059798240662					4365,625	0,717192649841309	
		4368,75	0,625068008899689	4368,75	-0,57300341129303					4368,75	-0,66609913110733			4368,75	0,558357238769531	4368,75	0,776818573474884					4368,75	0,722403824329376	
		4371,875	0,62120509147644	4371,875	-0,570831418037415					4371,875	-0,661718606948853			4371,875	0,555253148078918	4371,875	0,771967768669128					4371,875	0,718137145042419	
		4375	0,620849013328552	4375	-0,567396283149719					4375	-0,658104300498962			4375	0,553475081920624	4375	0,772270858287811					4375	0,719992876052856	
		4378,125	0,62837827205658	4378,125	-0,568475067615509					4378,125	-0,659692704677582			4378,125	0,555910050868988	4378,125	0,783602654933929					4378,125	0,731588959693909	
		4381,25	0,62418532371521	4381,25	-0,565457403659821					4381,25	-0,655398607254028			4381,25	0,553364753723145	4381,25	0,780834317207336					4381,25	0,729975461959839	
		4384,375	0,620891988277435	4384,375	-0,562289535999298					4384,375	-0,652127802371979			4384,375	0,553222119808197	4384,375	0,778524339199066					4384,375	0,728337407112122	
		4387,5	0,61692351102829	4387,5	-0,560381293296814					4387,5	-0,650190412998199			4387,5	0,552877843379974	4387,5	0,776720583438873					4387,5	0,726929306983948	
		4390,625	0,6190505027771	4390,625	-0,559912800788879					4390,625	-0,64877450466156			4390,625	0,552771985530853	4390,625	0,780835449695587					4390,625	0,73222941160202	
		4393,75	0,621443450450897	4393,75	-0,557411313056946					4393,75	-0,645389020442963			4393,75	0,552457809448242	4393,75	0,783552467823029					4393,75	0,735441386699677	
		4396,875	0,62095433473587	4396,875	-0,558946788311005					4396,875	-0,646915435791016			4396,875	0,553594946861267	4396,875	0,785189867019653					4396,875	0,737923383712769	
		4400	0,620473742485046	4400	-0,55631148815155					4400	-0,643449306488037			4400	0,552518725395203	4400	0,78612208366394					4400	0,738850355148315	
		4403,125	0,616693317890167	4403,125	-0,552824020385742					4403,125	-0,63919860124588			4403,125	0,551222383975983	4403,125	0,784148216247559					4403,125	0,737381517887115	
		4406,25	0,617154836654663	4406,25	-0,552417993545532					4406,25	-0,637343049049377			4406,25	0,550340712070465	4406,25	0,785417020320892					4406,25	0,739706456661224	
		4409,375	0,620339095592499	4409,375	-0,550158679485321					4409,375	-0,635589003562927			4409,375	0,549382030963898	4409,375	0,792390584945679					4409,375	0,746933698654175	
		4412,5	0,619002401828766	4412,5	-0,551424205303192					4412,5	-0,636528253555298			4412,5	0,549200594425201	4412,5	0,791346192359924					4412,5	0,746513664722443	
		4415,625	0,618927121162415	4415,625	-0,547656536102295					4415,625	-0,633520543575287			4415,625	0,549233257770538	4415,625	0,789053440093994					4415,625	0,746026575565338	
		4418,75	0,617622494697571	4418,75	-0,54528421163559					4418,75	-0,630679488182068			4418,75	0,547911524772644	4418,75	0,794029176235199					4418,75	0,75038731098175	
		4421,875	0,616866230964661	4421,875	-0,543777525424957					4421,875	-0,62972491979599			4421,875	0,549725651741028	4421,875	0,797356307506561					4421,875	0,753843545913696	
		4425	0,613820374011993	4425	-0,540767371654511					4425	-0,625233173370361			4425	0,547712087631226	4425	0,795193016529083					4425	0,752647757530212	
		4428,125	0,615384817123413	4428,125	-0,53863400220871					4428,125	-0,621917963027954			4428,125	0,547742903232574	4428,125	0,796771049499512					4428,125	0,754692494869232	
		4431,25	0,614692568778992	4431,25	-0,543846189975739					4431,25	-0,6264808177948			4431,25	0,551656365394592	4431,25	0,796680927276611					4431,25	0,754347205162048	
		4434,375	0,612621486186981	4434,375	-0,536680817604065					4434,375	-0,620730996131897			4434,375	0,547789990901947	4434,375	0,801164567470551					4434,375	0,760094881057739	
		4437,5	0,611669957637787	4437,5	-0,536844670772552					4437,5	-0,619387567043304			4437,5	0,544205009937286	4437,5	0,799962997436523					4437,5	0,759625673294067	
		4440,625	0,612265586853027	4440,625	-0,534130156040192					4440,625	-0,616208553314209			4440,625	0,543726205825806	4440,625	0,801796019077301					4440,625	0,762956976890564	
		4443,75	0,611727893352509	4443,75	-0,529741883277893					4443,75	-0,610314905643463			4443,75	0,542376458644867	4443,75	0,800872623920441					4443,75	0,761443138122559	
		4446,875	0,612488508224487	4446,875	-0,530972003936768					4446,875	-0,611886620521545			4446,875	0,545566380023956	4446,875	0,803794980049133					4446,875	0,765388250350952	
		4450	0,611450850963593	4450	-0,532128095626831					4450	-0,614298939704895			4450	0,546700954437256	4450	0,804107427597046					4450	0,767402350902557	
		4453,125	0,610971868038177	4453,125	-0,52875953912735					4453,125	-0,609162926673889			4453,125	0,543865442276001	4453,125	0,805070161819458					4453,125	0,769255399703979	
		4456,25	0,606332302093506	4456,25	-0,528090119361877					4456,25	-0,6068155169487			4456,25	0,543857395648956	4456,25	0,801879942417145					4456,25	0,764780342578888	
		4459,375	0,606297194957733	4459,375	-0,522602915763855					4459,375	-0,600938320159912			4459,375	0,541632056236267	4459,375	0,804114580154419					4459,375	0,767827928066254	
		4462,5	0,609765589237213	4462,5	-0,518305242061615					4462,5	-0,599495530128479			4462,5	0,541697323322296	4462,5	0,813517034053802					4462,5	0,779065787792206	
		4465,625	0,606852233409882	4465,625	-0,52017468214035					4465,625	-0,599473476409912			4465,625	0,542522132396698	4465,625	0,810593903064728					4465,625	0,776887178421021	
		4468,75	0,607764661312103	4468,75	-0,52234935760498					4468,75	-0,598170101642609			4468,75	0,542317569255829	4468,75	0,812791168689728					4468,75	0,778477311134338	
		4471,875	0,606037199497223	4471,875	-0,512275695800781					4471,875	-0,587764978408813			4471,875	0,538601815700531	4471,875	0,81439071893692					4471,875	0,78173041343689	
		4475	0,605355381965637	4475	-0,512261033058167					4475	-0,589652299880981			4475	0,540504634380341	4475	0,812095701694489					4475	0,782124400138855	
		4478,125	0,602162063121796	4478,125	-0,51308137178421					4478,125	-0,585951685905457			4478,125	0,539664506912231	4478,125	0,807747423648834					4478,125	0,777272820472717	
		4481,25	0,605401158332825	4481,25	-0,503743469715118					4481,25	-0,575979888439178			4481,25	0,534575641155243	4481,25	0,818383157253265					4481,25	0,790846168994904	
		4484,375	0,604875028133392	4484,375	-0,506060242652893					4484,375	-0,580354928970337			4484,375	0,537271976470947	4484,375	0,821164846420288					4484,375	0,792085826396942	
		4487,5	0,601669073104858	4487,5	-0,509197354316711					4487,5	-0,582879066467285			4487,5	0,536977648735046	4487,5	0,81580638885498					4487,5	0,786069273948669	
		4490,625	0,599483370780945	4490,625	-0,504054009914398					4490,625	-0,577969253063202			4490,625	0,535564661026001	4490,625	0,817010402679443					4490,625	0,787855684757233	
		4493,75	0,598377883434296	4493,75	-0,501609742641449					4493,75	-0,572674691677094			4493,75	0,534843623638153	4493,75	0,819690883159637					4493,75	0,790702819824219	
		4496,875	0,598784029483795	4496,875	-0,496374577283859					4496,875	-0,565599739551544			4496,875	0,531492710113525	4496,875	0,817833244800568					4496,875	0,789447128772736	
		4500	0,59915167093277	4500	-0,500395536422729					4500	-0,571600615978241			4500	0,533944606781006	4500	0,820381760597229					4500	0,792362689971924	
		4503,125	0,59662789106369	4503,125	-0,494375199079514					4503,125	-0,566076278686523			4503,125	0,532285630702972	4503,125	0,820775330066681					4503,125	0,79446268081665	
		4506,25	0,597528576850891	4506,25	-0,494786649942398					4506,25	-0,564667105674744			4506,25	0,532760143280029	4506,25	0,824557960033417					4506,25	0,799943625926971	
		4509,375	0,597050607204437	4509,375	-0,494940459728241					4509,375	-0,563603281974792			4509,375	0,53115439414978	4509,375	0,828396856784821					4509,375	0,803519904613495	
		4512,5	0,593141794204712	4512,5	-0,492954283952713					4512,5	-0,561501502990723			4512,5	0,530494034290314	4512,5	0,823780834674835					4512,5	0,798532962799072	
		4515,625	0,593285620212555	4515,625	-0,489199638366699					4515,625	-0,556679606437683			4515,625	0,528103828430176	4515,625	0,825225651264191					4515,625	0,800639748573303	
		4518,75	0,59242844581604	4518,75	-0,492233484983444					4518,75	-0,558854818344116			4518,75	0,529948890209198	4518,75	0,829795658588409					4518,75	0,804497241973877	
		4521,875	0,591253578662872	4521,875	-0,487680554389954					4521,875	-0,556446552276611			4521,875	0,528666377067566	4521,875	0,831625044345856					4521,875	0,806505382061005	
		4525	0,58819043636322	4525	-0,482504189014435					4525	-0,549153089523315			4525	0,52627170085907	4525	0,830535411834717					4525	0,806330859661102	
		4528,125	0,584840893745422	4528,125	-0,47863781452179					4528,125	-0,544212818145752			4528,125	0,524386465549469	4528,125	0,826798379421234					4528,125	0,80234968662262	
		4531,25	0,584501266479492	4531,25	-0,476217150688171					4531,25	-0,54162585735321			4531,25	0,524173855781555	4531,25	0,827606201171875					4531,25	0,805206716060638	
		4534,375	0,583620429039001	4534,375	-0,478400200605392					4534,375	-0,543690979480743			4534,375	0,525700330734253	4534,375	0,830406725406647					4534,375	0,808620035648346	
