Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
		2196,875	0,762380599975586	2196,875	-0,49623566865921					2196,875	-0,432951688766479			2196,875	0,298679023981094	2196,875	-0,823292672634125					2196,875	-0,880796313285828	
		2200	0,760282278060913	2200	-0,495229095220566					2200	-0,431823551654816			2200	0,299457520246506	2200	-0,820435285568237					2200	-0,878284990787506	
		2203,125	0,760629594326019	2203,125	-0,498559415340424					2203,125	-0,434692114591599			2203,125	0,299922317266464	2203,125	-0,819172322750092					2203,125	-0,877637207508087	
		2206,25	0,760999321937561	2206,25	-0,50085186958313					2206,25	-0,436833769083023			2206,25	0,302003651857376	2206,25	-0,815978467464447					2206,25	-0,874960243701935	
		2209,375	0,759020864963531	2209,375	-0,502193748950958					2209,375	-0,437913715839386			2209,375	0,302292108535767	2209,375	-0,81441605091095					2209,375	-0,874041080474854	
		2212,5	0,764588177204132	2212,5	-0,5096834897995					2212,5	-0,444422632455826			2212,5	0,302223473787308	2212,5	-0,81729531288147					2212,5	-0,877874553203583	
		2215,625	0,767320275306702	2215,625	-0,513811111450195					2215,625	-0,447923183441162			2215,625	0,302705645561218	2215,625	-0,817235827445984					2215,625	-0,878372311592102	
		2218,75	0,765320956707001	2218,75	-0,515199840068817					2218,75	-0,448994755744934			2218,75	0,303223639726639	2218,75	-0,813046097755432					2218,75	-0,874696731567383	
		2221,875	0,763860642910004	2221,875	-0,514843046665192					2221,875	-0,44880285859108			2221,875	0,303079605102539	2221,875	-0,809262633323669					2221,875	-0,871142864227295	
		2225	0,764159679412842	2225	-0,521096289157867					2225	-0,454728484153748			2225	0,301111400127411	2225	-0,806944310665131					2225	-0,869569838047028	
		2228,125	0,765504419803619	2228,125	-0,524507999420166					2228,125	-0,457588106393814			2228,125	0,300775021314621	2228,125	-0,806700944900513					2228,125	-0,870032072067261	
		2231,25	0,763086080551147	2231,25	-0,524199485778809					2231,25	-0,45721447467804			2231,25	0,301443576812744	2231,25	-0,803022861480713					2231,25	-0,866682827472687	
		2234,375	0,761497795581818	2234,375	-0,52886974811554					2234,375	-0,461661338806152			2234,375	0,301855385303497	2234,375	-0,800070285797119					2234,375	-0,864441573619843	
		2237,5	0,763398468494415	2237,5	-0,531528830528259					2237,5	-0,463656008243561			2237,5	0,305407494306564	2237,5	-0,801479756832123					2237,5	-0,866359233856201	
		2240,625	0,770681262016296	2240,625	-0,53839647769928					2240,625	-0,470074504613876			2240,625	0,302400171756744	2240,625	-0,799857676029205					2240,625	-0,865779101848602	
		2243,75	0,769283533096313	2243,75	-0,539023220539093					2243,75	-0,470293194055557			2243,75	0,303268671035767	2243,75	-0,799804151058197					2243,75	-0,865790724754334	
		2246,875	0,767124533653259	2246,875	-0,539898753166199					2246,875	-0,470857858657837			2246,875	0,304428845643997	2246,875	-0,797525644302368					2246,875	-0,863880276679993	
		2250	0,765012383460999	2250	-0,541380882263184					2250	-0,472622692584991			2250	0,303342461585999	2250	-0,791861414909363					2250	-0,85889858007431	
		2253,125	0,76482492685318	2253,125	-0,546591937541962					2253,125	-0,476959824562073			2253,125	0,304069727659225	2253,125	-0,789534449577332					2253,125	-0,857657849788666	
		2256,25	0,76285594701767	2256,25	-0,548270881175995					2256,25	-0,478567272424698			2256,25	0,301923960447311	2256,25	-0,786259651184082					2256,25	-0,854896724224091	
		2259,375	0,766818344593048	2259,375	-0,552789747714996					2259,375	-0,482856571674347			2259,375	0,302091360092163	2259,375	-0,784470021724701					2259,375	-0,85362696647644	
		2262,5	0,766216814517975	2262,5	-0,554047703742981					2262,5	-0,483814299106598			2262,5	0,302752196788788	2262,5	-0,783919811248779					2262,5	-0,8535036444664	
		2265,625	0,765327036380768	2265,625	-0,556730210781097					2265,625	-0,486576586961746			2265,625	0,30248236656189	2265,625	-0,782361507415771					2265,625	-0,852346539497375	
		2268,75	0,762679755687714	2268,75	-0,556976020336151					2268,75	-0,486895084381104			2268,75	0,301804840564728	2268,75	-0,776389539241791					2268,75	-0,847663998603821	
		2271,875	0,764113068580627	2271,875	-0,561358869075775					2271,875	-0,490384936332703			2271,875	0,30149632692337	2271,875	-0,776067495346069					2271,875	-0,847821474075317	
		2275	0,765874803066254	2275	-0,568059742450714					2275	-0,496465414762497			2275	0,300087243318558	2275	-0,776080071926117					2275	-0,848512291908264	
		2278,125	0,767411231994629	2278,125	-0,570171773433685					2278,125	-0,498396694660187			2278,125	0,301968455314636	2278,125	-0,77349066734314					2278,125	-0,846672534942627	
		2281,25	0,76614385843277	2281,25	-0,569853246212006					2281,25	-0,498155504465103			2281,25	0,303285956382751	2281,25	-0,771588444709778					2281,25	-0,844596385955811	
		2284,375	0,764497518539429	2284,375	-0,571467757225037					2284,375	-0,499484896659851			2284,375	0,30353382229805	2284,375	-0,770637392997742					2284,375	-0,843737542629242	
		2287,5	0,768663108348846	2287,5	-0,58001708984375					2287,5	-0,506651818752289			2287,5	0,301894098520279	2287,5	-0,770241260528564					2287,5	-0,844804167747498	
		2290,625	0,766100347042084	2290,625	-0,578943192958832					2290,625	-0,505906164646149			2290,625	0,301534444093704	2290,625	-0,764899611473084					2290,625	-0,840272843837738	
		2293,75	0,763529241085052	2293,75	-0,579117715358734					2293,75	-0,506601393222809			2293,75	0,302885353565216	2293,75	-0,760078251361847					2293,75	-0,836364567279816	
		2296,875	0,766060769557953	2296,875	-0,585678935050964					2296,875	-0,512257516384125			2296,875	0,301242679357529	2296,875	-0,762432336807251					2296,875	-0,839446187019348	
		2300	0,766477704048157	2300	-0,590525984764099					2300	-0,516708314418793			2300	0,301094889640808	2300	-0,759483397006989					2300	-0,83661299943924	
		2303,125	0,764178812503815	2303,125	-0,591336250305176					2303,125	-0,518084168434143			2303,125	0,301079720258713	2303,125	-0,754976212978363					2303,125	-0,833171486854553	
		2306,25	0,764208555221558	2306,25	-0,593386948108673					2306,25	-0,519692599773407			2306,25	0,300475925207138	2306,25	-0,753274977207184					2306,25	-0,832300066947937	
		2309,375	0,76481032371521	2309,375	-0,594932436943054					2309,375	-0,520592272281647			2309,375	0,302366018295288	2309,375	-0,752766251564026					2309,375	-0,832306563854218	
		2312,5	0,762886524200439	2312,5	-0,597640991210938					2312,5	-0,523155331611633			2312,5	0,302567660808563	2312,5	-0,749675571918488					2312,5	-0,829474747180939	
		2315,625	0,760196328163147	2315,625	-0,59845095872879					2315,625	-0,524291217327118			2315,625	0,301036834716797	2315,625	-0,746346950531006					2315,625	-0,8256476521492	
		2318,75	0,763102769851685	2318,75	-0,604333341121674					2318,75	-0,530183792114258			2318,75	0,298302680253983	2318,75	-0,743338227272034					2318,75	-0,824380576610565	
		2321,875	0,75966739654541	2321,875	-0,605192422866821					2321,875	-0,531341731548309			2321,875	0,29940277338028	2321,875	-0,737796783447266					2321,875	-0,819202601909637	
		2325	0,762815296649933	2325	-0,608849346637726					2325	-0,534788370132446			2325	0,30008202791214	2325	-0,739931404590607					2325	-0,822302341461182	
		2328,125	0,762269556522369	2328,125	-0,608831346035004					2328,125	-0,534146666526794			2328,125	0,301794826984406	2328,125	-0,739769697189331					2328,125	-0,82251387834549	
		2331,25	0,762205481529236	2331,25	-0,61052393913269					2331,25	-0,535499393939972			2331,25	0,301294565200806	2331,25	-0,737441599369049					2331,25	-0,820400595664978	
		2334,375	0,763624608516693	2334,375	-0,615484416484833					2334,375	-0,539517879486084			2334,375	0,301682204008102	2334,375	-0,737635612487793					2334,375	-0,821103274822235	
		2337,5	0,762381613254547	2337,5	-0,618121147155762					2337,5	-0,541975557804108			2337,5	0,301497101783752	2337,5	-0,73209023475647					2337,5	-0,816957950592041	
		2340,625	0,75842696428299	2340,625	-0,617487013339996					2340,625	-0,541507124900818			2340,625	0,301290482282639	2340,625	-0,726418554782867					2340,625	-0,811566829681396	
		2343,75	0,762453258037567	2343,75	-0,624899923801422					2343,75	-0,547710716724396			2343,75	0,300584405660629	2343,75	-0,728155434131622					2343,75	-0,814026236534119	
		2346,875	0,76091867685318	2346,875	-0,626308143138886					2346,875	-0,550358891487122			2346,875	0,300397455692291	2346,875	-0,724612176418304					2346,875	-0,81115984916687	
		2350	0,762156367301941	2350	-0,629158437252045					2350	-0,552903831005096			2350	0,303373008966446	2350	-0,724379599094391					2350	-0,811704933643341	
		2353,125	0,761745035648346	2353,125	-0,633069634437561					2353,125	-0,555817902088165			2353,125	0,301547795534134	2353,125	-0,725319147109985					2353,125	-0,813388407230377	
		2356,25	0,760610699653625	2356,25	-0,633242607116699					2356,25	-0,555994927883148			2356,25	0,30251070857048	2356,25	-0,721857607364655					2356,25	-0,809624850749969	
		2359,375	0,759605586528778	2359,375	-0,631683051586151					2359,375	-0,553931057453156			2359,375	0,302645683288574	2359,375	-0,718333661556244					2359,375	-0,806594133377075	
		2362,5	0,76042914390564	2362,5	-0,639169454574585					2362,5	-0,561094522476196			2362,5	0,3031245470047	2362,5	-0,717967092990875					2362,5	-0,807888805866241	
		2365,625	0,761655807495117	2365,625	-0,643438935279846					2365,625	-0,567514955997467			2365,625	0,300441443920136	2365,625	-0,709653794765472					2365,625	-0,800069093704224	
		2368,75	0,759097337722778	2368,75	-0,639485061168671					2368,75	-0,562934756278992			2368,75	0,303869694471359	2368,75	-0,709256947040558					2368,75	-0,799638748168945	
		2371,875	0,754106044769287	2371,875	-0,638663947582245					2371,875	-0,562305092811584			2371,875	0,301526755094528	2371,875	-0,702694416046143					2371,875	-0,794527351856232	
		2375	0,755688846111298	2375	-0,645790576934814					2375	-0,568199813365936			2375	0,302424013614655	2375	-0,702086508274078					2375	-0,795412361621857	
		2378,125	0,756879329681396	2378,125	-0,652459681034088					2378,125	-0,574653267860413			2378,125	0,301006257534027	2378,125	-0,702055752277374					2378,125	-0,795247435569763	
		2381,25	0,757714748382568	2381,25	-0,656694531440735					2381,25	-0,579935550689697			2381,25	0,302104741334915	2381,25	-0,698569357395172					2381,25	-0,792929887771606	
		2384,375	0,758879423141479	2384,375	-0,656173944473267					2384,375	-0,58030778169632			2384,375	0,305966436862946	2384,375	-0,698120355606079					2384,375	-0,79248982667923	
		2387,5	0,756408333778381	2387,5	-0,653878450393677					2387,5	-0,578139007091522			2387,5	0,303560763597488	2387,5	-0,690902411937714					2387,5	-0,784864008426666	
		2390,625	0,755347073078156	2390,625	-0,658354341983795					2390,625	-0,579733967781067			2390,625	0,303883612155914	2390,625	-0,692757070064545					2390,625	-0,789079666137695	
		2393,75	0,755822360515594	2393,75	-0,662275910377502					2393,75	-0,582914352416992			2393,75	0,305103063583374	2393,75	-0,691940605640411					2393,75	-0,789611995220184	
		2396,875	0,757422149181366	2396,875	-0,668536722660065					2396,875	-0,588614046573639			2396,875	0,304646462202072	2396,875	-0,691488325595856					2396,875	-0,790076315402985	
		2400	0,755214750766754	2400	-0,669724941253662					2400	-0,590798914432526			2400	0,305155038833618	2400	-0,686975121498108					2400	-0,785975098609924	
		2403,125	0,755029737949371	2403,125	-0,674592256546021					2403,125	-0,597436308860779			2403,125	0,306419432163239	2403,125	-0,683310270309448					2403,125	-0,783247828483582	
		2406,25	0,757308900356293	2406,25	-0,676955580711365					2406,25	-0,597997188568115			2406,25	0,306646108627319	2406,25	-0,684551477432251					2406,25	-0,783091068267822	
		2409,375	0,757337749004364	2409,375	-0,679122745990753					2409,375	-0,599106311798096			2409,375	0,305449038743973	2409,375	-0,677770137786865					2409,375	-0,777436792850494	
		2412,5	0,753407955169678	2412,5	-0,676958799362183					2412,5	-0,596456944942474			2412,5	0,308579087257385	2412,5	-0,676085650920868					2412,5	-0,776463270187378	
		2415,625	0,753471732139587	2415,625	-0,677889108657837					2415,625	-0,599848031997681			2415,625	0,303004026412964	2415,625	-0,668667495250702					2415,625	-0,768147051334381	
		2418,75	0,753737211227417	2418,75	-0,682464420795441					2418,75	-0,603615403175354			2418,75	0,304573208093643	2418,75	-0,669703960418701					2418,75	-0,771388113498688	
		2421,875	0,754867911338806	2421,875	-0,685997247695923					2421,875	-0,606142997741699			2421,875	0,307858943939209	2421,875	-0,67085736989975					2421,875	-0,774704933166504	
		2425	0,753270268440247	2425	-0,686766564846039					2425	-0,607762038707733			2425	0,307956665754318	2425	-0,665273308753967					2425	-0,769496440887451	
		2428,125	0,753021895885468	2428,125	-0,690803647041321					2428,125	-0,612699508666992			2428,125	0,306443452835083	2428,125	-0,658464729785919					2428,125	-0,761965453624725	
		2431,25	0,752883851528168	2431,25	-0,694822371006012					2431,25	-0,615809917449951			2431,25	0,307908743619919	2431,25	-0,659555673599243					2431,25	-0,764530956745148	
		2434,375	0,75184953212738	2434,375	-0,694348454475403					2434,375	-0,615033030509949			2434,375	0,306519895792007	2434,375	-0,655985772609711					2434,375	-0,761020362377167	
		2437,5	0,752638459205627	2437,5	-0,694301068782806					2437,5	-0,615213215351105			2437,5	0,308208435773849	2437,5	-0,654717445373535					2437,5	-0,758984744548798	
		2440,625	0,75230473279953	2440,625	-0,696260094642639					2440,625	-0,61635148525238			2440,625	0,308450222015381	2440,625	-0,654829800128937					2440,625	-0,76050853729248	
		2443,75	0,752303600311279	2443,75	-0,701831042766571					2443,75	-0,622842848300934			2443,75	0,307313829660416	2443,75	-0,648260056972504					2443,75	-0,755749404430389	
		2446,875	0,750507593154907	2446,875	-0,702822804450989					2446,875	-0,624241590499878			2446,875	0,308694958686829	2446,875	-0,644164979457855					2446,875	-0,752099990844727	
		2450	0,752458810806274	2450	-0,705007195472717					2450	-0,626478374004364			2450	0,31036838889122	2450	-0,643661260604858					2450	-0,751916348934174	
		2453,125	0,752025663852692	2453,125	-0,706370711326599					2453,125	-0,628782689571381			2453,125	0,309571892023087	2453,125	-0,640556454658508					2453,125	-0,749875009059906	
		2456,25	0,751116096973419	2456,25	-0,710873126983643					2456,25	-0,631520509719849			2456,25	0,308880001306534	2456,25	-0,639662444591522					2456,25	-0,749648332595825	
		2459,375	0,751446843147278	2459,375	-0,71307909488678					2459,375	-0,633090019226074			2459,375	0,310532122850418	2459,375	-0,639281094074249					2459,375	-0,7499960064888	
		2462,5	0,751638054847717	2462,5	-0,714531600475311					2462,5	-0,634916841983795			2462,5	0,309066623449326	2462,5	-0,632424294948578					2462,5	-0,743914604187012	
		2465,625	0,751411437988281	2465,625	-0,716777801513672					2465,625	-0,637998402118683			2465,625	0,310224503278732	2465,625	-0,632171809673309					2465,625	-0,743885278701782	
		2468,75	0,748879969120026	2468,75	-0,717546403408051					2468,75	-0,639194488525391			2468,75	0,312710493803024	2468,75	-0,631548523902893					2468,75	-0,743672668933868	
		2471,875	0,753157258033752	2471,875	-0,719520390033722					2471,875	-0,639575064182281			2471,875	0,30845582485199	2471,875	-0,625777423381805					2471,875	-0,738471031188965	
		2475	0,75128960609436	2475	-0,722484767436981					2475	-0,641401827335358			2475	0,311169624328613	2475	-0,631243169307709					2475	-0,744306027889252	
		2478,125	0,753700315952301	2478,125	-0,72837883234024					2478,125	-0,648402333259583			2478,125	0,311825066804886	2478,125	-0,625245988368988					2478,125	-0,739940583705902	
		2481,25	0,750241935253143	2481,25	-0,725210547447205					2481,25	-0,645748555660248			2481,25	0,314329087734222	2481,25	-0,623866379261017					2481,25	-0,738461256027222	
		2484,375	0,751799523830414	2484,375	-0,729441285133362					2484,375	-0,649300575256348			2484,375	0,313708305358887	2484,375	-0,619901537895203					2484,375	-0,734115898609161	
		2487,5	0,756717324256897	2487,5	-0,737300038337708					2487,5	-0,656430184841156			2487,5	0,310246556997299	2487,5	-0,615975677967072					2487,5	-0,733126699924469	
		2490,625	0,752270042896271	2490,625	-0,733565390110016					2490,625	-0,653778970241547			2490,625	0,312740087509155	2490,625	-0,61269736289978					2490,625	-0,729332447052002	
		2493,75	0,750050008296967	2493,75	-0,733894348144531					2493,75	-0,655213177204132			2493,75	0,312149673700333	2493,75	-0,608084619045258					2493,75	-0,725211977958679	
		2496,875	0,750293433666229	2496,875	-0,733410775661469					2496,875	-0,655165553092957			2496,875	0,313191831111908	2496,875	-0,606750905513763					2496,875	-0,725042700767517	
		2500	0,751703500747681	2500	-0,738766252994537					2500	-0,660257697105408			2500	0,316562294960022	2500	-0,605734825134277					2500	-0,725036799907684	
		2503,125	0,75298285484314	2503,125	-0,743051707744598					2503,125	-0,664030909538269			2503,125	0,311356365680695	2503,125	-0,600599408149719					2503,125	-0,719839572906494	
		2506,25	0,753996133804321	2506,25	-0,746902585029602					2506,25	-0,667208313941956			2506,25	0,31463897228241	2506,25	-0,605372726917267					2506,25	-0,725537180900574	
		2509,375	0,752838492393494	2509,375	-0,747058629989624					2509,375	-0,666950821876526			2509,375	0,313910305500031	2509,375	-0,601223170757294					2509,375	-0,722212851047516	
		2512,5	0,75163334608078	2512,5	-0,747036516666412					2512,5	-0,667637646198273			2512,5	0,314574122428894	2512,5	-0,597389400005341					2512,5	-0,71860808134079	
		2515,625	0,749533653259277	2515,625	-0,747793972492218					2515,625	-0,668140530586243			2515,625	0,312910795211792	2515,625	-0,591916739940643					2515,625	-0,713353633880615	
		2518,75	0,750337958335876	2518,75	-0,75108528137207					2518,75	-0,67054295539856			2518,75	0,313160508871078	2518,75	-0,592004776000977					2518,75	-0,714359998703003	
		2521,875	0,751273453235626	2521,875	-0,751071214675903					2521,875	-0,670353412628174			2521,875	0,315515398979187	2521,875	-0,590842664241791					2521,875	-0,712935030460358	
		2525	0,756569385528564	2525	-0,758701801300049					2525	-0,678857445716858			2525	0,312452048063278	2525	-0,5837282538414					2525	-0,707454800605774	
		2528,125	0,749760925769806	2528,125	-0,754339218139648					2528,125	-0,675236344337463			2528,125	0,313819348812103	2528,125	-0,581946790218353					2528,125	-0,706789374351501	
		2531,25	0,74916273355484	2531,25	-0,755582690238953					2531,25	-0,675937175750732			2531,25	0,313786745071411	2531,25	-0,579142570495605					2531,25	-0,703621208667755	
		2534,375	0,750853478908539	2534,375	-0,757103443145752					2534,375	-0,678050935268402			2534,375	0,316779047250748	2534,375	-0,578245282173157					2534,375	-0,703234374523163	
		2537,5	0,751674354076386	2537,5	-0,764131367206573					2537,5	-0,684581518173218			2537,5	0,311767131090164	2537,5	-0,572802782058716					2537,5	-0,699861705303192	
		2540,625	0,74576473236084	2540,625	-0,758975207805634					2540,625	-0,679475367069244			2540,625	0,314179211854935	2540,625	-0,572299718856812					2540,625	-0,698905646800995	
		2543,75	0,747265875339508	2543,75	-0,761298418045044					2543,75	-0,68289715051651			2543,75	0,311149716377258	2543,75	-0,567056596279144					2543,75	-0,694096326828003	
		2546,875	0,752898514270782	2546,875	-0,768243014812469					2546,875	-0,689046204090118			2546,875	0,314469277858734	2546,875	-0,56821072101593					2546,875	-0,696885883808136	
		2550	0,752380967140198	2550	-0,770692765712738					2550	-0,690759897232056			2550	0,316124737262726	2550	-0,567719340324402					2550	-0,697257161140442	
		2553,125	0,752754211425781	2553,125	-0,773247003555298					2553,125	-0,694534659385681			2553,125	0,313593029975891	2553,125	-0,563232243061066					2553,125	-0,694029152393341	
		2556,25	0,753023624420166	2556,25	-0,775293350219727					2556,25	-0,696189939975739			2556,25	0,314412981271744	2556,25	-0,56165087223053					2556,25	-0,692694127559662	
		2559,375	0,751924514770508	2559,375	-0,776198148727417					2559,375	-0,696872711181641			2559,375	0,314667701721191	2559,375	-0,559212267398834					2559,375	-0,690729975700378	
		2562,5	0,75129234790802	2562,5	-0,776683151721954					2562,5	-0,697904586791992			2562,5	0,313337236642838	2562,5	-0,554231882095337					2562,5	-0,68649560213089	
		2565,625	0,751106083393097	2565,625	-0,777666985988617					2565,625	-0,698633849620819			2565,625	0,313871890306473	2565,625	-0,55273711681366					2565,625	-0,685453236103058	
		2568,75	0,751732409000397	2568,75	-0,780587553977966					2568,75	-0,701510369777679			2568,75	0,31451627612114	2568,75	-0,551721036434174					2568,75	-0,685506284236908	
		2571,875	0,753849744796753	2571,875	-0,784513056278229					2571,875	-0,70557975769043			2571,875	0,315384775400162	2571,875	-0,550129473209381					2571,875	-0,684289813041687	
		2575	0,753488302230835	2575	-0,784161388874054					2575	-0,705429553985596			2575	0,314298629760742	2575	-0,546615362167358					2575	-0,680503904819489	
		2578,125	0,748371779918671	2578,125	-0,782153129577637					2578,125	-0,704823851585388			2578,125	0,309730499982834	2578,125	-0,536315321922302					2578,125	-0,67113870382309	
		2581,25	0,751651406288147	2581,25	-0,78742527961731					2581,25	-0,708640873432159			2581,25	0,312907516956329	2581,25	-0,540658712387085					2581,25	-0,676337003707886	
		2584,375	0,748949944972992	2584,375	-0,788708090782166					2584,375	-0,7105473279953			2584,375	0,308275401592255	2584,375	-0,536422610282898					2584,375	-0,6728156208992	
		2587,5	0,749252200126648	2587,5	-0,790871620178223					2587,5	-0,712888896465302			2587,5	0,307560324668884	2587,5	-0,534241795539856					2587,5	-0,671658337116241	
		2590,625	0,747402250766754	2590,625	-0,790655553340912					2590,625	-0,71262389421463			2590,625	0,307120889425278	2590,625	-0,531314730644226					2590,625	-0,669042527675629	
		2593,75	0,746717154979706	2593,75	-0,792614161968231					2593,75	-0,714992165565491			2593,75	0,307027488946915	2593,75	-0,527706503868103					2593,75	-0,666188418865204	
		2596,875	0,747842311859131	2596,875	-0,796290159225464					2596,875	-0,718433916568756			2596,875	0,309143006801605	2596,875	-0,528580367565155					2596,875	-0,667996764183044	
		2600	0,744146883487701	2600	-0,796802937984467					2600	-0,719112396240234			2600	0,309272527694702	2600	-0,524492084980011					2600	-0,664061725139618	
		2603,125	0,742979049682617	2603,125	-0,799533843994141					2603,125	-0,722050607204437			2603,125	0,308484017848969	2603,125	-0,520297408103943					2603,125	-0,660887241363525	
		2606,25	0,740402460098267	2606,25	-0,798193156719208					2606,25	-0,720963060855865			2606,25	0,310814023017883	2606,25	-0,51863157749176					2606,25	-0,659581780433655	
		2609,375	0,742609083652496	2609,375	-0,803578972816467					2609,375	-0,72599071264267			2609,375	0,312368988990784	2609,375	-0,516905009746552					2609,375	-0,659112393856049	
		2612,5	0,742343544960022	2612,5	-0,804130673408508					2612,5	-0,726564586162567			2612,5	0,310934603214264	2612,5	-0,514477014541626					2612,5	-0,65711909532547	
		2615,625	0,74246084690094	2615,625	-0,804982900619507					2615,625	-0,728569269180298			2615,625	0,309764564037323	2615,625	-0,509018182754517					2615,625	-0,651920557022095	
		2618,75	0,744872033596039	2618,75	-0,807959973812103					2618,75	-0,731142103672028			2618,75	0,312186598777771	2618,75	-0,509704172611237					2618,75	-0,653429806232452	
		2621,875	0,741731286048889	2621,875	-0,808141112327576					2621,875	-0,731537520885468			2621,875	0,310503661632538	2621,875	-0,505356073379517					2621,875	-0,64943140745163	
		2625	0,738556683063507	2625	-0,806341588497162					2625	-0,730083525180817			2625	0,313609957695007	2625	-0,502254009246826					2625	-0,6464723944664	
		2628,125	0,739908218383789	2628,125	-0,810693919658661					2628,125	-0,734322369098663			2628,125	0,314022719860077	2628,125	-0,49954229593277					2628,125	-0,645172834396362	
		2631,25	0,738752007484436	2631,25	-0,813012540340424					2631,25	-0,736891984939575			2631,25	0,311407297849655	2631,25	-0,49566513299942					2631,25	-0,641792953014374	
		2634,375	0,735816419124603	2634,375	-0,810411334037781					2634,375	-0,734557330608368			2634,375	0,313412964344025	2634,375	-0,493883728981018					2634,375	-0,639897704124451	
		2637,5	0,738592326641083	2637,5	-0,812728941440582					2637,5	-0,737926840782166			2637,5	0,311653256416321	2637,5	-0,48765841126442					2637,5	-0,634845912456512	
		2640,625	0,738953292369843	2640,625	-0,815811395645142					2640,625	-0,740593492984772			2640,625	0,312230944633484	2640,625	-0,488081485033035					2640,625	-0,636095643043518	
		2643,75	0,742251336574554	2643,75	-0,819249391555786					2643,75	-0,743707180023193			2643,75	0,313165634870529	2643,75	-0,486748814582825					2643,75	-0,63556033372879	
		2646,875	0,742426753044128	2646,875	-0,819002747535706					2646,875	-0,742934167385101			2646,875	0,316592365503311	2646,875	-0,489307701587677					2646,875	-0,638072729110718	
		2650	0,743291854858398	2650	-0,82687383890152					2650	-0,752156019210815			2650	0,308936238288879	2650	-0,476891696453094					2650	-0,628023564815521	
		2653,125	0,740255773067474	2653,125	-0,824244856834412					2653,125	-0,748841345310211			2653,125	0,312890380620956	2653,125	-0,478133320808411					2653,125	-0,629143714904785	
		2656,25	0,743850409984589	2656,25	-0,827849149703979					2656,25	-0,752826631069183			2656,25	0,313316255807877	2656,25	-0,477059155702591					2656,25	-0,628862142562866	
		2659,375	0,743224859237671	2659,375	-0,82751190662384					2659,375	-0,753320395946503			2659,375	0,311857253313065	2659,375	-0,47215935587883					2659,375	-0,624248683452606	
		2662,5	0,740036308765411	2662,5	-0,826795637607574					2662,5	-0,751968801021576			2662,5	0,312874734401703	2662,5	-0,471545070409775					2662,5	-0,623875796794891	
		2665,625	0,739072263240814	2665,625	-0,830091714859009					2665,625	-0,755694329738617			2665,625	0,311786770820618	2665,625	-0,467108845710754					2665,625	-0,620778322219849	
		2668,75	0,735097765922546	2668,75	-0,82613742351532					2668,75	-0,753041625022888			2668,75	0,311388939619064	2668,75	-0,461389243602753					2668,75	-0,614922642707825	
		2671,875	0,737782537937164	2671,875	-0,830933511257172					2671,875	-0,757436394691467			2671,875	0,312550097703934	2671,875	-0,4621941447258					2671,875	-0,616252720355988	
		2675	0,737530052661896	2675	-0,834330320358276					2675	-0,760434806346893			2675	0,313641041517258	2675	-0,461697459220886					2675	-0,6165971159935	
		2678,125	0,735679924488068	2678,125	-0,836027443408966					2678,125	-0,762071490287781			2678,125	0,314987778663635	2678,125	-0,459353655576706					2678,125	-0,615307331085205	
		2681,25	0,737149715423584	2681,25	-0,838107347488403					2681,25	-0,76550704240799			2681,25	0,31481671333313	2681,25	-0,455794006586075					2681,25	-0,61301177740097	
		2684,375	0,738633632659912	2684,375	-0,841734051704407					2684,375	-0,76947021484375			2684,375	0,313162207603455	2684,375	-0,451108574867249					2684,375	-0,608616709709167	
		2687,5	0,735777378082275	2687,5	-0,840388119220734					2687,5	-0,767023682594299			2687,5	0,315796166658401	2687,5	-0,452676862478256					2687,5	-0,609961569309235	
		2690,625	0,735965430736542	2690,625	-0,844008386135101					2690,625	-0,771673023700714			2690,625	0,312738120555878	2690,625	-0,444194257259369					2690,625	-0,603227198123932	
		2693,75	0,735421240329742	2693,75	-0,844754755496979					2693,75	-0,772120177745819			2693,75	0,316584706306458	2693,75	-0,445479601621628					2693,75	-0,605058073997498	
		2696,875	0,733890354633331	2696,875	-0,844392955303192					2696,875	-0,77349454164505			2696,875	0,316228300333023	2696,875	-0,438389480113983					2696,875	-0,598582684993744	
		2700	0,733253419399261	2700	-0,844700992107391					2700	-0,773298025131226			2700	0,316608011722565	2700	-0,438527792692184					2700	-0,598444759845734	
		2703,125	0,733579993247986	2703,125	-0,847144424915314					2703,125	-0,77638179063797			2703,125	0,315480619668961	2703,125	-0,43383127450943					2703,125	-0,594859421253204	
		2706,25	0,731636464595795	2706,25	-0,845592617988586					2706,25	-0,775197267532349			2706,25	0,31542581319809	2706,25	-0,430385857820511					2706,25	-0,591443121433258	
