Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
		2906,25	2,10313129425049	2906,25	0,0367136597633362					2906,25	0,0222682263702154			2906,25	3,40898108482361	2906,25	-0,137796401977539					2906,25	-0,246050074696541	
		2909,375	2,09613728523254	2909,375	0,035432506352663					2909,375	0,0211628954857588			2909,375	3,42159676551819	2909,375	-0,137397199869156					2909,375	-0,245872482657433	
		2912,5	2,09872150421143	2912,5	0,0374873504042625					2912,5	0,0235939640551806			2912,5	3,39484572410584	2912,5	-0,137179583311081					2912,5	-0,245596289634705	
		2915,625	2,11581993103027	2915,625	0,036659948527813					2915,625	0,0225352048873901			2915,625	3,387526512146	2915,625	-0,133193105459213					2915,625	-0,241853162646294	
		2918,75	2,10931921005249	2918,75	0,0358025021851063					2918,75	0,0218262784183025			2918,75	3,38765478134155	2918,75	-0,131211385130882					2918,75	-0,240284964442253	
		2921,875	2,07430195808411	2921,875	0,034550815820694					2921,875	0,020557951182127			2921,875	3,38138914108276	2921,875	-0,132676377892494					2921,875	-0,241877555847168	
		2925	2,07000970840454	2925	0,0320478901267052					2925	0,0180536471307278			2925	3,38651299476624	2925	-0,130345359444618					2925	-0,23928028345108	
		2928,125	2,08852601051331	2928,125	0,0352593772113323					2928,125	0,0212565921247005			2928,125	3,3480486869812	2928,125	-0,128839299082756					2928,125	-0,23820324242115	
		2931,25	2,09585881233215	2931,25	0,0369803123176098					2931,25	0,0227320585399866			2931,25	3,33483171463013	2931,25	-0,126235216856003					2931,25	-0,236213445663452	
		2934,375	2,07083010673523	2934,375	0,0343440361320972					2934,375	0,0204875953495502			2934,375	3,34692764282227	2934,375	-0,125051647424698					2934,375	-0,23504051566124	
		2937,5	2,06743264198303	2937,5	0,0342004895210266					2937,5	0,0204198826104403			2937,5	3,3410747051239	2937,5	-0,123113453388214					2937,5	-0,23315018415451	
		2940,625	2,06730031967163	2940,625	0,0363606177270412					2940,625	0,0226698163896799			2940,625	3,30976295471191	2940,625	-0,12232581526041					2940,625	-0,23255529999733	
		2943,75	2,07143187522888	2943,75	0,0370153188705444					2943,75	0,0230496805161238			2943,75	3,29381895065308	2943,75	-0,120753824710846					2943,75	-0,230723366141319	
		2946,875	2,08411598205566	2946,875	0,0341996997594833					2946,875	0,0202964823693037			2946,875	3,31816864013672	2946,875	-0,117325030267239					2946,875	-0,227739185094833	
		2950	2,06970572471619	2950	0,0342138782143593					2950	0,0204331986606121			2950	3,3039755821228	2950	-0,117541380226612					2950	-0,228124842047691	
		2953,125	2,0711464881897	2953,125	0,0345442742109299					2953,125	0,0206403527408838			2953,125	3,2892804145813	2953,125	-0,114717297255993					2953,125	-0,22565758228302	
		2956,25	2,04384231567383	2956,25	0,0322405807673931					2956,25	0,0181820243597031			2956,25	3,29498386383057	2956,25	-0,114723026752472					2956,25	-0,225587323307991	
		2959,375	2,03600764274597	2959,375	0,0323232859373093					2959,375	0,0184911973774433			2959,375	3,29448461532593	2959,375	-0,11194059252739					2959,375	-0,222409635782242	
		2962,5	2,06383347511292	2962,5	0,0346724614500999					2962,5	0,020667428150773			2962,5	3,26047015190125	2962,5	-0,109835796058178					2962,5	-0,220767125487328	
		2965,625	2,04794025421143	2965,625	0,0337429121136665					2965,625	0,0197598524391651			2965,625	3,26484370231628	2965,625	-0,108966954052448					2965,625	-0,21992826461792	
		2968,75	2,02684307098389	2968,75	0,0327709876000881					2968,75	0,0185389220714569			2968,75	3,27019715309143	2968,75	-0,106367088854313					2968,75	-0,217781692743301	
		2971,875	2,02910447120667	2971,875	0,0317357033491135					2971,875	0,0176913514733315			2971,875	3,2590320110321	2971,875	-0,104116633534431					2971,875	-0,215808629989624	
		2975	2,0170910358429	2975	0,0333182811737061					2975	0,0189612917602062			2975	3,24051570892334	2975	-0,103720992803574					2975	-0,215700149536133	
		2978,125	2,0159969329834	2978,125	0,0324414931237698					2978,125	0,0185179747641087			2978,125	3,24226808547974	2978,125	-0,101677693426609					2978,125	-0,213873758912086	
		2981,25	2,01767992973328	2981,25	0,0352385267615318					2981,25	0,0210612080991268			2981,25	3,21736454963684	2981,25	-0,0993528589606285					2981,25	-0,211810290813446	
		2984,375	2,00515294075012	2984,375	0,0334367044270039					2984,375	0,0192840937525034			2984,375	3,22634601593018	2984,375	-0,0974385961890221					2984,375	-0,210299044847488	
		2987,5	1,99551618099213	2987,5	0,0335067845880985					2987,5	0,0190511327236891			2987,5	3,22069334983826	2987,5	-0,095639742910862					2987,5	-0,209192991256714	
		2990,625	2,00621008872986	2990,625	0,0351350493729115					2990,625	0,0212336052209139			2990,625	3,20857191085815	2990,625	-0,0937027558684349					2990,625	-0,206847593188286	
		2993,75	1,98164689540863	2993,75	0,0349449478089809					2993,75	0,0204535573720932			2993,75	3,18678975105286	2993,75	-0,0923802107572556					2993,75	-0,207118660211563	
		2996,875	1,97612249851227	2996,875	0,0343964472413063					2996,875	0,0204607900232077			2996,875	3,18809390068054	2996,875	-0,0914052352309227					2996,875	-0,205486387014389	
		3000	2,01054692268372	3000	0,0360644981265068					3000	0,022295705974102			3000	3,18255639076233	3000	-0,0859501212835312					3000	-0,200551450252533	
		3003,125	1,97507560253143	3003,125	0,0313645526766777					3003,125	0,0175751149654388			3003,125	3,20003986358643	3003,125	-0,0867588147521019					3003,125	-0,200699761509895	
		3006,25	1,96828746795654	3006,25	0,032949548214674					3006,25	0,0190712455660105			3006,25	3,18490934371948	3006,25	-0,0848773494362831					3006,25	-0,198746681213379	
		3009,375	1,9703688621521	3009,375	0,0350002720952034					3009,375	0,0213895700871944			3009,375	3,16039538383484	3009,375	-0,0834120661020279					3009,375	-0,197890162467957	
		3012,5	1,98551225662231	3012,5	0,0355134233832359					3012,5	0,0225265137851238			3012,5	3,16455674171448	3012,5	-0,0815902426838875					3012,5	-0,196163147687912	
		3015,625	1,98382878303528	3015,625	0,0331811830401421					3015,625	0,0199774671345949			3015,625	3,18171811103821	3015,625	-0,0781300067901611					3015,625	-0,19226185977459	
		3018,75	1,95186948776245	3018,75	0,032325241714716					3018,75	0,0197253320366144			3018,75	3,16750574111938	3018,75	-0,0788346081972122					3018,75	-0,193570971488953	
		3021,875	1,97735202312469	3021,875	0,0344301760196686					3021,875	0,0236627925187349			3021,875	3,14016318321228	3021,875	-0,0747871100902557					3021,875	-0,189076021313667	
		3025	1,96568369865417	3025	0,0353340990841389					3025	0,0220430828630924			3025	3,14880776405334	3025	-0,0733665004372597					3025	-0,187504038214684	
		3028,125	1,94777882099152	3028,125	0,0355506278574467					3028,125	0,0222181901335716			3028,125	3,14167523384094	3028,125	-0,0729580000042915					3028,125	-0,187118142843246	
		3031,25	1,94822311401367	3031,25	0,0321527495980263					3031,25	0,0189182329922915			3031,25	3,16571116447449	3031,25	-0,0699425488710403					3031,25	-0,183732151985168	
		3034,375	1,9520058631897	3034,375	0,0362296253442764					3034,375	0,0228775218129158			3034,375	3,12174606323242	3034,375	-0,0714253485202789					3034,375	-0,185463830828667	
		3037,5	1,98739445209503	3037,5	0,0355425290763378					3037,5	0,02177844196558			3037,5	3,14184260368347	3037,5	-0,0649563744664192					3037,5	-0,178946033120155	
		3040,625	1,96815729141235	3040,625	0,0355647541582584					3040,625	0,0216434076428413			3040,625	3,10404682159424	3040,625	-0,0648340731859207					3040,625	-0,179122045636177	
		3043,75	1,93874859809875	3043,75	0,0361221618950367					3043,75	0,0219940487295389			3043,75	3,0902624130249	3043,75	-0,0646726340055466					3043,75	-0,179143488407135	
		3046,875	1,93274354934692	3046,875	0,03398222848773					3046,875	0,0200520399957895			3046,875	3,10712361335754	3046,875	-0,0621167458593845					3046,875	-0,176352635025978	
		3050	1,95834994316101	3050	0,0370429754257202					3050	0,0236437954008579			3050	3,06616282463074	3050	-0,0602974221110344					3050	-0,174950987100601	
		3053,125	1,94322752952576	3053,125	0,0364334136247635					3053,125	0,0226512774825096			3053,125	3,07531094551086	3053,125	-0,0575942993164063					3053,125	-0,172354012727737	
		3056,25	1,9377121925354	3056,25	0,0360551401972771					3056,25	0,0221042595803738			3056,25	3,05198884010315	3056,25	-0,0548257119953632					3056,25	-0,170279622077942	
		3059,375	1,92657613754272	3059,375	0,0344211012125015					3059,375	0,0206679906696081			3059,375	3,06696534156799	3059,375	-0,0538350827991962					3059,375	-0,16922515630722	
		3062,5	1,91541731357574	3062,5	0,0354862660169601					3062,5	0,0217100754380226			3062,5	3,06085109710693	3062,5	-0,0526109896600246					3062,5	-0,167571291327477	
		3065,625	1,89529657363892	3065,625	0,0366985313594341					3065,625	0,0228464864194393			3065,625	3,03715562820435	3065,625	-0,0520841293036938					3065,625	-0,167207956314087	
		3068,75	1,90402495861053	3068,75	0,0367368794977665					3068,75	0,0229843370616436			3068,75	3,02387428283691	3068,75	-0,0491837672889233					3068,75	-0,164745092391968	
		3071,875	1,8885577917099	3071,875	0,0370522662997246					3071,875	0,0233273077756166			3071,875	3,0102972984314	3071,875	-0,0484782643616199					3071,875	-0,163923427462578	
		3075	1,88899827003479	3075	0,0370456464588642					3075	0,0230648424476385			3075	3,02898240089417	3075	-0,0457358323037624					3075	-0,161053285002708	
		3078,125	1,90100455284119	3078,125	0,0388966836035252					3078,125	0,0249869506806135			3078,125	3,00949358940125	3078,125	-0,0441645607352257					3078,125	-0,159910768270493	
		3081,25	1,90409076213837	3081,25	0,0398603565990925					3081,25	0,0258403569459915			3081,25	3,00340509414673	3081,25	-0,0416375659406185					3081,25	-0,157494202256203	
		3084,375	1,89404571056366	3084,375	0,0384871475398541					3084,375	0,0244937427341938			3084,375	2,98981976509094	3084,375	-0,0409025736153126					3084,375	-0,156892895698547	
		3087,5	1,8636839389801	3087,5	0,0386135615408421					3087,5	0,0240999516099691			3087,5	2,98190712928772	3087,5	-0,0399621017277241					3087,5	-0,155830904841423	
		3090,625	1,84317183494568	3090,625	0,0363042913377285					3090,625	0,021768543869257			3090,625	2,99183773994446	3090,625	-0,0375562086701393					3090,625	-0,154109999537468	
		3093,75	1,84491384029388	3093,75	0,0369743779301643					3093,75	0,0226447917521			3093,75	3,00828814506531	3093,75	-0,0351605825126171					3093,75	-0,150985315442085	
		3096,875	1,8432605266571	3096,875	0,0381024032831192					3096,875	0,0241847857832909			3096,875	2,97933578491211	3096,875	-0,0365078672766685					3096,875	-0,151900395750999	
		3100	1,86427009105682	3100	0,0397365540266037					3100	0,0256594456732273			3100	2,94812226295471	3100	-0,0312510617077351					3100	-0,147507965564728	
		3103,125	1,84005653858185	3103,125	0,039362259209156					3103,125	0,0255091339349747			3103,125	2,93275022506714	3103,125	-0,0297262407839298					3103,125	-0,146884724497795	
		3106,25	1,83222913742065	3106,25	0,0408397987484932					3106,25	0,0264163818210363			3106,25	2,93700551986694	3106,25	-0,0263843350112438					3106,25	-0,142562434077263	
		3109,375	1,85452377796173	3109,375	0,0407260917127132					3109,375	0,0272291041910648			3109,375	2,93176698684692	3109,375	-0,0251444354653358					3109,375	-0,141547411680222	
		3112,5	1,81895339488983	3112,5	0,0392865017056465					3112,5	0,0259030051529408			3112,5	2,93709921836853	3112,5	-0,0261690467596054					3112,5	-0,142450749874115	
		3115,625	1,79016590118408	3115,625	0,0412902496755123					3115,625	0,0277251433581114			3115,625	2,91204524040222	3115,625	-0,0247939191758633					3115,625	-0,141181007027626	
		3118,75	1,79092824459076	3118,75	0,0397645197808743					3118,75	0,0267758425325155			3118,75	2,92216944694519	3118,75	-0,0226589534431696					3118,75	-0,139096230268478	
		3121,875	1,76182234287262	3121,875	0,0368735007941723					3121,875	0,0230795722454786			3121,875	2,92358732223511	3121,875	-0,0220499206334352					3121,875	-0,139782562851906	
		3125	1,79220843315125	3125	0,0417456887662411					3125	0,0273150578141212			3125	2,92670583724976	3125	-0,0177968386560678					3125	-0,133510187268257	
		3128,125	1,7706116437912	3128,125	0,0414672121405602					3128,125	0,0270679406821728			3128,125	2,91200375556946	3128,125	-0,0196438059210777					3128,125	-0,135151952505112	
		3131,25	1,76540303230286	3131,25	0,0425053797662258					3131,25	0,0279181972146034			3131,25	2,90641117095947	3131,25	-0,0169889368116856					3131,25	-0,133319288492203	
		3134,375	1,74586415290833	3134,375	0,0435460023581982					3134,375	0,0299592651426792			3134,375	2,89381980895996	3134,375	-0,0135339591652155					3134,375	-0,130072385072708	
		3137,5	1,7427521944046	3137,5	0,0443947166204453					3137,5	0,0314969383180141			3137,5	2,87957429885864	3137,5	-0,0131303872913122					3137,5	-0,130049228668213	
		3140,625	1,73561537265778	3140,625	0,0436122305691242					3140,625	0,0306532084941864			3140,625	2,88231873512268	3140,625	-0,0117642106488347					3140,625	-0,128140911459923	
		3143,75	1,70449864864349	3143,75	0,0443020947277546					3143,75	0,0306796468794346			3143,75	2,87650108337402	3143,75	-0,012838339433074					3143,75	-0,128920286893845	
		3146,875	1,72206556797028	3146,875	0,045554056763649					3146,875	0,0316209457814693			3146,875	2,85356760025024	3146,875	-0,00962739996612072					3146,875	-0,125723794102669	
		3150	1,72026681900024	3150	0,0462300553917885					3150	0,0330229327082634			3150	2,85218143463135	3150	-0,00838155299425125					3150	-0,124115087091923	
		3153,125	1,7190568447113	3153,125	0,0447684340178967					3153,125	0,0310833435505629			3153,125	2,85106468200684	3153,125	-0,00901070702821016					3153,125	-0,124961405992508	
		3156,25	1,71034383773804	3156,25	0,0449375472962856					3156,25	0,0315642952919006			3156,25	2,85315608978271	3156,25	-0,00698091369122267					3156,25	-0,123560070991516	
		3159,375	1,69542860984802	3159,375	0,0453033111989498					3159,375	0,0310945566743612			3159,375	2,83263206481934	3159,375	-0,00356707093305886					3159,375	-0,120480947196484	
		3162,5	1,68872022628784	3162,5	0,0519433058798313					3162,5	0,0374706983566284			3162,5	2,81212759017944	3162,5	-0,000687361811287701					3162,5	-0,11630417406559	
		3165,625	1,68178737163544	3165,625	0,0518951043486595					3165,625	0,0375828184187412			3165,625	2,8124406337738	3165,625	-0,00163071369752288					3165,625	-0,1173480078578	
		3168,75	1,66043770313263	3168,75	0,0485645234584808					3168,75	0,0343970842659473			3168,75	2,80787897109985	3168,75	-0,00326000899076462					3168,75	-0,120395630598068	
		3171,875	1,66169452667236	3171,875	0,0515332370996475					3171,875	0,0380378104746342			3171,875	2,80722665786743	3171,875	-0,0014576722169295					3171,875	-0,117501735687256	
		3175	1,66454565525055	3175	0,0484111905097961					3175	0,035291064530611			3175	2,80500841140747	3175	0,00479871314018965					3175	-0,111903160810471	
		3178,125	1,66856741905212	3178,125	0,0472598522901535					3178,125	0,0335955172777176			3178,125	2,80332827568054	3178,125	0,00944137945771217					3178,125	-0,107201941311359	
		3181,25	1,61942648887634	3181,25	0,0485720038414001					3181,25	0,0356247201561928			3181,25	2,80223798751831	3181,25	0,00559421954676509					3181,25	-0,108635768294334	
		3184,375	1,59033405780792	3184,375	0,0509063191711903					3184,375	0,0408094599843025			3184,375	2,81222152709961	3184,375	0,000590688665397465					3184,375	-0,113817110657692	
		3187,5	1,59822380542755	3187,5	0,0458128899335861					3187,5	0,0337693803012371			3187,5	2,82223510742188	3187,5	0,000949612818658352					3187,5	-0,116159379482269	
		3190,625	1,6007524728775	3190,625	0,0503465086221695					3190,625	0,0379659384489059			3190,625	2,78645133972168	3190,625	0,00373662682250142					3190,625	-0,111450627446175	
		3193,75	1,58368945121765	3193,75	0,0521999225020409					3193,75	0,0405932143330574			3193,75	2,77236437797546	3193,75	0,0034012368414551					3193,75	-0,111989170312881	
		3196,875	1,58724975585938	3196,875	0,0490326285362244					3196,875	0,03615627810359			3196,875	2,79543948173523	3196,875	0,0102743171155453					3196,875	-0,104836121201515	
		3200	1,55911028385162	3200	0,0423093885183334					3200	0,0311110205948353			3200	2,79700398445129	3200	0,00437464425340295					3200	-0,111135385930538	
		3203,125	1,55537021160126	3203,125	0,0465985871851444					3203,125	0,0343052670359612			3203,125	2,78912830352783	3203,125	0,0110445525497198					3203,125	-0,105337008833885	
		3206,25	1,55857610702515	3206,25	0,0481734089553356					3206,25	0,0352591201663017			3206,25	2,78984832763672	3206,25	0,0121931238099933					3206,25	-0,105754859745502	
		3209,375	1,54457271099091	3209,375	0,047334399074316					3209,375	0,0346113257110119			3209,375	2,77566766738892	3209,375	0,0135581931099296					3209,375	-0,104320414364338	
		3212,5	1,5331779718399	3212,5	0,0425600223243237					3212,5	0,0312039460986853			3212,5	2,77535915374756	3212,5	0,0142869362607598					3212,5	-0,103048093616962	
		3215,625	1,53708469867706	3215,625	0,0412132106721401					3215,625	0,0301322415471077			3215,625	2,77208423614502	3215,625	0,0137498639523983					3215,625	-0,103187702596188	
