Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
		2393,75	2,19791340827942	2393,75	0,0254812762141228					2393,75	0,0117361675947905			2393,75	3,99583339691162	2393,75	-0,426867842674255					2393,75	-0,504688739776611	
		2396,875	2,1991069316864	2396,875	0,0229609459638596					2396,875	0,00931185577064753			2396,875	4,01766586303711	2396,875	-0,423943668603897					2396,875	-0,501967966556549	
		2400	2,19898319244385	2400	0,0243974700570107					2400	0,0105449771508574			2400	3,98792695999146	2400	-0,421467959880829					2400	-0,499285697937012	
		2403,125	2,18343091011047	2403,125	0,0238484591245651					2403,125	0,00934916455298662			2403,125	3,98197388648987	2403,125	-0,417777001857758					2403,125	-0,494899570941925	
		2406,25	2,17386794090271	2406,25	0,0222874246537685					2406,25	0,00921040307730436			2406,25	4,0102596282959	2406,25	-0,417308807373047					2406,25	-0,494558870792389	
		2409,375	2,18906211853027	2409,375	0,0242220684885979					2409,375	0,0115967448800802			2409,375	4,01420497894287	2409,375	-0,413422524929047					2409,375	-0,491807520389557	
		2412,5	2,16085505485535	2412,5	0,0258879214525223					2412,5	0,0131185026839375			2412,5	3,95541477203369	2412,5	-0,413598775863647					2412,5	-0,492746978998184	
		2415,625	2,23130083084106	2415,625	0,0286136996001005					2415,625	0,0159172508865595			2415,625	3,97154140472412	2415,625	-0,409920126199722					2415,625	-0,487779974937439	
		2418,75	2,21051383018494	2418,75	0,0261463653296232					2418,75	0,0128240119665861			2418,75	3,97070336341858	2418,75	-0,408456981182098					2418,75	-0,487199366092682	
		2421,875	2,16571378707886	2421,875	0,0241017024964094					2421,875	0,0101963244378567			2421,875	3,9757878780365	2421,875	-0,407489508390427					2421,875	-0,487256765365601	
		2425	2,16903448104858	2425	0,0260854866355658					2425	0,0121184233576059			2425	3,95544290542603	2425	-0,404695749282837					2425	-0,48441344499588	
		2428,125	2,18875288963318	2428,125	0,02709717489779					2428,125	0,0138329155743122			2428,125	3,95651388168335	2428,125	-0,399991601705551					2428,125	-0,479014009237289	
		2431,25	2,17071294784546	2431,25	0,0248555671423674					2431,25	0,0113510610535741			2431,25	3,95073461532593	2431,25	-0,398831963539124					2431,25	-0,478527307510376	
		2434,375	2,19096660614014	2434,375	0,0265250988304615					2434,375	0,0133592570200562			2434,375	3,94153904914856	2434,375	-0,397430568933487					2434,375	-0,477505415678024	
		2437,5	2,16764330863953	2437,5	0,0270635597407818					2437,5	0,0142716709524393			2437,5	3,94683218002319	2437,5	-0,396881282329559					2437,5	-0,476603806018829	
		2440,625	2,16554617881775	2440,625	0,0261395145207644					2440,625	0,0130799375474453			2440,625	3,94199466705322	2440,625	-0,396134257316589					2440,625	-0,476663589477539	
		2443,75	2,179767370224	2443,75	0,0262906197458506					2443,75	0,0127652119845152			2443,75	3,94509768486023	2443,75	-0,390933752059937					2443,75	-0,471639454364777	
		2446,875	2,16737246513367	2446,875	0,0274822879582644					2446,875	0,0139421327039599			2446,875	3,91896438598633	2446,875	-0,388688772916794					2446,875	-0,469502717256546	
		2450	2,14128255844116	2450	0,0266954954713583					2450	0,0131264869123697			2450	3,93855595588684	2450	-0,387590229511261					2450	-0,468365490436554	
		2453,125	2,15236258506775	2453,125	0,02731111086905					2453,125	0,0131622245535254			2453,125	3,93541836738586	2453,125	-0,385643482208252					2453,125	-0,466449618339539	
		2456,25	2,16344237327576	2456,25	0,025624942034483					2456,25	0,0121622933074832			2456,25	3,92602324485779	2456,25	-0,383461356163025					2456,25	-0,465066641569138	
		2459,375	2,1420886516571	2459,375	0,0247771292924881					2459,375	0,0113649973645806			2459,375	3,92559695243835	2459,375	-0,382422894239426					2459,375	-0,464469015598297	
		2462,5	2,15970396995544	2462,5	0,0267950333654881					2462,5	0,0134738907217979			2462,5	3,93199968338013	2462,5	-0,378744930028915					2462,5	-0,461147606372833	
		2465,625	2,14598345756531	2465,625	0,0258707012981176					2465,625	0,0122335609048605			2465,625	3,92601013183594	2465,625	-0,377757996320724					2465,625	-0,459698617458344	
		2468,75	2,12242960929871	2468,75	0,0257624052464962					2468,75	0,0118460776284337			2468,75	3,8882462978363	2468,75	-0,377176851034164					2468,75	-0,459056109189987	
		2471,875	2,16310262680054	2471,875	0,0270859096199274					2471,875	0,0141034917905927			2471,875	3,95262813568115	2471,875	-0,373782843351364					2471,875	-0,456756174564362	
		2475	2,1346743106842	2475	0,0236368030309677					2475	0,0106558548286557			2475	3,92189311981201	2475	-0,37513467669487					2475	-0,458289533853531	
		2478,125	2,11972332000732	2478,125	0,0232464335858822					2478,125	0,00982078164815903			2478,125	3,94969272613525	2478,125	-0,370162308216095					2478,125	-0,453291863203049	
		2481,25	2,09908390045166	2481,25	0,0252143274992704					2481,25	0,0115814171731472			2481,25	3,90030360221863	2481,25	-0,370735466480255					2481,25	-0,45390510559082	
		2484,375	2,10218858718872	2484,375	0,0247796904295683					2484,375	0,0121145034208894			2484,375	3,9209520816803	2484,375	-0,367322415113449					2484,375	-0,450499683618546	
		2487,5	2,13025784492493	2487,5	0,0226518008857965					2487,5	0,00963803008198738			2487,5	3,99186563491821	2487,5	-0,362590581178665					2487,5	-0,446860104799271	
		2490,625	2,11264514923096	2490,625	0,0255820248275995					2490,625	0,0124421082437038			2490,625	3,9294753074646	2490,625	-0,362473458051682					2490,625	-0,446496725082397	
		2493,75	2,12608623504639	2493,75	0,0271409917622805					2493,75	0,0137072568759322			2493,75	3,90400767326355	2493,75	-0,360222995281219					2493,75	-0,444143772125244	
		2496,875	2,11272358894348	2496,875	0,0278582461178303					2496,875	0,0138032529503107			2496,875	3,9041006565094	2496,875	-0,35978427529335					2496,875	-0,444094926118851	
		2500	2,06798648834229	2500	0,0257533919066191					2500	0,0116940438747406			2500	3,91148829460144	2500	-0,357342183589935					2500	-0,44180816411972	
		2503,125	2,12758612632751	2503,125	0,0256415903568268					2503,125	0,0124404607340693			2503,125	3,94221138954163	2503,125	-0,353403031826019					2503,125	-0,437969475984573	
		2506,25	2,08438658714294	2506,25	0,022134942933917					2506,25	0,00859920401126146			2506,25	3,94493103027344	2506,25	-0,354211270809174					2506,25	-0,438923090696335	
		2509,375	2,09670925140381	2509,375	0,0235622804611921					2509,375	0,0101763727143407			2509,375	3,93301105499268	2509,375	-0,352243095636368					2509,375	-0,437662780284882	
		2512,5	2,09215903282166	2512,5	0,0249522160738707					2512,5	0,0114824660122395			2512,5	3,9164400100708	2512,5	-0,350476711988449					2512,5	-0,435861766338348	
		2515,625	2,11822867393494	2515,625	0,0265593994408846					2515,625	0,0135846808552742			2515,625	3,89564275741577	2515,625	-0,347659796476364					2515,625	-0,433443278074265	
		2518,75	2,11298060417175	2518,75	0,0249947290867567					2518,75	0,0121362265199423			2518,75	3,90472865104675	2518,75	-0,346528947353363					2518,75	-0,432811170816422	
		2521,875	2,08182954788208	2521,875	0,0254138242453337					2521,875	0,0128397112712264			2521,875	3,90937209129334	2521,875	-0,345992922782898					2521,875	-0,432297080755234	
		2525	2,10330510139465	2525	0,0243559814989567					2525	0,0116479676216841			2525	3,98320484161377	2525	-0,339992552995682					2525	-0,426298975944519	
		2528,125	2,10658836364746	2528,125	0,0270200129598379					2528,125	0,0134619027376175			2528,125	3,89590454101563	2528,125	-0,340681552886963					2528,125	-0,427583903074265	
		2531,25	2,10862565040588	2531,25	0,0274145696312189					2531,25	0,0145364180207253			2531,25	3,88875865936279	2531,25	-0,338929921388626					2531,25	-0,42594039440155	
		2534,375	2,06787347793579	2534,375	0,0270113293081522					2534,375	0,0138075202703476			2534,375	3,90066814422607	2534,375	-0,337979227304459					2534,375	-0,424864500761032	
		2537,5	2,12625980377197	2537,5	0,0255795121192932					2537,5	0,0124839283525944			2537,5	3,9249472618103	2537,5	-0,332999467849731					2537,5	-0,420637845993042	
		2540,625	2,11287879943848	2540,625	0,0281832702457905					2540,625	0,0150627242401242			2540,625	3,84683775901794	2540,625	-0,334529429674149					2540,625	-0,422413498163223	
		2543,75	2,14563679695129	2543,75	0,0288783591240644					2543,75	0,0156557355076075			2543,75	3,8727023601532	2543,75	-0,331251233816147					2543,75	-0,418898433446884	
		2546,875	2,08973288536072	2546,875	0,0252030901610851					2546,875	0,0118511589244008			2546,875	3,93209290504456	2546,875	-0,329440832138062					2546,875	-0,417481064796448	
		2550	2,07124328613281	2550	0,0242150612175465					2550	0,0109671168029308			2550	3,9209258556366	2550	-0,32838374376297					2550	-0,416915535926819	
		2553,125	2,10082292556763	2553,125	0,0245139971375465					2553,125	0,0107199000194669			2553,125	3,93291473388672	2553,125	-0,325413972139359					2553,125	-0,413959711790085	
		2556,25	2,09004640579224	2556,25	0,0240743178874254					2556,25	0,0105736078694463			2556,25	3,93377995491028	2556,25	-0,323987156152725					2556,25	-0,412700474262238	
		2559,375	2,09018182754517	2559,375	0,0244543980807066					2559,375	0,0111010419204831			2559,375	3,91969537734985	2559,375	-0,322535783052444					2559,375	-0,411579370498657	
		2562,5	2,10815167427063	2562,5	0,0258649364113808					2562,5	0,0124183036386967			2562,5	3,91584134101868	2562,5	-0,320016026496887					2562,5	-0,409340292215347	
		2565,625	2,10218262672424	2565,625	0,0258873570710421					2565,625	0,0125371301546693			2565,625	3,91206002235413	2565,625	-0,318983256816864					2565,625	-0,40859118103981	
		2568,75	2,09257340431213	2568,75	0,0248315799981356					2568,75	0,0112819308415055			2568,75	3,91780734062195	2568,75	-0,317547500133514					2568,75	-0,407426327466965	
		2571,875	2,07577276229858	2571,875	0,0234854444861412					2571,875	0,0100391115993261			2571,875	3,94089293479919	2571,875	-0,315519958734512					2571,875	-0,405234336853027	
		2575	2,09005522727966	2575	0,02478520385921					2575	0,0116514042019844			2575	3,93977284431458	2575	-0,313964515924454					2575	-0,40367117524147	
		2578,125	2,1601710319519	2578,125	0,0290447287261486					2578,125	0,0157278813421726			2578,125	3,88987112045288	2578,125	-0,309677332639694					2578,125	-0,399862021207809	
		2581,25	2,11236906051636	2581,25	0,0251346696168184					2581,25	0,0119626168161631			2581,25	3,92143821716309	2581,25	-0,310081750154495					2581,25	-0,400568515062332	
		2584,375	2,17664527893066	2584,375	0,0258630607277155					2584,375	0,0125617031008005			2584,375	3,90074300765991	2584,375	-0,307650029659271					2584,375	-0,398274481296539	
		2587,5	2,18474984169006	2587,5	0,0255130548030138					2587,5	0,0120127461850643			2587,5	3,90632629394531	2587,5	-0,305924743413925					2587,5	-0,3968306183815	
		2590,625	2,19483399391174	2590,625	0,0265334844589233					2590,625	0,0131775438785553			2590,625	3,88443851470947	2590,625	-0,304588109254837					2590,625	-0,395801365375519	
		2593,75	2,19765067100525	2593,75	0,0267154257744551					2593,75	0,0132877742871642			2593,75	3,87616729736328	2593,75	-0,302242636680603					2593,75	-0,393611460924149	
		2596,875	2,16874766349792	2596,875	0,0246786661446095					2596,875	0,0110710235312581			2596,875	3,8848557472229	2596,875	-0,301524251699448					2596,875	-0,393027752637863	
		2600	2,17612338066101	2600	0,0256916657090187					2600	0,0123366732150316			2600	3,83926391601563	2600	-0,299402445554733					2600	-0,391047179698944	
		2603,125	2,18840742111206	2603,125	0,0256584379822016					2603,125	0,0123069230467081			2603,125	3,82681918144226	2603,125	-0,296547591686249					2603,125	-0,388502389192581	
		2606,25	2,16589617729187	2606,25	0,0268121547996998					2606,25	0,0132962446659803			2606,25	3,79050207138062	2606,25	-0,29615131020546					2606,25	-0,388359129428864	
		2609,375	2,14227676391602	2609,375	0,0247351974248886					2609,375	0,0112812742590904			2609,375	3,81345987319946	2609,375	-0,29368868470192					2609,375	-0,386182844638824	
		2612,5	2,16012644767761	2612,5	0,0251982863992453					2612,5	0,0118079110980034			2612,5	3,8135769367218	2612,5	-0,292351871728897					2612,5	-0,385087430477142	
		2615,625	2,17400002479553	2615,625	0,0264149475842714					2615,625	0,0129466680809855			2615,625	3,81764364242554	2615,625	-0,289456427097321					2615,625	-0,382027387619019	
		2618,75	2,13905620574951	2618,75	0,0247702747583389					2618,75	0,0112332589924335			2618,75	3,84109687805176	2618,75	-0,288905560970306					2618,75	-0,381695985794067	
		2621,875	2,16670227050781	2621,875	0,0259657874703407					2621,875	0,0125999776646495			2621,875	3,80716872215271	2621,875	-0,286746442317963					2621,875	-0,379786312580109	
		2625	2,13662052154541	2625	0,0277526546269655					2625	0,0143798943608999			2625	3,76248121261597	2625	-0,285767048597336					2625	-0,379038691520691	
		2628,125	2,12877321243286	2628,125	0,026425376534462					2628,125	0,0130026545375586			2628,125	3,77753496170044	2628,125	-0,283174782991409					2628,125	-0,376839876174927	
		2631,25	2,16232967376709	2631,25	0,0264179725199938					2631,25	0,0131513783708215			2631,25	3,76949334144592	2631,25	-0,280615597963333					2631,25	-0,374366044998169	
		2634,375	2,14465618133545	2634,375	0,0282016340643168					2634,375	0,0149075798690319			2634,375	3,73064804077148	2634,375	-0,280495405197144					2634,375	-0,374410808086395	
		2637,5	2,15973591804504	2637,5	0,0288498401641846					2637,5	0,0153164612129331			2637,5	3,76707363128662	2637,5	-0,276780098676682					2637,5	-0,370884150266647	
		2640,625	2,15209937095642	2640,625	0,0272185113281012					2640,625	0,013657471165061			2640,625	3,77014183998108	2640,625	-0,276111453771591					2640,625	-0,370438665151596	
		2643,75	2,13358736038208	2643,75	0,0259139034897089					2643,75	0,012473002076149			2643,75	3,80732083320618	2643,75	-0,274488151073456					2643,75	-0,369034260511398	
		2646,875	2,09258532524109	2646,875	0,0253121573477983					2646,875	0,0118759162724018			2646,875	3,80120587348938	2646,875	-0,275806695222855					2646,875	-0,370438784360886	
		2650	2,18218755722046	2650	0,024924723431468					2650	0,0115018589422107			2650	3,82961392402649	2650	-0,26754891872406					2650	-0,362551599740982	
		2653,125	2,14141893386841	2653,125	0,0258707981556654					2653,125	0,0125684607774019			2653,125	3,78418326377869	2653,125	-0,268880009651184					2653,125	-0,364270389080048	
		2656,25	2,1279776096344	2656,25	0,0244017168879509					2656,25	0,0108955902978778			2656,25	3,82606935501099	2656,25	-0,267363518476486					2656,25	-0,362679302692413	
		2659,375	2,14697742462158	2659,375	0,0259041469544172					2659,375	0,0123626431450248			2659,375	3,82205128669739	2659,375	-0,265054494142532					2659,375	-0,360439568758011	
		2662,5	2,14209198951721	2662,5	0,0264231469482183					2662,5	0,0131040653213859			2662,5	3,78160977363586	2662,5	-0,264947414398193					2662,5	-0,36076620221138	
		2665,625	2,15712976455688	2665,625	0,0260011106729507					2665,625	0,0125612774863839			2665,625	3,77250576019287	2665,625	-0,261874407529831					2665,625	-0,358021348714828	
		2668,75	2,16989517211914	2668,75	0,0294890124350786					2668,75	0,0158776938915253			2668,75	3,7261688709259	2668,75	-0,260109215974808					2668,75	-0,356344193220139	
		2671,875	2,15078949928284	2671,875	0,0269006192684174					2671,875	0,013413492590189			2671,875	3,75558304786682	2671,875	-0,259227007627487					2671,875	-0,355357825756073	
		2675	2,13844442367554	2675	0,0253577623516321					2675	0,0119410902261734			2675	3,75031447410584	2675	-0,2580806016922					2675	-0,354435175657272	
		2678,125	2,12652373313904	2678,125	0,0251402202993631					2678,125	0,0116675598546863			2678,125	3,72584939002991	2678,125	-0,256478667259216					2678,125	-0,353269696235657	
		2681,25	2,12545228004456	2681,25	0,0250468961894512					2681,25	0,0109412325546145			2681,25	3,74336552619934	2681,25	-0,254180073738098					2681,25	-0,351014643907547	
		2684,375	2,14174485206604	2684,375	0,0244709216058254					2684,375	0,010710246860981			2684,375	3,76435422897339	2684,375	-0,250930696725845					2684,375	-0,347638040781021	
		2687,5	2,11692070960999	2687,5	0,0247307401150465					2687,5	0,0113384835422039			2687,5	3,72531151771545	2687,5	-0,252051115036011					2687,5	-0,349105477333069	
		2690,625	2,15228676795959	2690,625	0,0251110158860683					2690,625	0,0116018019616604			2690,625	3,73375415802002	2690,625	-0,246934026479721					2690,625	-0,34443473815918	
		2693,75	2,10852599143982	2693,75	0,0244163610041142					2693,75	0,0107614742591977			2693,75	3,71954154968262	2693,75	-0,247380629181862					2693,75	-0,345106035470963	
		2696,875	2,11577010154724	2696,875	0,0263817496597767					2696,875	0,0123887239024043			2696,875	3,70258951187134	2696,875	-0,243958309292793					2696,875	-0,341697335243225	
		2700	2,11266446113586	2700	0,0261940583586693					2700	0,012525693513453			2700	3,69449710845947	2700	-0,24394990503788					2700	-0,341702699661255	
		2703,125	2,12502121925354	2703,125	0,0261479802429676					2703,125	0,0123592857271433			2703,125	3,70048666000366	2703,125	-0,241007193922997					2703,125	-0,339010119438171	
		2706,25	2,12937712669373	2706,25	0,0277718883007765					2706,25	0,0140709485858679			2706,25	3,67816853523254	2706,25	-0,239672869443893					2706,25	-0,337858378887177	
		2709,375	2,11715841293335	2709,375	0,0269108340144157					2709,375	0,013249235227704			2709,375	3,691486120224	2709,375	-0,237989768385887					2709,375	-0,336728721857071	
		2712,5	2,08787417411804	2712,5	0,0249384082853794					2712,5	0,0111650135368109			2712,5	3,69959425926209	2712,5	-0,237656086683273					2712,5	-0,33666867017746	
		2715,625	2,11722421646118	2715,625	0,0248719099909067					2715,625	0,0114446226507425			2715,625	3,69767260551453	2715,625	-0,235102772712708					2715,625	-0,334087729454041	
		2718,75	2,1323664188385	2718,75	0,0268534012138844					2718,75	0,0130425253883004			2718,75	3,67924451828003	2718,75	-0,233313620090485					2718,75	-0,332472234964371	
		2721,875	2,12652683258057	2721,875	0,0278185233473778					2721,875	0,014029729180038			2721,875	3,66129279136658	2721,875	-0,231380343437195					2721,875	-0,330987393856049	
		2725	2,10946249961853	2725	0,0249979980289936					2725	0,01189024746418			2725	3,68149971961975	2725	-0,229609727859497					2725	-0,329165518283844	
		2728,125	2,10089087486267	2728,125	0,0243313014507294					2728,125	0,0107328649610281			2728,125	3,70829248428345	2728,125	-0,22556109726429					2728,125	-0,325235486030579	
		2731,25	2,10377430915833	2731,25	0,0258031003177166					2731,25	0,0119668692350388			2731,25	3,69173192977905	2731,25	-0,226028919219971					2731,25	-0,325848251581192	
		2734,375	2,11327171325684	2734,375	0,0270422007888556					2734,375	0,0135256135836244			2734,375	3,65480446815491	2734,375	-0,224869847297668					2734,375	-0,325093954801559	
		2737,5	2,11697268486023	2737,5	0,0281094424426556					2737,5	0,0142905414104462			2737,5	3,66080069541931	2737,5	-0,2225491553545					2737,5	-0,322708427906036	
		2740,625	2,08641386032104	2740,625	0,0275876484811306					2740,625	0,0136064710095525			2740,625	3,66486167907715	2740,625	-0,222228288650513					2740,625	-0,322729766368866	
		2743,75	2,07567739486694	2743,75	0,0241847764700651					2743,75	0,0104967942461371			2743,75	3,69352841377258	2743,75	-0,220974683761597					2743,75	-0,321587592363358	
		2746,875	2,08536672592163	2746,875	0,0256995633244514					2746,875	0,0115628289058805			2746,875	3,66143012046814	2746,875	-0,218214720487595					2746,875	-0,319098234176636	
		2750	2,10003185272217	2750	0,0296513140201569					2750	0,0153239639475942			2750	3,63505482673645	2750	-0,215478137135506					2750	-0,316183000802994	
		2753,125	2,07803511619568	2753,125	0,0281332843005657					2753,125	0,0139057915657759			2753,125	3,65881729125977	2753,125	-0,215646296739578					2753,125	-0,317041516304016	
		2756,25	2,11203598976135	2756,25	0,0261763911694288					2756,25	0,012183285318315			2756,25	3,66765642166138	2756,25	-0,209847912192345					2756,25	-0,311850905418396	
		2759,375	2,08676218986511	2759,375	0,0263293068856001					2759,375	0,0122833894565701			2759,375	3,65207815170288	2759,375	-0,210293769836426					2759,375	-0,312264055013657	
		2762,5	2,09944629669189	2762,5	0,0286412034183741					2762,5	0,0147331152111292			2762,5	3,64175319671631	2762,5	-0,208762511610985					2762,5	-0,310769379138947	
		2765,625	2,07654452323914	2765,625	0,0279991943389177					2765,625	0,0143385231494904			2765,625	3,63921046257019	2765,625	-0,209138467907906					2765,625	-0,310829311609268	
		2768,75	2,07043600082397	2768,75	0,0243633911013603					2768,75	0,0107124652713537			2768,75	3,67236661911011	2768,75	-0,206437334418297					2768,75	-0,308511555194855	
		2771,875	2,0973424911499	2771,875	0,0266144741326571					2771,875	0,0126975001767278			2771,875	3,6434018611908	2771,875	-0,202286317944527					2771,875	-0,305187851190567	
		2775	2,09522557258606	2775	0,0283282548189163					2775	0,0149417538195848			2775	3,64847922325134	2775	-0,20112931728363					2775	-0,303544610738754	
		2778,125	2,09564018249512	2778,125	0,0290046650916338					2778,125	0,0154979564249516			2778,125	3,63048267364502	2778,125	-0,200487613677979					2778,125	-0,303253918886185	
		2781,25	2,09165000915527	2781,25	0,0282948650419712					2781,25	0,0142859425395727			2781,25	3,64003300666809	2781,25	-0,19723653793335					2781,25	-0,30021396279335	
		2784,375	2,08374285697937	2784,375	0,0300927516072989					2784,375	0,0158187784254551			2784,375	3,61622047424316	2784,375	-0,196890592575073					2784,375	-0,299898684024811	
		2787,5	2,09807515144348	2787,5	0,0318730212748051					2787,5	0,0177805498242378			2787,5	3,59236788749695	2787,5	-0,194819331169128					2787,5	-0,298252493143082	
		2790,625	2,10505390167236	2790,625	0,0299429669976234					2790,625	0,0160116143524647			2790,625	3,61939716339111	2790,625	-0,192482724785805					2790,625	-0,295841246843338	
		2793,75	2,08880925178528	2793,75	0,0298250317573547					2793,75	0,0158461406826973			2793,75	3,61531972885132	2793,75	-0,191965147852898					2793,75	-0,295509696006775	
		2796,875	2,07815527915955	2796,875	0,0292264111340046					2796,875	0,0151588842272758			2796,875	3,61492443084717	2796,875	-0,190562725067139					2796,875	-0,294554024934769	
		2800	2,07850885391235	2800	0,0275088623166084					2800	0,0135054299607873			2800	3,62089133262634	2800	-0,18951541185379					2800	-0,294422835111618	
		2803,125	2,05339360237122	2803,125	0,0244921278208494					2803,125	0,0104705458506942			2803,125	3,63906931877136	2803,125	-0,188466727733612					2803,125	-0,29352480173111	
		2806,25	2,09260773658752	2806,25	0,0304062888026237					2806,25	0,0164541509002447			2806,25	3,61574697494507	2806,25	-0,186058282852173					2806,25	-0,290901750326157	
		2809,375	2,07277989387512	2809,375	0,0278303399682045					2809,375	0,0137075809761882			2809,375	3,60883617401123	2809,375	-0,186537444591522					2809,375	-0,291659623384476	
		2812,5	2,08068346977234	2812,5	0,0264694020152092					2812,5	0,0118423346430063			2812,5	3,62323331832886	2812,5	-0,181023880839348					2812,5	-0,286275148391724	
		2815,625	2,08403944969177	2815,625	0,0289005544036627					2815,625	0,0143188545480371			2815,625	3,60894441604614	2815,625	-0,177694350481033					2815,625	-0,283208638429642	
		2818,75	2,08485150337219	2818,75	0,0314568355679512					2818,75	0,0170910432934761			2818,75	3,59065079689026	2818,75	-0,177598565816879					2818,75	-0,283012300729752	
		2821,875	2,09021997451782	2821,875	0,0316877812147141					2821,875	0,0170595105737448			2821,875	3,59687185287476	2821,875	-0,17631359398365					2821,875	-0,281643331050873	
		2825	2,08586573600769	2825	0,0332727059721947					2825	0,0194407664239407			2825	3,56965804100037	2825	-0,177892848849297					2825	-0,283149391412735	
		2828,125	2,07483911514282	2828,125	0,0327624008059502					2828,125	0,0184215754270554			2828,125	3,57002520561218	2828,125	-0,175901979207993					2828,125	-0,281196355819702	
		2831,25	2,09664130210876	2831,25	0,033581055700779					2831,25	0,0183771159499884			2831,25	3,59885954856873	2831,25	-0,168949767947197					2831,25	-0,274425625801086	
		2834,375	2,09714078903198	2834,375	0,0344279333949089					2834,375	0,0196259059011936			2834,375	3,56609153747559	2834,375	-0,169709056615829					2834,375	-0,275693714618683	
		2837,5	2,08283805847168	2837,5	0,030915355309844					2837,5	0,0159923862665892			2837,5	3,60125923156738	2837,5	-0,168187037110329					2837,5	-0,274047404527664	
		2840,625	2,08229541778564	2840,625	0,0306920316070318					2840,625	0,0159876756370068			2840,625	3,58944988250732	2840,625	-0,167788296937943					2840,625	-0,273826628923416	
		2843,75	2,08559989929199	2843,75	0,034702479839325					2843,75	0,0199156850576401			2843,75	3,54521131515503	2843,75	-0,167224213480949					2843,75	-0,273172825574875	
		2846,875	2,10390853881836	2846,875	0,0357929654419422					2846,875	0,0208871383219957			2846,875	3,57027721405029	2846,875	-0,16231133043766					2846,875	-0,268284887075424	
		2850	2,09707760810852	2850	0,0354755073785782					2850	0,020552683621645			2850	3,54414677619934	2850	-0,163328260183334					2850	-0,269745528697968	
		2853,125	2,10207796096802	2853,125	0,0358924567699432					2853,125	0,0212330110371113			2853,125	3,52016425132751	2853,125	-0,162198394536972					2853,125	-0,268795490264893	
		2856,25	2,088707447052	2856,25	0,0345111861824989					2856,25	0,0194329656660557			2856,25	3,53256225585938	2856,25	-0,161329969763756					2856,25	-0,267702996730804	
		2859,375	2,09834504127502	2859,375	0,0380204431712627					2859,375	0,0225017089396715			2859,375	3,51703763008118	2859,375	-0,159253627061844					2859,375	-0,26584604382515	
		2862,5	2,10052633285522	2862,5	0,0363671816885471					2862,5	0,0213712397962809			2862,5	3,52467203140259	2862,5	-0,157953202724457					2862,5	-0,264944225549698	
		2865,625	2,1258533000946	2865,625	0,0369505695998669					2865,625	0,0222345050424337			2865,625	3,51648497581482	2865,625	-0,155665144324303					2865,625	-0,262658685445786	
		2868,75	2,10826420783997	2868,75	0,0357036255300045					2868,75	0,0211376063525677			2868,75	3,509596824646	2868,75	-0,156403794884682					2868,75	-0,263371527194977	
		2871,875	2,08671641349792	2871,875	0,0331793390214443					2871,875	0,0185101479291916			2871,875	3,51568746566772	2871,875	-0,154814824461937					2871,875	-0,261931866407394	
		2875	2,10181975364685	2875	0,0358973667025566					2875	0,0207780189812183			2875	3,49802350997925	2875	-0,152113497257233					2875	-0,259142160415649	
		2878,125	2,09784770011902	2878,125	0,0360893197357655					2878,125	0,0213191919028759			2878,125	3,48870849609375	2878,125	-0,151061207056046					2878,125	-0,258415669202805	
		2881,25	2,10172414779663	2881,25	0,0354925058782101					2881,25	0,0209889002144337			2881,25	3,49169373512268	2881,25	-0,150088742375374					2881,25	-0,257274955511093	
		2884,375	2,10403895378113	2884,375	0,0360672064125538					2884,375	0,0217420812696218			2884,375	3,4801037311554	2884,375	-0,148738235235214					2884,375	-0,255992859601974	
		2887,5	2,08890986442566	2887,5	0,0348803251981735					2887,5	0,0207704361528158			2887,5	3,47865962982178	2887,5	-0,147719755768776					2887,5	-0,255132406949997	
		2890,625	2,09536170959473	2890,625	0,0335697494447231					2890,625	0,0192033536732197			2890,625	3,49545550346375	2890,625	-0,144449472427368					2890,625	-0,25187087059021	
		2893,75	2,09190940856934	2893,75	0,0337833650410175					2893,75	0,0193852055817842			2893,75	3,47751903533936	2893,75	-0,144159436225891					2893,75	-0,251459807157516	
		2896,875	2,09810566902161	2896,875	0,0350543819367886					2896,875	0,0208711996674538			2896,875	3,45550918579102	2896,875	-0,143615856766701					2896,875	-0,251257479190826	
		2900	2,09133815765381	2900	0,0346969775855541					2900	0,0200873892754316			2900	3,44699716567993	2900	-0,142493173480034					2900	-0,250628441572189	
		2903,125	2,0867714881897	2903,125	0,0344838052988052					2903,125	0,019899521023035			2903,125	3,42776107788086	2903,125	-0,139971673488617					2903,125	-0,248482584953308	
