Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_HF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_HF Sound Absorption Coefficient 1/3-octave	
		1750	0,39517939045748	1750	0,0779881703004295					1750	0,0490410108236992													
		1753,125	0,396947099447439	1753,125	0,0758676760373259					1753,125	0,0467524973763218													
		1756,25	0,398895081252488	1756,25	0,0754438675720379					1756,25	0,0460754925896165													
		1759,375	0,393931146211825	1759,375	0,0733228851006883					1759,375	0,0438055559681617													
		1762,5	0,39589508028648	1762,5	0,073698476995089					1762,5	0,0435870929953437													
		1765,625	0,394497737790192	1765,625	0,0774361206254035					1765,625	0,0475922161135054													
		1768,75	0,396175576914647	1768,75	0,0817455765897867					1768,75	0,0515853467189006													
		1771,875	0,395830732580425	1771,875	0,0771077635528059					1771,875	0,0471253655487172													
		1775	0,395614606276917	1775	0,0773218277198803					1775	0,0473246100210286													
		1778,125	0,394254057473756	1778,125	0,0751008192664518					1778,125	0,0449393128152517													
		1781,25	0,397480912713123	1781,25	0,0790985906441655					1781,25	0,0494809243024769													
		1784,375	0,398889426077191	1784,375	0,0751877724120221					1784,375	0,0453788628196364													
		1787,5	0,394296306857645	1787,5	0,0673011200543761					1787,5	0,0373660603605693													
		1790,625	0,402776972542965	1790,625	0,0775722978812901					1790,625	0,0477337467310662													
		1793,75	0,396081535985718	1793,75	0,0688834085634285					1793,75	0,0388954547308148													
		1796,875	0,3964046578716	1796,875	0,0701382524666412					1796,875	0,0401177917681937													
		1800	0,401448391909091	1800	0,0767682591153137					1800	0,0459558328754536													
		1803,125	0,401952319111695	1803,125	0,0758579901346658					1803,125	0,0448150093248066													
		1806,25	0,403196994763193	1806,25	0,0798696252428781					1806,25	0,0495859069432906													
		1809,375	0,404327811958567	1809,375	0,0836452511337401					1809,375	0,0547820556017492													
		1812,5	0,403615879458497	1812,5	0,0820072097513159					1812,5	0,0574323428548796													
		1815,625	0,404587784583856	1815,625	0,072862638914749					1815,625	0,0436956214495532													
		1818,75	0,408118841057672	1818,75	0,0836948140102878					1818,75	0,0537713445315012													
		1821,875	0,406530699357362	1821,875	0,0775504785372964					1821,875	0,0471127487075752													
		1825	0,40377969115501	1825	0,0756033079045365					1825	0,044851125111671													
		1828,125	0,403497353672523	1828,125	0,0742391354550916					1828,125	0,0432827063755252													
		1831,25	0,405797725854201	1831,25	0,0806157936553957					1831,25	0,0499168131756416													
		1834,375	0,408608182306039	1834,375	0,0790741876194093					1834,375	0,0483391365214664													
		1837,5	0,407694086666741	1837,5	0,0767234858256207					1837,5	0,0459657338569687													
		1840,625	0,401990626775508	1840,625	0,0661698479749804					1840,625	0,0351996873014925													
		1843,75	0,406314365213332	1843,75	0,0727773791394839					1843,75	0,0417703229258922													
		1846,875	0,404718653342351	1846,875	0,0678479436385221					1846,875	0,0367229848467165													
		1850	0,403102060880216	1850	0,0704615915869663					1850	0,0391285475292396													
		1853,125	0,40212903483963	1853,125	0,0680410047523927					1853,125	0,0369683484538237													
		1856,25	0,404977077780762	1856,25	0,0785589430055357					1856,25	0,0471364886833869													
		1859,375	0,402048685849179	1859,375	0,0739076876737471					1859,375	0,0415391975538926													
		1862,5	0,403040754613193	1862,5	0,0748268057499731					1862,5	0,0428537955918894													
		1865,625	0,401111790507525	1865,625	0,0736631034062998					1865,625	0,0420646725127544													
		1868,75	0,401641787114587	1868,75	0,0776359864021707					1868,75	0,0462214230052492													
		1871,875	0,399669227162026	1871,875	0,0757378024874771					1871,875	0,0435064749523381													
		1875	0,396274724744323	1875	0,0702233645502758					1875	0,0374921828549064													
		1878,125	0,398875603658519	1878,125	0,0784001784815171					1878,125	0,0468473092441893													
		1881,25	0,397046239783223	1881,25	0,0734110317855191					1881,25	0,0419549839018677													
		1884,375	0,395565308727479	1884,375	0,0659814868377391					1884,375	0,0337907279059101													
		1887,5	0,393407778816234	1887,5	0,066317430274948					1887,5	0,0338977438006556													
		1890,625	0,396012335819403	1890,625	0,0777622054156062					1890,625	0,045422952872855													
		1893,75	0,39459024126479	1893,75	0,0798635726323995					1893,75	0,0474751660880189													
		1896,875	0,394180052944819	1896,875	0,0858147065450405					1896,875	0,0531232777598643													
		1900	0,392265294270343	1900	0,0791747189520541					1900	0,0465682124353379													
		1903,125	0,394969521358591	1903,125	0,0808073265688936					1903,125	0,0483811607209003													
		1906,25	0,393641548801214	1906,25	0,0799056799239981					1906,25	0,0474616785438325													
		1909,375	0,389402576624124	1909,375	0,0800323478601568					1909,375	0,0464447590414975													
		1912,5	0,386523291831438	1912,5	0,0796183296483688					1912,5	0,0460768496391364													
		1915,625	0,387862693907861	1915,625	0,0789696310823108					1915,625	0,0457844018452994													
		1918,75	0,387393603168879	1918,75	0,0813681805153288					1918,75	0,0473674165399346													
		1921,875	0,38278754088913	1921,875	0,07458947005452					1921,875	0,0405691868818889													
		1925	0,3795696814894	1925	0,0666444936213306					1925	0,0334986173743556													
		1928,125	0,383417067614047	1928,125	0,0777963463980602					1928,125	0,0442292046183744													
		1931,25	0,381925984563893	1931,25	0,0795530607644822					1931,25	0,0459938175812715													
		1934,375	0,379427978697774	1934,375	0,074997025824587					1934,375	0,0424499374820433													
		1937,5	0,378141476083005	1937,5	0,074572406990781					1937,5	0,0412445092776221													
		1940,625	0,378130096428899	1940,625	0,0755520290257471					1940,625	0,0424357144239109													
		1943,75	0,376397749293945	1943,75	0,0735523839943506					1943,75	0,0400483410661252													
		1946,875	0,377291742065639	1946,875	0,0786646386692484					1946,875	0,0451604201457571													
		1950	0,374843407487782	1950	0,0753561034384033					1950	0,041877804528457													
		1953,125	0,371482242183748	1953,125	0,0656637889798444					1953,125	0,0302814895181496													
		1956,25	0,370745508861327	1956,25	0,0704575076305046					1956,25	0,0343036068619782													
		1959,375	0,368196207214938	1959,375	0,0714261927165109					1959,375	0,0361408459158998													
		1962,5	0,363259061989507	1962,5	0,0606178711284104					1962,5	0,0265561044340514													
		1965,625	0,366292279130561	1965,625	0,0733868698332917					1965,625	0,0407618418831026													
		1968,75	0,365016480582842	1968,75	0,0780240022209949					1968,75	0,0438116856993482													
		1971,875	0,366264353618703	1971,875	0,0827002818941253					1971,875	0,0480015306578766													
		1975	0,369881190269229	1975	0,0754996272760884					1975	0,041905838628877													
		1978,125	0,36300062497877	1978,125	0,0616464295346086					1978,125	0,0297294885514581													
		1981,25	0,363632118990097	1981,25	0,0784193704365045					1981,25	0,0451012175013332													
		1984,375	0,362248741979565	1984,375	0,086991739956721					1984,375	0,0522819620091151													
		1987,5	0,360512904172042	1987,5	0,0804787838341225					1987,5	0,0470478917866132													
		1990,625	0,357748893086793	1990,625	0,0603537929256742					1990,625	0,0280399543802647													
		1993,75	0,36006606398103	1993,75	0,0752055187531403					1993,75	0,0376798985601952													
		1996,875	0,356036030685426	1996,875	0,0712689901086513					1996,875	0,0353233237860213													
		2000	0,353195708721779	2000	0,0572605284679967					2000	0,0224780270939471													
		2003,125	0,35344926050289	2003,125	0,0481896589299134					2003,125	0,01236359821634													
		2006,25	0,352651244086863	2006,25	0,0451850530489957					2006,25	0,0106400845436229													
		2009,375	0,354249337614122	2009,375	0,070611753851663					2009,375	0,0338486807489379													
		2012,5	0,355208499035425	2012,5	0,078973017749341					2012,5	0,044369993874217													
		2015,625	0,35188352478225	2015,625	0,0685805769772349					2015,625	0,0349390108815034													
		2018,75	0,354306727816293	2018,75	0,0801812170825037					2018,75	0,0441900394997381													
		2021,875	0,348429195654991	2021,875	0,0660365864546297					2021,875	0,0307538393242808													
		2025	0,347668188791709	2025	0,064057415391875					2025	0,0263369264696764													
		2028,125	0,350524430258709	2028,125	0,0700808803062025					2028,125	0,0322270213972258													
		2031,25	0,355471145405116	2031,25	0,0910044139088405					2031,25	0,0544300042560163													
		2034,375	0,348592870427395	2034,375	0,0686511330858224					2034,375	0,0328823702924665													
		2037,5	0,349281380548179	2037,5	0,0625528676458207					2037,5	0,0265193849678981													
		2040,625	0,360222199839009	2040,625	0,0817538649467753					2040,625	0,0471239971162061													
		2043,75	0,353204495456701	2043,75	0,086318465318151					2043,75	0,0507949292314723													
		2046,875	0,349703065675529	2046,875	0,081502326139323					2046,875	0,0431234578794784													
		2050	0,350501161801288	2050	0,0764069554018061					2050	0,0391338902516556													
		2053,125	0,34722391478947	2053,125	0,0641306972705835					2053,125	0,026446866643496													
		2056,25	0,347800285614571	2056,25	0,0737829414287439					2056,25	0,0363753840986102													
		2059,375	0,349287049820402	2059,375	0,0756679986645818					2059,375	0,0378804852471711													
		2062,5	0,350225361533013	2062,5	0,0782049114568084					2062,5	0,0409261170089655													
		2065,625	0,348035519390786	2065,625	0,0739310980607327					2065,625	0,0372942895298815													
		2068,75	0,344416877167439	2068,75	0,0691828953740645					2068,75	0,032817684373727													
		2071,875	0,342774702725893	2071,875	0,0648160792744795					2071,875	0,027799816318643													
		2075	0,344649119179688	2075	0,0688702455622205					2075	0,0313107095630975													
		2078,125	0,346155372272711	2078,125	0,0781765379725692					2078,125	0,041091347475765													
		2081,25	0,348312116956869	2081,25	0,0857632705498044					2081,25	0,0483845998990605													
		2084,375	0,344547010750825	2084,375	0,0785283618869842					2084,375	0,0411157715335211													
		2087,5	0,344318294156183	2087,5	0,0732380087005443					2087,5	0,0375544318994131													
		2090,625	0,343030153812705	2090,625	0,0716917657938383					2090,625	0,0361697739635852													
		2093,75	0,347276121343454	2093,75	0,0697322624638137					2093,75	0,0329455024970524													
		2096,875	0,347484478407573	2096,875	0,0731469912505773					2096,875	0,034892943519515													
		2100	0,345210725576047	2100	0,0780399483803906					2100	0,0400408436124436													
		2103,125	0,346534727369143	2103,125	0,0835875162996376					2103,125	0,0463320911643993													
		2106,25	0,347941467898912	2106,25	0,0807080273193876					2106,25	0,0420294813283318													
		2109,375	0,345530171243062	2109,375	0,0762711909151877					2109,375	0,0371040990760227													
		2112,5	0,341094098613802	2112,5	0,0745750434763317					2112,5	0,0357349671434206													
		2115,625	0,343168436039006	2115,625	0,0796276899536251					2115,625	0,0405851415570597													
		2118,75	0,343376749878003	2118,75	0,0749229972535084					2118,75	0,0362354567982508													
		2121,875	0,347176506065703	2121,875	0,0819531201665799					2121,875	0,0445248391096897													
		2125	0,349190289359616	2125	0,0810636096969618					2125	0,0438110635908608													
		2128,125	0,341729337088053	2128,125	0,0769231864821835					2128,125	0,0381099884981491													
		2131,25	0,342013232597937	2131,25	0,0783298809811054					2131,25	0,0395763751923057													
		2134,375	0,34346214311033	2134,375	0,0788168613237239					2134,375	0,0399000325140122													
		2137,5	0,339321765161915	2137,5	0,0780687812001003					2137,5	0,0389923063688924													
		2140,625	0,343285959680249	2140,625	0,0844690573024072					2140,625	0,046138540488105													
		2143,75	0,344435803297114	2143,75	0,0842507223159856					2143,75	0,0465236284866176													
		2146,875	0,338932076560902	2146,875	0,0750432446328523					2146,875	0,0363515741825922													
		2150	0,3375237420848	2150	0,0740483001772759					2150	0,0349126312373997													
		2153,125	0,340747013119934	2153,125	0,0783756720316395					2153,125	0,0390877636467213													
		2156,25	0,336880166802927	2156,25	0,0730511328844484					2156,25	0,0331428265135971													
		2159,375	0,343101293032801	2159,375	0,0765411052816358					2159,375	0,0369465419720469													
		2162,5	0,344586717549015	2162,5	0,0796853655767071					2162,5	0,0407180379921188													
		2165,625	0,342600605609328	2165,625	0,0804321429032588					2165,625	0,0411478970905917													
		2168,75	0,336918434532059	2168,75	0,0789252351316624					2168,75	0,039259980470401													
		2171,875	0,336324211388323	2171,875	0,0782259119669828					2171,875	0,0390409335021132													
		2175	0,330912165102371	2175	0,0709530949208895					2175	0,0317563801901424													
		2178,125	0,335328848323044	2178,125	0,0765452185142221					2178,125	0,0373061037396263													
		2181,25	0,336590914441568	2181,25	0,0803108043157709					2181,25	0,0412300940757232													
		2184,375	0,3383712835948	2184,375	0,084360621650865					2184,375	0,0442948152120486													
		2187,5	0,335615404109268	2187,5	0,0845580797007666					2187,5	0,0443577508168749													
		2190,625	0,332587288763949	2190,625	0,0817212965621867					2190,625	0,0417956628553522													
		2193,75	0,328705040743497	2193,75	0,0741396758225358					2193,75	0,0349139953067801													
		2196,875	0,329566697163446	2196,875	0,0759392938028501					2196,875	0,0367506613103287													
		2200	0,332296040719613	2200	0,0816340361466669					2200	0,0421438455586034													
		2203,125	0,331489250077414	2203,125	0,0803952557918173					2203,125	0,0407956501665151													
		2206,25	0,329673838541178	2206,25	0,0833264969811762					2206,25	0,0436207787249542													
		2209,375	0,332506826311227	2209,375	0,084527968029938					2209,375	0,044283755878019													
		2212,5	0,324065898992186	2212,5	0,072251081456981					2212,5	0,0318247645740291													
		2215,625	0,319588894804127	2215,625	0,068123787021909					2215,625	0,0278268970522064													
		2218,75	0,322339287177688	2218,75	0,0735252012363226					2218,75	0,0333093754389555													
		2221,875	0,324659713989745	2221,875	0,0800306484630844					2221,875	0,0396860591730144													
		2225	0,325391937291732	2225	0,0772995368100784					2225	0,0370703288228509													
		2228,125	0,323537410262882	2228,125	0,0741248986724395					2228,125	0,033657291823635													
		2231,25	0,326831396082923	2231,25	0,0803692235281985					2231,25	0,0398157977135107													
		2234,375	0,329004423581854	2234,375	0,0801843682417709					2234,375	0,0396095164181378													
		2237,5	0,323948990188355	2237,5	0,0751073088561818					2237,5	0,0344448004952453													
		2240,625	0,314604502262421	2240,625	0,0703569118780198					2240,625	0,0294565460524463													
		2243,75	0,316230964190577	2243,75	0,0697672699841887					2243,75	0,0292306888105346													
		2246,875	0,318843034384144	2246,875	0,0724621287283813					2246,875	0,0320037557484542													
		2250	0,322739436243414	2250	0,0798622333237442					2250	0,0389210237815232													
		2253,125	0,322584421254295	2253,125	0,0778726172313753					2253,125	0,0369323789998467													
		2256,25	0,326892717350345	2256,25	0,0811948573617483					2256,25	0,040124945014347													
		2259,375	0,320730420530354	2259,375	0,0790302505901862					2259,375	0,0381705271931979													
		2262,5	0,321252941757686	2262,5	0,0785008408366361					2262,5	0,0374551996710714													
		2265,625	0,322778928310265	2265,625	0,0779619816476028					2265,625	0,0367486150614825													
		2268,75	0,327233389553546	2268,75	0,0869969997154616					2268,75	0,0443989047976259													
		2271,875	0,325231218520177	2271,875	0,0825954676640389					2271,875	0,040721359724347													
		2275	0,323383456329993	2275	0,0750078621543047					2275	0,0335489517984209													
		2278,125	0,31989506067217	2278,125	0,07661630580032					2278,125	0,0347464029945592													
		2281,25	0,321041182077917	2281,25	0,0799185387215593					2281,25	0,0384980469872027													
		2284,375	0,323410799229101	2284,375	0,0795425700966099					2284,375	0,0386217996770182													
		2287,5	0,318016960395593	2287,5	0,0703085306467168					2287,5	0,0296098544424428													
		2290,625	0,322167241319153	2290,625	0,0797533743648475					2290,625	0,0380005299831611													
		2293,75	0,325283596851802	2293,75	0,08690369529884					2293,75	0,0438493609241692													
		2296,875	0,322403774413251	2296,875	0,0756771454170106					2296,875	0,0329223790184467													
		2300	0,321853836046129	2300	0,0744640743730018					2300	0,0330912407643915													
		2303,125	0,325381750488361	2303,125	0,0803323525555668					2303,125	0,0374140923610977													
		2306,25	0,325699460093868	2306,25	0,0804686986102902					2306,25	0,0371961466833102													
		2309,375	0,323639937095343	2309,375	0,0793983965865708					2309,375	0,0362494769553312													
		2312,5	0,326456926497326	2312,5	0,0808117591371057					2312,5	0,0382801392456693													
		2315,625	0,331478403632594	2315,625	0,0848226786444384					2315,625	0,0434246431417977													
		2318,75	0,328689632927833	2318,75	0,0822294768641438					2318,75	0,0393018067655906													
		2321,875	0,333263445802152	2321,875	0,089398045362031					2321,875	0,0465830276315626													
		2325	0,328063618421354	2325	0,0818040154332835					2325	0,0378202663933722													
		2328,125	0,327865043992912	2328,125	0,0820652150219117					2328,125	0,0381582872976205													
		2331,25	0,328264366419435	2331,25	0,0834403903723249					2331,25	0,0401832126983865													
		2334,375	0,325865317049151	2334,375	0,0770726232694064					2334,375	0,0347098948477385													
		2337,5	0,327873802810245	2337,5	0,0819701658642529					2337,5	0,0388421867341959													
		2340,625	0,334012589250455	2340,625	0,091025926997796					2340,625	0,0481293212743921													
		2343,75	0,328314058822017	2343,75	0,0792897354540563					2343,75	0,037374237945538													
		2346,875	0,330764090399028	2346,875	0,0826753174003221					2346,875	0,0391247856217019													
		2350	0,327082456522475	2350	0,0794338622972521					2350	0,0354324450978871													
		2353,125	0,328813436410505	2353,125	0,0731349899180788					2353,125	0,0294656997391314													
		2356,25	0,329958630036593	2356,25	0,0779254134926648					2356,25	0,0353772162098323													
		2359,375	0,331404984097862	2359,375	0,0849732079480173					2359,375	0,042566269762744													
		2362,5	0,329863002583079	2362,5	0,0759855864680735					2362,5	0,0324886098533692													
		2365,625	0,329615402783564	2365,625	0,0823778170344709					2365,625	0,0378162255111746													
		2368,75	0,331434387736838	2368,75	0,0880134208866976					2368,75	0,0436823055775836													
		2371,875	0,340405659721854	2371,875	0,0983289093501187					2371,875	0,0525392102870861													
		2375	0,337474117023183	2375	0,0900290885721049					2375	0,0444681637760479													
		2378,125	0,336528919023184	2378,125	0,081414092410773					2378,125	0,0373551469517062													
		2381,25	0,334601052518816	2381,25	0,0807532053458913					2381,25	0,0349369345937605													
		2384,375	0,330486562664394	2384,375	0,0820636707990487					2384,375	0,0352027275648223													
		2387,5	0,335697309928528	2387,5	0,0950968349382061					2387,5	0,0497437503235961													
		2390,625	0,337105532462196	2390,625	0,0866571684854498					2390,625	0,0412618051176606													
		2393,75	0,335644695295999	2393,75	0,0826088373303747					2393,75	0,0367236869754111													
		2396,875	0,333502179477547	2396,875	0,0749025462407071					2396,875	0,0293129725121475													
		2400	0,336531115748351	2400	0,0795337005034182					2400	0,0331997800119156													
		2403,125	0,336037187740484	2403,125	0,0780124204142181					2403,125	0,0295927213951136													
		2406,25	0,332451379370081	2406,25	0,0731204016551528					2406,25	0,0291677320968012													
		2409,375	0,333140409893741	2409,375	0,0794199434978122					2409,375	0,0366636989760003													
		2412,5	0,337155392497388	2412,5	0,0846349225491723					2412,5	0,0413438771309125													
		2415,625	0,340468890742483	2415,625	0,0933501467417528					2415,625	0,0501323959599385													
		2418,75	0,339115410576756	2418,75	0,085738891085359					2418,75	0,0406088006889198													
		2421,875	0,33539733553389	2421,875	0,0793581506737688					2421,875	0,03242294816564													
		2425	0,337746556266287	2425	0,0857630777461653					2425	0,0385005262539696													
		2428,125	0,339050467673373	2428,125	0,0892145422396029					2428,125	0,0440079111191243													
		2431,25	0,338358067596552	2431,25	0,0822082212756341					2431,25	0,0362706050361108													
		2434,375	0,340767838497015	2434,375	0,0875628927084557					2434,375	0,0425824218342984													
		2437,5	0,338542866247343	2437,5	0,089291100983296					2437,5	0,04545487502516													
		2440,625	0,338896064523952	2440,625	0,0864198663046286					2440,625	0,0417376501286247													
		2443,75	0,339597501265435	2443,75	0,0871920537898107					2443,75	0,0409096700794175													
		2446,875	0,341445796662316	2446,875	0,0910915301310211					2446,875	0,0446680467259724													
		2450	0,337477178985036	2450	0,0886650434297467					2450	0,0421466404449895													
		2453,125	0,338622685722682	2453,125	0,0907278916635619					2453,125	0,0423197800781379													
		2456,25	0,340417770277115	2456,25	0,0854913440123205					2456,25	0,0392092024969785													
		2459,375	0,338897433796477	2459,375	0,0828378570355859					2459,375	0,0367029871706274													
		2462,5	0,339518018845222	2462,5	0,0894841537224912					2462,5	0,0434716445503986													
		2465,625	0,339141581670621	2465,625	0,0865883924869932					2465,625	0,0395927443436015													
		2468,75	0,34139093234602	2468,75	0,0862736509492088					2468,75	0,0383814027025247													
		2471,875	0,337609104324106	2471,875	0,0906930474354568					2471,875	0,0456042749847314													
		2475	0,33873734978619	2475	0,0795478041566957					2475	0,0346122797843025													
		2478,125	0,33470093036094	2478,125	0,078531701174419					2478,125	0,0320623493365876													
		2481,25	0,338334228819554	2481,25	0,084860352883884					2481,25	0,0376837464415174													
		2484,375	0,336384618026833	2484,375	0,0836375077864449					2484,375	0,0394825827823043													
		2487,5	0,331125937604084	2487,5	0,0769626158731269					2487,5	0,0316246471292839													
		2490,625	0,33628346307154	2490,625	0,086483804289496					2490,625	0,0406472789260297													
		2493,75	0,339987587402362	2493,75	0,0916322481528477					2493,75	0,0447633174288103													
		2496,875	0,338970657379836	2496,875	0,0939619243049539					2496,875	0,0450712276941527													
		2500	0,334730166504151	2500	0,0873097202708063					2500	0,0383814345102793													
		2503,125	0,336074029773421	2503,125	0,0871544367714532					2503,125	0,0408938714106747													
		2506,25	0,332492125810086	2506,25	0,0756604372781368					2506,25	0,0284288409518548													
		2509,375	0,33469451034269	2509,375	0,0804341636747188					2509,375	0,0335852568901476													
		2512,5	0,33609046682963	2512,5	0,0850623583421203					2512,5	0,0378624527433262													
		2515,625	0,340286126579827	2515,625	0,0904387085163695					2515,625	0,0447148904117596													
		2518,75	0,338923462525593	2518,75	0,0854012359014084					2518,75	0,0400619670429702													
		2521,875	0,336038251133787	2521,875	0,0867969653931697					2521,875	0,0423499415118703													
		2525	0,329976497187826	2525	0,083632856730222					2525	0,0386602361281723													
		2528,125	0,339375974148434	2528,125	0,0923103023793339					2528,125	0,0445046358638084													
		2531,25	0,340293053456578	2531,25	0,0936886677745501					2531,25	0,0480261060061641													
		2534,375	0,335870137366761	2534,375	0,0924268315188863					2534,375	0,0457083209744507													
		2537,5	0,337786923334657	2537,5	0,0880002414987496					2537,5	0,0415417831106004													
		2540,625	0,345126368055396	2540,625	0,0964296284252686					2540,625	0,0498441761128225													
		2543,75	0,344779582747244	2543,75	0,098871552500602					2543,75	0,0518817413898767													
		2546,875	0,334252925234889	2546,875	0,0869392279852441					2546,875	0,0395654094107947													
		2550	0,33398808180497	2550	0,0837273990476102					2550	0,036683202190207													
		2553,125	0,3350204587531	2553,125	0,0848585070060202					2553,125	0,0359451315177811													
		2556,25	0,334099907331388	2556,25	0,0834685148137171					2556,25	0,0354943639081799													
		2559,375	0,335593795737593	2559,375	0,0847980334837994					2559,375	0,0372604918852886													
		2562,5	0,337379582764695	2562,5	0,0895903557111828					2562,5	0,0416529166935973													
		2565,625	0,337324050996432	2565,625	0,0897156796890567					2565,625	0,0420646216022718													
		2568,75	0,335977926830142	2568,75	0,0862869718986328					2568,75	0,0379643455867005													
		2571,875	0,332243051159065	2571,875	0,0818967748019096					2571,875	0,03390465278218													
		2575	0,33347178258402	2575	0,0863025743445387					2575	0,0392835823575202													
		2578,125	0,344006722411159	2578,125	0,100602343982668					2578,125	0,0527961665982608													
		2581,25	0,33710907269535	2581,25	0,0876496463721984					2581,25	0,0403964172505666													
		2584,375	0,344040226268377	2584,375	0,0901903437146526					2584,375	0,0424416287068078													
		2587,5	0,344027762865426	2587,5	0,0891077969817811					2587,5	0,0406645054508732													
		2590,625	0,347066606276937	2590,625	0,0925685101459059					2590,625	0,0445493062018463													
		2593,75	0,348147625034809	2593,75	0,0932886634724531					2593,75	0,0449791958090606													
		2596,875	0,345162449027649	2596,875	0,0865247670281339					2596,875	0,0376330145809713													
		2600	0,350595960874827	2600	0,0900131195451952					2600	0,0418993556835887													
		2603,125	0,352819740647289	2603,125	0,0900362688079254					2603,125	0,0418709873914564													
		2606,25	0,355198816347165	2606,25	0,0939089583078854					2606,25	0,0451642034969072													
		2609,375	0,350957327228158	2609,375	0,0870700724443176					2609,375	0,0385083093477447													
		2612,5	0,352245729214716	2612,5	0,0886872251243789					2612,5	0,040298397054489													
		2615,625	0,352797810589775	2615,625	0,0929030191881761					2615,625	0,0441863441580751													
		2618,75	0,347705174916998	2618,75	0,0874023479687642					2618,75	0,03846070647447													
		2621,875	0,353422201561609	2621,875	0,0915231460785723					2621,875	0,0430917108376425													
		2625	0,356182800050396	2625	0,0975541711966734					2625	0,0490514621175869													
		2628,125	0,353925554435487	2628,125	0,0932328231024266					2628,125	0,044522669510622													
		2631,25	0,357270978672776	2631,25	0,0933267386177017					2631,25	0,0450920295766596													
		2634,375	0,360346502445628	2634,375	0,0993123492413757					2634,375	0,0509564573777084													
		2637,5	0,357353620053225	2637,5	0,101660983606442					2637,5	0,0524346468194188													
		2640,625	0,356459830463859	2640,625	0,0962281798624418					2640,625	0,0469036203104476													
		2643,75	0,350990219960759	2643,75	0,0919060592294889					2643,75	0,0429626663161466													
		2646,875	0,348571766282999	2646,875	0,0898124260730342					2646,875	0,0409120330983133													
		2650	0,352075609837105	2650	0,0888539849397965					2650	0,0398477879409254													
		2653,125	0,354121002442211	2653,125	0,092008998494014					2653,125	0,0434148393563705													
		2656,25	0,348519534785881	2656,25	0,0870804088513177					2656,25	0,0377844848128759													
		2659,375	0,35036186431655	2659,375	0,092289590267756					2659,375	0,0428219311385059													
		2662,5	0,354455689518543	2662,5	0,0940541686090778					2662,5	0,0453219490417185													
		2665,625	0,356561161654377	2665,625	0,0927570497424506					2665,625	0,0435603477670337													
		2668,75	0,362668180909541	2668,75	0,104616928238228					2668,75	0,0547984443976218													
		2671,875	0,357989391585593	2671,875	0,0959260210279103					2671,875	0,0465227045970736													
		2675	0,357678749800705	2675	0,0907283600139464					2675	0,0415468960122853													
		2678,125	0,359557770871052	2678,125	0,0900523257318911					2678,125	0,0406439209408052													
		2681,25	0,357500698432787	2681,25	0,0898278534199412					2681,25	0,0382155202789494													
		2684,375	0,35634982274596	2684,375	0,0879847866553517					2684,375	0,0375012604234691													
		2687,5	0,358904424585291	2687,5	0,0888314451150564					2687,5	0,0396214793394223													
		2690,625	0,360549782878379	2690,625	0,0903412799492694					2690,625	0,0406377507159782													
		2693,75	0,358929762234048	2693,75	0,0879372813379449					2693,75	0,0377351877824472													
		2696,875	0,361404561343459	2696,875	0,0948152328584397					2696,875	0,043404928243765													
		2700	0,362098785393533	2700	0,0941736292099984					2700	0,0438740113182354													
		2703,125	0,362332365162058	2703,125	0,0941367050351298					2703,125	0,0433735584319754													
		2706,25	0,365214659056395	2706,25	0,0997411858036625					2706,25	0,0492642220267274													
		2709,375	0,362779531407147	2709,375	0,0968725650293396					2709,375	0,0464860915618542													
		2712,5	0,359637808280426	2712,5	0,0901133810365521					2712,5	0,0393203387459811													
		2715,625	0,362075428488938	2715,625	0,089982289833439					2715,625	0,0403464502626762													
		2718,75	0,365310140492589	2718,75	0,0968682159650953					2718,75	0,0458923525826012													
		2721,875	0,366955183600498	2721,875	0,10025165318654					2721,875	0,0493219197204524													
		2725	0,36335278529864	2725	0,0906265042490355					2725	0,0420049100262248													
		2728,125	0,359634467834142	2728,125	0,0884668183627841					2728,125	0,038081424263002													
		2731,25	0,361748293016082	2731,25	0,093543633491183					2731,25	0,0423510737321462													
		2734,375	0,3667274166321	2734,375	0,0978564749846016					2734,375	0,0477548718315088													
		2737,5	0,366306085525223	2737,5	0,101612285807044					2737,5	0,0504553217854933													
		2740,625	0,363531674123309	2740,625	0,0998357221421959					2740,625	0,0480984170077146													
		2743,75	0,359394409959244	2743,75	0,0881221480390449					2743,75	0,0373378113022114													
		2746,875	0,363850115684297	2746,875	0,0934803878181177					2746,875	0,0411092446499247													
		2750	0,368042112203181	2750	0,107178655563297					2750	0,0542031310296627													
		2753,125	0,363590907696762	2753,125	0,10197270977304					2753,125	0,0492885777362428													
