Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_HF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_HF Sound Absorption Coefficient 1/3-octave	
		3778,125	0,386276774824163	3778,125	0,0900168148564147					3778,125	0,049993459956269													
		3781,25	0,384830002361282	3781,25	0,08801797435533					3781,25	0,0477665133022933													
		3784,375	0,381337890191304	3784,375	0,0837933058544786					3784,375	0,0436124309749987													
		3787,5	0,377711000472545	3787,5	0,0797937075323933					3787,5	0,0390536629903588													
		3790,625	0,379751097477614	3790,625	0,0843520163916837					3790,625	0,0435762036242076													
		3793,75	0,383194392875285	3793,75	0,089943751825718					3793,75	0,0493316135237862													
		3796,875	0,383560784227966	3796,875	0,0916052392194244					3796,875	0,0510671826981808													
		3800	0,386229986965616	3800	0,0963169740696739					3800	0,0562542650065375													
		3803,125	0,381543994614969	3803,125	0,0903922784501001					3803,125	0,0508618756797342													
		3806,25	0,376802663854885	3806,25	0,0839294362848171					3806,25	0,0445334689137837													
		3809,375	0,379155791311736	3809,375	0,0885456349481819					3809,375	0,0481236747404964													
		3812,5	0,380426195810096	3812,5	0,0918324791143535					3812,5	0,0514255639555057													
		3815,625	0,381668603505668	3815,625	0,0957690236550763					3815,625	0,0567635419120285													
		3818,75	0,376721187583318	3818,75	0,0883876003646638					3818,75	0,0493674978568857													
		3821,875	0,379007251228151	3821,875	0,0922538485284639					3821,875	0,0530890453535607													
		3825	0,377162713656872	3825	0,0908640879241882					3825	0,0505059996879084													
		3828,125	0,374258747286876	3828,125	0,0880507087464468					3828,125	0,0477949046802543													
		3831,25	0,372759365348597	3831,25	0,0879206629924043					3831,25	0,0483248198910879													
		3834,375	0,369638979878747	3834,375	0,0854382846240938					3834,375	0,045610631029661													
		3837,5	0,368066528164494	3837,5	0,0838737996360184					3837,5	0,0432894434061697													
		3840,625	0,37189129939867	3840,625	0,0896430691541075					3840,625	0,0493326635276861													
		3843,75	0,37384798213387	3843,75	0,0942959641109153					3843,75	0,0551306031611498													
		3846,875	0,369115357269081	3846,875	0,0904982220273585					3846,875	0,0514649557177324													
		3850	0,368616010910938	3850	0,0902611459620284					3850	0,0511101071641846													
		3853,125	0,366805435034467	3853,125	0,0893670573603937					3853,125	0,0498947746152667													
		3856,25	0,361221943166299	3856,25	0,0843304197924086					3856,25	0,0444232551675549													
		3859,375	0,364398524565621	3859,375	0,0903510647331043					3859,375	0,0500091631392769													
		3862,5	0,366314189567764	3862,5	0,092302706580804					3862,5	0,0524498759086941													
		3865,625	0,361545005107212	3865,625	0,0873891774013015					3865,625	0,04750041308914													
		3868,75	0,360625294664584	3868,75	0,0875099247107477					3868,75	0,0477430345790313													
		3871,875	0,362573054004145	3871,875	0,0911999239922097					3871,875	0,0518502247686731													
		3875	0,361410417409863	3875	0,091143559405072					3875	0,052221080001893													
		3878,125	0,356318525480753	3878,125	0,0847948570576009					3878,125	0,04543260727194													
		3881,25	0,358447930184327	3881,25	0,0876078572126442					3881,25	0,0484965853321541													
		3884,375	0,355239673878194	3884,375	0,0865566324800504					3884,375	0,0468499697864109													
		3887,5	0,353850686741076	3887,5	0,0870826204774768					3887,5	0,0474401356165269													
		3890,625	0,355580592095823	3890,625	0,0872311817490462					3890,625	0,0481325297920497													
		3893,75	0,34936004016901	3893,75	0,0799503532426532					3893,75	0,0410879228314642													
		3896,875	0,350603119789626	3896,875	0,0838784022714092					3896,875	0,0449304529136454													
		3900	0,347274308790847	3900	0,0805239474145957					3900	0,0425514222255845													
		3903,125	0,348190030638972	3903,125	0,0833582062834951					3903,125	0,0449826292777096													
		3906,25	0,34701497222299	3906,25	0,0853062189651386					3906,25	0,0457110353287384													
		3909,375	0,345395520397603	3909,375	0,084047522596996					3909,375	0,0444926236892683													
		3912,5	0,345845881234856	3912,5	0,084985288598897					3912,5	0,045420432202548													
		3915,625	0,342970690814595	3915,625	0,0824418820516117					3915,625	0,0433502763787593													
		3918,75	0,344711885720002	3918,75	0,0850992845270143					3918,75	0,0469470943782996													
		3921,875	0,34293329886451	3921,875	0,0835071035708537					3921,875	0,0421750525519256													
		3925	0,346369508508407	3925	0,0904692187418539					3925	0,0515169949544761													
		3928,125	0,345007978201182	3928,125	0,091482185526184					3928,125	0,0531025128010398													
		3931,25	0,343063928526761	3931,25	0,0897937321117253					3931,25	0,051194006168289													
		3934,375	0,338923948116069	3934,375	0,0874543273788115					3934,375	0,0474585117048938													
		3937,5	0,338708957021385	3937,5	0,0878998817710386					3937,5	0,0488275243880509													
		3940,625	0,335731958962801	3940,625	0,0860905724951327					3940,625	0,0472271718177548													
		3943,75	0,335266342997094	3943,75	0,0864515340971006					3943,75	0,0477211086607171													
		3946,875	0,337594122415845	3946,875	0,0876247501639467					3946,875	0,0489163007323009													
		3950	0,338854176241944	3950	0,0917151048725857					3950	0,0535926014158896													
		3953,125	0,335966220452674	3953,125	0,0898627438113269					3953,125	0,0515862783090002													
		3956,25	0,334635688486473	3956,25	0,0893581938683558					3956,25	0,051336596865224													
		3959,375	0,339349147945877	3959,375	0,0947587589947536					3959,375	0,0566833067067547													
		3962,5	0,33299702308952	3962,5	0,0879241209592437					3962,5	0,0501365798755681													
		3965,625	0,325098768046772	3965,625	0,0823486068282628					3965,625	0,0444956344715508													
		3968,75	0,324052726095721	3968,75	0,081376483210294					3968,75	0,0431002947984973													
		3971,875	0,323209698087646	3971,875	0,0762725617860509					3971,875	0,038924553619162													
		3975	0,32098802805053	3975	0,0741658105555016					3975	0,0371251885071137													
		3978,125	0,324572297608532	3978,125	0,0825797857426781					3978,125	0,0448239911225952													
		3981,25	0,329154694810067	3981,25	0,0897075221790971					3981,25	0,0518897424239698													
		3984,375	0,328998931648656	3984,375	0,0922589565221106					3984,375	0,0548146180128926													
		3987,5	0,323544663726185	3987,5	0,0908974844779121					3987,5	0,0538630048896224													
		3990,625	0,321457253278891	3990,625	0,0870828861335062					3990,625	0,0488480090480252													
		3993,75	0,320702642264203	3993,75	0,0850863322542874					3993,75	0,0469566842682062													
		3996,875	0,318021310206381	3996,875	0,0808791192576466					3996,875	0,0415848651849076													
		4000	0,311614469812208	4000	0,0703827990859205					4000	0,0312726306303893													
		4003,125	0,315928562977903	4003,125	0,0756318650660304					4003,125	0,0377428694060555													
		4006,25	0,317715359053747	4006,25	0,0787088812856476					4006,25	0,0404677326749751													
		4009,375	0,318461983120303	4009,375	0,0819755735237622					4009,375	0,0443288407530741													
		4012,5	0,316771851767487	4012,5	0,0801270544012896					4012,5	0,0417096651825527													
		4015,625	0,31576677015445	4015,625	0,078766268988429					4015,625	0,0396312904219912													
		4018,75	0,316244527306606	4018,75	0,0769300613281949					4018,75	0,038432036653082													
		4021,875	0,318057266823738	4021,875	0,0737731812185585					4021,875	0,0368930873665576													
		4025	0,317849240675553	4025	0,0720076114574427					4025	0,0350407723862471													
		4028,125	0,320911757934909	4028,125	0,0802205524731303					4028,125	0,0431175541489961													
		4031,25	0,32711249616258	4031,25	0,0890376932560268					4031,25	0,0509521469154031													
		4034,375	0,32441689402443	4034,375	0,0832722447822951					4034,375	0,0445722565703965													
		4037,5	0,317167031622416	4037,5	0,0732801272571855					4037,5	0,0354329845439438													
		4040,625	0,331381351897588	4040,625	0,0927565346529972					4040,625	0,0549893771270662													
		4043,75	0,328748171102495	4043,75	0,0840660279672147					4043,75	0,0464487465084669													
		4046,875	0,329477132119355	4046,875	0,0838657834575072					4046,875	0,0474380342426984													
		4050	0,331310324687852	4050	0,0871574591785018					4050	0,0502907583523269													
		4053,125	0,328611895529168	4053,125	0,0831809782707492					4053,125	0,0449837079982733													
		4056,25	0,329595191654347	4056,25	0,0844873655390794					4056,25	0,0461383832831086													
		4059,375	0,329435176162296	4059,375	0,0863680843904859					4059,375	0,0492078787564642													
		4062,5	0,335727269129868	4062,5	0,0935679893726594					4062,5	0,0575900622930037													
		4065,625	0,330412045635985	4065,625	0,0833328273439784					4065,625	0,0471719907798469													
		4068,75	0,331162008434895	4068,75	0,0858662008606452					4068,75	0,0492857234784737													
		4071,875	0,335657133662009	4071,875	0,0920015508158025					4071,875	0,0556282193008224													
		4075	0,326118236158409	4075	0,0784315049757406					4075	0,041270909713275													
		4078,125	0,325986334367496	4078,125	0,073713223965318					4078,125	0,0338103476374081													
		4081,25	0,326542237567138	4081,25	0,0698926970338829					4081,25	0,0299144801682241													
		4084,375	0,331242182728039	4084,375	0,0774631301694001					4084,375	0,0399285076839355													
		4087,5	0,325825471843665	4087,5	0,0741420417726422					4087,5	0,0362416882576093													
		4090,625	0,332647942697969	4090,625	0,0875804549582568					4090,625	0,0505966271636205													
		4093,75	0,338721239480989	4093,75	0,0956997496680698					4093,75	0,0597669423306115													
		4096,875	0,331383162473024	4096,875	0,0848725284505165					4096,875	0,0475747887145804													
		4100	0,327701185604602	4100	0,081740382946647					4100	0,0437001899348868													
		4103,125	0,329809638189659	4103,125	0,0840192077194524					4103,125	0,0458751921410905													
		4106,25	0,329798838101147	4106,25	0,0841763411731926					4106,25	0,0467634843676682													
		4109,375	0,32321720320851	4109,375	0,0733689229151926					4109,375	0,0364593488371072													
		4112,5	0,329850860253497	4112,5	0,0880446890640808					4112,5	0,0517736295415336													
		4115,625	0,331298302547524	4115,625	0,087782548602116					4115,625	0,0517442520265221													
		4118,75	0,327535758452361	4118,75	0,080346162565746					4118,75	0,0426390231864862													
		4121,875	0,327498408840605	4121,875	0,0793164959336339					4121,875	0,0420975314302211													
		4125	0,331857364888955	4125	0,088801043375604					4125	0,0532991806578099													
		4128,125	0,331181332876273	4128,125	0,0883719226202094					4128,125	0,052530945124167													
		4131,25	0,330278435691023	4131,25	0,0839292322085989					4131,25	0,0481459832820321													
		4134,375	0,32799052725973	4134,375	0,0804537060688657					4134,375	0,0452583475108268													
		4137,5	0,326949201813434	4137,5	0,0807927765864407					4137,5	0,0446979438396173													
		4140,625	0,331475148142171	4140,625	0,0863993810262397					4140,625	0,0502847793941889													
		4143,75	0,330445391795024	4143,75	0,0863029132432733					4143,75	0,0503622728813728													
		4146,875	0,328556525902384	4146,875	0,0869713652793471					4146,875	0,0514984639854216													
		4150	0,329851802247213	4150	0,0917168319833797					4150	0,0572186519736286													
		4153,125	0,323577531724401	4153,125	0,0800108814792222					4153,125	0,0453854937581137													
		4156,25	0,325453160762743	4156,25	0,0807146503862137					4156,25	0,0455126040221097													
		4159,375	0,330252075562263	4159,375	0,0861160120224568					4159,375	0,0511703941935485													
		4162,5	0,331433249389713	4162,5	0,0889597826870669					4162,5	0,0537742013230016													
		4165,625	0,329220365416172	4165,625	0,0888853314691997					4165,625	0,0545377068565263													
		4168,75	0,330003372297652	4168,75	0,0889933858596168					4168,75	0,0557376688969056													
		4171,875	0,331332678157164	4171,875	0,0875143954590722					4171,875	0,0552363483124485													
		4175	0,327273416178722	4175	0,0807640026641596					4175	0,0472005431557359													
		4178,125	0,324333575664629	4178,125	0,0774753562647933					4178,125	0,0414834563505606													
		4181,25	0,326357390231957	4181,25	0,0825661611124006					4181,25	0,048788491663631													
		4184,375	0,327081149462809	4184,375	0,0839135135448292					4184,375	0,0504403275489167													
		4187,5	0,327358010631727	4187,5	0,0826680731986025					4187,5	0,0496966588305179													
		4190,625	0,325748469925333	4190,625	0,0809152916791047					4190,625	0,0472037930146268													
		4193,75	0,326543681690533	4193,75	0,0794231536873757					4193,75	0,0456657262530059													
		4196,875	0,328351987380563	4196,875	0,0824217798384308					4196,875	0,0476228903113582													
		4200	0,326652399535661	4200	0,0853663561507279					4200	0,0484747862641783													
		4203,125	0,327667813331164	4203,125	0,0870302229022307					4203,125	0,0515450959653359													
		4206,25	0,335023628048452	4206,25	0,0967106396769857					4206,25	0,0632080673818106													
		4209,375	0,331534692363607	4209,375	0,0917315680932496					4209,375	0,0562263470729865													
		4212,5	0,326481219030991	4212,5	0,0819374843428364					4212,5	0,0477962613267946													
		4215,625	0,324888295251136	4215,625	0,0801719471140723					4215,625	0,0465634918458226													
		4218,75	0,324784084433559	4218,75	0,0797525985353174					4218,75	0,0477183733652367													
		4221,875	0,326481901381421	4221,875	0,0811805665440053					4221,875	0,0500849920605433													
		4225	0,328752971010062	4225	0,0831871362853801					4225	0,0546865488329211													
		4228,125	0,330528003588552	4228,125	0,0871625392383331					4228,125	0,0579742691424276													
		4231,25	0,326554768006681	4231,25	0,0800746034812525					4231,25	0,0511407968861644													
		4234,375	0,328654995237023	4234,375	0,0834902252072325					4234,375	0,0628051760421884													
		4237,5	0,32824165736193	4237,5	0,0865273264794766					4237,5	0,0605673088504184													
		4240,625	0,32475728198369	4240,625	0,0816539159842289					4240,625	0,0531169570424533													
		4243,75	0,329442213451471	4243,75	0,0889511525054463					4243,75	0,0602721570746432													
		4246,875	0,322562800132264	4246,875	0,0762086213889708					4246,875	0,0476991712387449													
		4250	0,323759711278669	4250	0,0787936602171049					4250	0,0508011304765152													
		4253,125	0,327340420447544	4253,125	0,0861357587058338					4253,125	0,0580244811563116													
		4256,25	0,324138617304284	4256,25	0,0815897899553002					4256,25	0,05445697003386													
		4259,375	0,321128325356783	4259,375	0,0783840158030105					4259,375	0,0519865644994133													
		4262,5	0,317996400537627	4262,5	0,0779799344911677					4262,5	0,050392064970603													
		4265,625	0,315893213489432	4265,625	0,0778895651783559					4265,625	0,0504184599985341													
		4268,75	0,314919237055757	4268,75	0,0763949382700606					4268,75	0,0494633798812107													
		4271,875	0,316267478728885	4271,875	0,0780535738012221					4271,875	0,0524250457313985													
		4275	0,311870843641564	4275	0,0742208058915858					4275	0,04894326479903													
		4278,125	0,308418788626308	4278,125	0,0746543577817238					4278,125	0,0478904076189017													
		4281,25	0,308758989067512	4281,25	0,076400314379103					4281,25	0,0491103322806886													
		4284,375	0,299223307402065	4284,375	0,0688210468835595					4284,375	0,0429063522461863													
		4287,5	0,297387356114208	4287,5	0,0681345599488674					4287,5	0,0425768794083181													
		4290,625	0,295166746517257	4290,625	0,0690801346630306					4290,625	0,0437439116178454													
		4293,75	0,299286982994641	4293,75	0,0775584110854889					4293,75	0,0524175080643579													
		4296,875	0,302127772276454	4296,875	0,0811461359757806					4296,875	0,0558179323932186													
		4300	0,301757908366826	4300	0,0793868718617647					4300	0,0534859225776209													
		4303,125	0,292341046701637	4303,125	0,0748613792341877					4303,125	0,0477831719493197													
		4306,25	0,296897817750193	4306,25	0,0791280837558204					4306,25	0,052602166223148													
		4309,375	0,298037336309535	4309,375	0,0799197049377762					4309,375	0,0531443335559723													
		4312,5	0,291343142012963	4312,5	0,0718886719699265					4312,5	0,0448710430181145													
		4315,625	0,291554905900905	4315,625	0,0760911844525304					4315,625	0,0488089677429183													
		4318,75	0,29005337960775	4318,75	0,0729235136123183					4318,75	0,0445172106482687													
		4321,875	0,292625733380887	4321,875	0,0745719116467263					4321,875	0,0467408326856369													
		4325	0,295922413535895	4325	0,0790906803837086					4325	0,0527954523939358													
		4328,125	0,292544150045038	4328,125	0,0723719937792886					4328,125	0,0447548324715042													
		4331,25	0,289292637819443	4331,25	0,067505338596766					4331,25	0,0384295363716822													
		4334,375	0,294823986042381	4334,375	0,0754613471979736					4334,375	0,0469262491181064													
		4337,5	0,291652651181544	4337,5	0,0697699976652226					4337,5	0,0399950255855818													
		4340,625	0,296960269654157	4340,625	0,0783518888216388					4340,625	0,0491889972459085													
		4343,75	0,293089281505207	4343,75	0,0733173956486417					4343,75	0,0435762288290137													
		4346,875	0,296004756051119	4346,875	0,0749374976843444					4346,875	0,0440750226665314													
		4350	0,299000096163289	4350	0,0780840720844888					4350	0,0435889718324574													
		4353,125	0,298255089111447	4353,125	0,0763776948678454					4353,125	0,0430936877612855													
		4356,25	0,300307725578846	4356,25	0,0761294972663369					4356,25	0,04368865892348													
		4359,375	0,303827158764536	4359,375	0,0798903108235897					4359,375	0,0491493544468375													
		4362,5	0,299561077904251	4362,5	0,0722887906275609					4362,5	0,040914468206487													
		4365,625	0,296284185811789	4365,625	0,0703983564800716					4365,625	0,0355654593583918													
		4368,75	0,29752715916097	4368,75	0,0682200217205363					4368,75	0,0344445891947256													
		4371,875	0,305798189597943	4371,875	0,0782173110529434					4371,875	0,0464074798158605													
		4375	0,308211836538468	4375	0,0816591754803307					4375	0,0485090084289825													
		4378,125	0,296104752260692	4378,125	0,0628029940231027					4378,125	0,0295831514914557													
		4381,25	0,30418015936477	4381,25	0,0705556373227522					4381,25	0,0375885143569241													
		4384,375	0,308438450546966	4384,375	0,07773028941259					4384,375	0,044253950458778													
		4387,5	0,313731459700012	4387,5	0,0826779236005273					4387,5	0,0488261922169821													
		4390,625	0,311219588755639	4390,625	0,0767936563932212					4390,625	0,0429316853344033													
		4393,75	0,308598426665341	4393,75	0,075338163221718					4393,75	0,0425990404268589													
		4396,875	0,307948364895792	4396,875	0,0710552957643725					4396,875	0,0369694985704933													
		4400	0,309735393011569	4400	0,0725295707057896					4400	0,0400731582934296													
		4403,125	0,315843213818751	4403,125	0,0794971404165985					4403,125	0,0476936354367964													
		4406,25	0,316244976458857	4406,25	0,0779545027712798					4406,25	0,0466281787108309													
		4409,375	0,313358822609892	4409,375	0,0694425121092035					4409,375	0,0381166774557146													
		4412,5	0,315214715561246	4412,5	0,0697026004177681					4412,5	0,0375491299153981													
		4415,625	0,315272018895295	4415,625	0,0774669349812041					4415,625	0,042096071608671													
		4418,75	0,318335469729319	4418,75	0,0721827888565316					4418,75	0,0391622242362042													
		4421,875	0,317277783392961	4421,875	0,068528935331636					4421,875	0,0351664621170529													
		4425	0,323236059687268	4425	0,0752387263946026					4425	0,0426048529002638													
		4428,125	0,321279279852164	4428,125	0,0750293442452163					4428,125	0,0436572270182263													
		4431,25	0,31782830398548	4431,25	0,069530854866094					4431,25	0,0384820726609872													
		4434,375	0,324621026858268	4434,375	0,0701090406069884					4434,375	0,0369487527627752													
		4437,5	0,329700734429063	4437,5	0,0718570468745143					4437,5	0,0393278836001586													
		4440,625	0,329492651643742	4440,625	0,071828170956205					4440,625	0,0381836193069998													
		4443,75	0,331616794347662	4443,75	0,077976628939768					4443,75	0,0477200447611175													
		4446,875	0,32721514845154	4446,875	0,0719823897936658					4446,875	0,0397756005777676													
		4450	0,327245962282973	4450	0,0702509219162621					4450	0,0337303915958891													
		4453,125	0,330923796427597	4453,125	0,072275365404033					4453,125	0,0371666189341733													
		4456,25	0,336580273653804	4456,25	0,0781093718913147					4456,25	0,0468859715169121													
		4459,375	0,339038384405173	4459,375	0,0802859489086429					4459,375	0,049313414465925													
		4462,5	0,334749933047052	4462,5	0,0695497238076623					4462,5	0,0336616281111841													
		4465,625	0,337400139338229	4465,625	0,0723558056158238					4465,625	0,0370778626425412													
		4468,75	0,336513791685777	4468,75	0,0665217282205313					4468,75	0,0361656265437642													
		4471,875	0,342627040794819	4471,875	0,0743413679463034					4471,875	0,0434299576010009													
		4475	0,341399591285167	4475	0,0780891699932175					4475	0,040591605419781													
		4478,125	0,34616307051939	4478,125	0,0842916085704581					4478,125	0,052507590704395													
		4481,25	0,34771833357627	4481,25	0,0764915261104921					4481,25	0,0428095253347637													
		4484,375	0,345465064559856	4484,375	0,0695913173504806					4484,375	0,0357882011661781													
		4487,5	0,3496493110457	4487,5	0,0751780512570334					4487,5	0,0423470909614554													
		4490,625	0,353790209011055	4490,625	0,0784235340995241					4490,625	0,0452349150449418													
		4493,75	0,355886222111178	4493,75	0,0764945481944106					4493,75	0,0468327300552833													
		4496,875	0,358973147717912	4496,875	0,0847611185833295					4496,875	0,0568701829544783													
		4500	0,35592044275824	4500	0,0765781170353327					4500	0,0454341337137996													
		4503,125	0,360707132215805	4503,125	0,08192103453737					4503,125	0,0483866845498522													
		4506,25	0,359126254858047	4506,25	0,0752903829975831					4506,25	0,0412412363305995													
		4509,375	0,361405579140035	4509,375	0,0687925816392001					4509,375	0,0367070952073213													
		4512,5	0,366758939546148	4512,5	0,078381188296849					4512,5	0,0470612427736334													
		4515,625	0,369118526699404	4515,625	0,0796863412354434					4515,625	0,0490838525262937													
		4518,75	0,36818268929383	4518,75	0,0691453309660349					4518,75	0,0404654778498621													
		4521,875	0,370931066588695	4521,875	0,0705675157111629					4521,875	0,0399163723849634													
		4525	0,377070137263618	4525	0,0774006428758607					4525	0,0482614189331418													
		4528,125	0,38297999250835	4528,125	0,08731032457551					4528,125	0,0600674252886584													
		4531,25	0,383600068768384	4531,25	0,0882851855490361					4531,25	0,0582835366302367													
		4534,375	0,383026372703424	4534,375	0,0815579616004672					4534,375	0,050533767285762													
		4537,5	0,385062655374761	4537,5	0,0849856060839654					4537,5	0,0536140467046118													
		4540,625	0,38717947133692	4540,625	0,0850580616472405					4540,625	0,0557221682941795													
		4543,75	0,386528880508531	4543,75	0,0855193220861434					4543,75	0,0566635120979369													
		4546,875	0,387111917420156	4546,875	0,0842088491076426					4546,875	0,055301441170347													
		4550	0,385158179519579	4550	0,076743529627295					4550	0,0463765692101689													
		4553,125	0,38820040959942	4553,125	0,0866626004332204					4553,125	0,0585710442254289													
		4556,25	0,389169703663067	4556,25	0,0847762357371338					4556,25	0,0557051580569536													
		4559,375	0,389912656454107	4559,375	0,0774725530145771					4559,375	0,0456729268677495													
		4562,5	0,385644666102263	4562,5	0,0735524410557407					4562,5	0,0464792381946886													
		4565,625	0,388674523006777	4565,625	0,0799632701826496					4565,625	0,0525331626211887													
		4568,75	0,388581409270436	4568,75	0,0769789839960705					4568,75	0,0488108818992988													
		4571,875	0,392089989082423	4571,875	0,0798701139813252					4571,875	0,0519911652811117													
		4575	0,39391607434408	4575	0,0836463729667204					4575	0,0533289757047793													
		4578,125	0,396284664914988	4578,125	0,0868728208108898					4578,125	0,0574161176189342													
		4581,25	0,400632159571387	4581,25	0,0905764833506216					4581,25	0,0638114150012777													
		4584,375	0,399399161971927	4584,375	0,0878481511873449					4584,375	0,0597037282773355													
		4587,5	0,396786448340325	4587,5	0,0799651587998096					4587,5	0,0524377831086322													
		4590,625	0,397792341656509	4590,625	0,0814739168430727					4590,625	0,0560059926227499													
		4593,75	0,399960786748612	4593,75	0,08412815848041					4593,75	0,0552893707379334													
		4596,875	0,404045693982672	4596,875	0,0889366497340304					4596,875	0,0611352050526595													
		4600	0,401686476961556	4600	0,0810795687265049					4600	0,0532343096199366													
		4603,125	0,400822719143414	4603,125	0,0767394275999187					4603,125	0,0473818579666789													
		4606,25	0,405788007920312	4606,25	0,0849944281812028					4606,25	0,0554849996022105													
		4609,375	0,404012431699747	4609,375	0,0783571263799796					4609,375	0,0484665644465049													
		4612,5	0,406298121283087	4612,5	0,0839118278922909					4612,5	0,0557173133537722													
		4615,625	0,40919368323345	4615,625	0,0882437205150686					4615,625	0,0594355014368305													
		4618,75	0,408078490897105	4618,75	0,0815927276251545					4618,75	0,0511731778465312													
		4621,875	0,411433568885331	4621,875	0,0865107307374138					4621,875	0,0547068587056987													
		4625	0,416103915965366	4625	0,100112114638212					4625	0,0697225304510775													
		4628,125	0,414421038274076	4628,125	0,0910104613745466					4628,125	0,0623848231045018													
		4631,25	0,418686687100376	4631,25	0,0950822540624146					4631,25	0,0665249591213092													
		4634,375	0,416302130900288	4634,375	0,0896355492800717					4634,375	0,0609410693525074													
		4637,5	0,415808504113633	4637,5	0,0863118509812797					4637,5	0,0579296236915372													
		4640,625	0,418155634128022	4640,625	0,086415700911554					4640,625	0,055940946793939													
		4643,75	0,419139873916157	4643,75	0,0955967973121163					4643,75	0,0651263790436117													
		4646,875	0,420115277444179	4646,875	0,0942827716762169					4646,875	0,063570410146881													
		4650	0,422504996757362	4650	0,0957437589687488					4650	0,0652124050081542													
		4653,125	0,421470459784705	4653,125	0,0920493361715009					4653,125	0,0615646190906806													
		4656,25	0,421639702139446	4656,25	0,091092550834025					4656,25	0,0624645013354148													
		4659,375	0,42118353904615	4659,375	0,0865915690816349					4659,375	0,059657261458631													
		4662,5	0,414387678402154	4662,5	0,0773637545478619					4662,5	0,0475692343669627													
		4665,625	0,422901309484586	4665,625	0,0901428389283139					4665,625	0,0592725368328715													
		4668,75	0,425466857135803	4668,75	0,0945832312432368					4668,75	0,0647259527944034													
		4671,875	0,429054181203549	4671,875	0,100533983075952					4671,875	0,0711467599158488													
		4675	0,428849126169558	4675	0,102940738627117					4675	0,0704612308439752													
		4678,125	0,425529293941401	4678,125	0,0942337652505949					4678,125	0,0623136631868264													
		4681,25	0,435095669600881	4681,25	0,107927538854799					4681,25	0,0784828944721945													
		4684,375	0,430864825642727	4684,375	0,0978021035191369					4684,375	0,0683376202702619													
		4687,5	0,428096428507401	4687,5	0,0965862813056557					4687,5	0,06889982649184													
		4690,625	0,430431709963046	4690,625	0,104197971019906					4690,625	0,075143478410195													
		4693,75	0,432203259851739	4693,75	0,106106490372323					4693,75	0,0755898302090013													
		4696,875	0,430738088509881	4696,875	0,101525643247979					4696,875	0,0717984653066148													
		4700	0,42914654906183	4700	0,0897032469852724					4700	0,0603700322352906													
		4703,125	0,429442960894363	4703,125	0,100327177342576					4703,125	0,072837842248667													
		4706,25	0,430551450232188	4706,25	0,103005269443376					4706,25	0,0764438388604547													
		4709,375	0,429798806068863	4709,375	0,0968741297143793					4709,375	0,0677244358879768													
		4712,5	0,430681085607344	4712,5	0,100924149882368					4712,5	0,0701598627560733													
		4715,625	0,431909261581335	4715,625	0,107212753951652					4715,625	0,0763144448796269													
		4718,75	0,435065228837101	4718,75	0,113032042147402					4718,75	0,0835008739132537													
		4721,875	0,432988054837631	4721,875	0,108853485500055					4721,875	0,0766217923386399													
		4725	0,431094041981449	4725	0,101191368726862					4725	0,0701678905161413													
		4728,125	0,430196856005692	4728,125	0,0989283432641366					4728,125	0,0700882913665899													
		4731,25	0,427281257139539	4731,25	0,0955328966993156					4731,25	0,0650385833211206													
		4734,375	0,429036389850794	4734,375	0,0985033959504943					4734,375	0,0674187614324349													
		4737,5	0,42999927205902	4737,5	0,103292999387073					4737,5	0,0714151649145343													
		4740,625	0,432668977764958	4740,625	0,105063042229895					4740,625	0,0758300624990811													
		4743,75	0,433191463006319	4743,75	0,106048904028939					4743,75	0,0790482779968226													
		4746,875	0,434017142006878	4746,875	0,107904503604082					4746,875	0,0800417262435921													
		4750	0,432881165758852	4750	0,105750194939487					4750	0,0768144248655203													
		4753,125	0,43206806532379	4753,125	0,0996225112538661					4753,125	0,0680738901174771													
		4756,25	0,432083571015794	4756,25	0,0978808264456258					4756,25	0,068425893169121													
		4759,375	0,431847251101381	4759,375	0,105566557893045					4759,375	0,0747997403763511													
		4762,5	0,429820473254864	4762,5	0,105300801272681					4762,5	0,0778240663296406													
		4765,625	0,428391735072604	4765,625	0,101491101348952					4765,625	0,0763234395612613													
		4768,75	0,430153866682886	4768,75	0,100073095291532					4768,75	0,0748599964363723													
		4771,875	0,430158410361175	4771,875	0,0973362426570318					4771,875	0,072058583455696													
		4775	0,434923122399315	4775	0,105675723764947					4775	0,0832375509118362													
		4778,125	0,429884600022038	4778,125	0,0929359868713157					4778,125	0,0657919016250527													
		4781,25	0,431572637193828	4781,25	0,100585630730733					4781,25	0,0741131805252691													
