Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Ref_Specimen_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Ref_Specimen_LF Normalized Surface Impedance continuous Im	
4715,625	1,0327113866806			4715,625	2,34790992736816			
4718,75	1,04408836364746			4718,75	2,34452605247498			
4721,875	1,05010998249054			4721,875	2,3485996723175			
4725	1,04244196414948			4725	2,35174536705017			
4728,125	1,04725015163422			4728,125	2,35307312011719			
4731,25	1,04966032505035			4731,25	2,35271620750427			
4734,375	1,04467105865479			4734,375	2,34602284431458			
4737,5	1,04385030269623			4737,5	2,35274291038513			
4740,625	1,04168105125427			4740,625	2,35443377494812			
4743,75	1,05755376815796			4743,75	2,33965849876404			
4746,875	1,05430793762207			4746,875	2,34763669967651			
4750	1,04478859901428			4750	2,34913492202759			
4753,125	1,04623019695282			4753,125	2,36923861503601			
4756,25	1,05553984642029			4756,25	2,35695624351501			
4759,375	1,04902791976929			4759,375	2,36144757270813			
4762,5	1,05555558204651			4762,5	2,361661195755			
4765,625	1,03074264526367			4765,625	2,34693956375122			
4768,75	1,05426120758057			4768,75	2,36503171920776			
4771,875	1,04923248291016			4771,875	2,35423040390015			
4775	1,05220055580139			4775	2,35110402107239			
4778,125	1,04894542694092			4778,125	2,36309766769409			
4781,25	1,04794013500214			4781,25	2,35886764526367			
4784,375	1,0393477678299			4784,375	2,35942149162292			
4787,5	1,04545569419861			4787,5	2,37458276748657			
4790,625	1,05301475524902			4790,625	2,35420489311218			
4793,75	1,0433452129364			4793,75	2,35317635536194			
4796,875	1,03572678565979			4796,875	2,35401034355164			
4800	1,02130210399628			4800	2,35871291160584			
4803,125	1,00825786590576			4803,125	2,37492704391479			
4806,25	1,01457297801971			4806,25	2,39565992355347			
4809,375	1,03973150253296			4809,375	2,39543724060059			
4812,5	1,05127465724945			4812,5	2,39900922775269			
4815,625	1,07306897640228			4815,625	2,39785408973694			
4818,75	1,06615686416626			4818,75	2,38675713539124			
4821,875	1,05849957466125			4821,875	2,37830781936646			
4825	1,0505918264389			4825	2,37758135795593			
4828,125	1,05536997318268			4828,125	2,37136912345886			
4831,25	1,06826961040497			4831,25	2,38182663917542			
4834,375	1,06585133075714			4834,375	2,37716555595398			
4837,5	1,05554676055908			4837,5	2,37822270393372			
4840,625	1,06298530101776			4840,625	2,37941837310791			
4843,75	1,0615268945694			4843,75	2,36806273460388			
4846,875	1,07054376602173			4846,875	2,37094688415527			
4850	1,07259273529053			4850	2,38084554672241			
4853,125	1,06527483463287			4853,125	2,38074588775635			
4856,25	1,06978833675385			4856,25	2,38405728340149			
4859,375	1,06815147399902			4859,375	2,39221954345703			
4862,5	1,05704689025879			4862,5	2,39805698394775			
4865,625	1,07316291332245			4865,625	2,38023686408997			
4868,75	1,07250678539276			4868,75	2,38819217681885			
4871,875	1,07010889053345			4871,875	2,37052750587463			
4875	1,08121359348297			4875	2,38433909416199			
4878,125	1,07842171192169			4878,125	2,38470053672791			
4881,25	1,08886408805847			4881,25	2,38838887214661			
4884,375	1,09136199951172			4884,375	2,38731575012207			
4887,5	1,08438158035278			4887,5	2,38738298416138			
4890,625	1,08736217021942			4890,625	2,3986668586731			
4893,75	1,09872472286224			4893,75	2,39200448989868			
4896,875	1,09708964824677			4896,875	2,38565492630005			
4900	1,10742402076721			4900	2,3884117603302			
4903,125	1,10969960689545			4903,125	2,38690876960754			
4906,25	1,10659575462341			4906,25	2,38504767417908			
4909,375	1,10713958740234			4909,375	2,38961505889893			
4912,5	1,11330366134644			4912,5	2,39103198051453			
4915,625	1,11743235588074			4915,625	2,39505290985107			
4918,75	1,11715996265411			4918,75	2,39654660224915			
4921,875	1,12265813350677			4921,875	2,39233326911926			
4925	1,14739608764648			4925	2,39999055862427			
4928,125	1,13785517215729			4928,125	2,39623141288757			
4931,25	1,1343024969101			4931,25	2,40398931503296			
4934,375	1,1644583940506			4934,375	2,39621996879578			
4937,5	1,15091526508331			4937,5	2,38966035842896			
4940,625	1,18035173416138			4940,625	2,4081814289093			
4943,75	1,1773784160614			4943,75	2,40447211265564			
4946,875	1,19566905498505			4946,875	2,40122771263123			
4950	1,20858979225159			4950	2,41210865974426			
4953,125	1,22457873821259			4953,125	2,38654661178589			
4956,25	1,23973166942596			4956,25	2,38475918769836			
4959,375	1,24254202842712			4959,375	2,39586448669434			
4962,5	1,2728865146637			4962,5	2,38542866706848			
4965,625	1,27931678295135			4965,625	2,38219523429871			
4968,75	1,29572057723999			4968,75	2,38853693008423			
4971,875	1,31309986114502			4971,875	2,38406920433044			
								
