target,target_name,frequency_hz,parameter,base_sample_size,teacher_S1,teacher_ST,teacher_S1_ci_low,teacher_S1_ci_high,teacher_ST_ci_low,teacher_ST_ci_high,mlp_S1,mlp_ST,mlp_minus_teacher_S1,mlp_minus_teacher_ST
re,R_real,634.645669291339,lambda_prime,1024,0.0117808877430787,0.0265323401156838,-0.0493371362446009,0.0942144590090078,0.0223881661997447,0.0331345600860368,0.0110573386921899,0.0276220538220474,-0.000723549050888783,0.00108971370636366
re,R_real,634.645669291339,k0_prime,1024,0.280416558219051,0.316236061585064,0.231789798167222,0.345577300065352,0.286754970488227,0.34998615931319,0.279267254137355,0.319389314245166,-0.00114930408169545,0.00315325266010236
re,R_real,672.834645669291,sigma,1024,0.626133715775187,0.690714785545222,0.572257332796808,0.659876454536837,0.631774405712434,0.755229794805226,0.622905341038265,0.692229967759908,-0.00322837473692206,0.00151518221468661
re,R_real,672.834645669291,alpha_infinity,1024,0.0446742120980244,0.0709906984593533,-0.01594043292409,0.131613980555974,0.0588543071161557,0.0851897209171092,0.0444082334738832,0.0716248881577281,-0.000265978624141128,0.000634189698374796
re,R_real,672.834645669291,lambda,1024,0.0161346815710988,0.0470543964606314,-0.0691816437418833,0.110685814162799,0.0380689797964595,0.0568334788143566,0.0168721214085306,0.0489355624006148,0.000737439837431797,0.00188116593998338
re,R_real,672.834645669291,lambda_prime,1024,0.0103107934720761,0.0235100109403316,-0.0497718821648787,0.0937681377925349,0.0197680952183503,0.0296066878723065,0.00943686847405623,0.0244929256580783,-0.000873924998019859,0.000982914717746773
re,R_real,672.834645669291,k0_prime,1024,0.217194005003103,0.249709832793041,0.16389064947855,0.287558225875583,0.228448211315783,0.278920934552811,0.215358776828929,0.253712401261562,-0.0018352281741737,0.00400256846852065
re,R_real,711.023622047244,sigma,1024,0.68924754270255,0.749732059957264,0.643880615340234,0.717909409557192,0.685562237236445,0.81261531488664,0.686336485310511,0.749135539592675,-0.00291105739203967,-0.000596520364589015
re,R_real,711.023622047244,alpha_infinity,1024,0.0394149991773174,0.0639149084103862,-0.021830943016389,0.130522893702792,0.0529045295158282,0.0763446015972651,0.0386027529841551,0.0645649198132164,-0.000812246193162336,0.000650011402830206
re,R_real,711.023622047244,lambda,1024,0.0139621787777815,0.0413001161819432,-0.0685571506338543,0.106118373091911,0.0332224949294752,0.0499905804187504,0.0136079176841731,0.0437431337511251,-0.000354261093608366,0.00244301756918191
