Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Im	
2306,25	0,285071045160294					2306,25	0,531841456890106	2306,25	1,04911756515503					2306,25	0,682816505432129	2306,25	1,26562559604645					2306,25	1,50519788265228	2306,25	1,67638993263245					2306,25	1,99838590621948	2306,25	-0,323231309652328					2306,25	-0,162308648228645	2306,25	0,115513309836388					2306,25	-0,0669537112116814	2306,25	0,222872003912926					2306,25	0,168725177645683	2306,25	0,128075435757637					2306,25	0,281690984964371	
2309,375	0,284732311964035					2309,375	0,531377553939819	2309,375	1,04860389232635					2309,375	0,682340204715729	2309,375	1,26532852649689					2309,375	1,50519061088562	2309,375	1,67490351200104					2309,375	1,99778878688812	2309,375	-0,321612149477005					2309,375	-0,160084068775177	2309,375	0,117247939109802					2309,375	-0,0654685571789742	2309,375	0,223510041832924					2309,375	0,168987557291985	2309,375	0,128401383757591					2309,375	0,280236780643463	
2312,5	0,283595085144043					2312,5	0,530553817749023	2312,5	1,04829657077789					2312,5	0,681347608566284	2312,5	1,26507294178009					2312,5	1,5047013759613	2312,5	1,67379701137543					2312,5	1,9958381652832	2312,5	-0,321304172277451					2312,5	-0,159118846058846	2312,5	0,118458263576031					2312,5	-0,0646241754293442	2312,5	0,225675746798515					2312,5	0,171034172177315	2312,5	0,130873084068298					2312,5	0,281289964914322	
2315,625	0,285417765378952					2315,625	0,531630873680115	2315,625	1,04954838752747					2315,625	0,682329535484314	2315,625	1,26690137386322					2315,625	1,50522339344025	2315,625	1,67450881004333					2315,625	1,99658191204071	2315,625	-0,317692428827286					2315,625	-0,156056806445122	2315,625	0,119884550571442					2315,625	-0,0621062852442265	2315,625	0,226434767246246					2315,625	0,170109748840332	2315,625	0,128077194094658					2315,625	0,275315582752228	
2318,75	0,287694603204727					2318,75	0,533100426197052	2318,75	1,0490847826004					2318,75	0,683764457702637	2318,75	1,26639020442963					2318,75	1,50298428535461	2318,75	1,67257010936737					2318,75	1,99254131317139	2318,75	-0,315234243869781					2318,75	-0,154540851712227	2318,75	0,12191116809845					2318,75	-0,0603865087032318	2318,75	0,227144226431847					2318,75	0,173301085829735	2318,75	0,131406977772713					2318,75	0,278554767370224	
2321,875	0,286469995975494					2321,875	0,53228497505188	2321,875	1,04883992671967					2321,875	0,683084726333618	2321,875	1,26681935787201					2321,875	1,50319564342499	2321,875	1,67268371582031					2321,875	1,99259126186371	2321,875	-0,314161777496338					2321,875	-0,153369173407555	2321,875	0,12338924407959					2321,875	-0,0591691732406616	2321,875	0,228866666555405					2321,875	0,174753844738007	2321,875	0,133808180689812					2321,875	0,280359774827957	
2325	0,284202337265015					2325	0,530659973621368	2325	1,05003702640533					2325	0,682004511356354	2325	1,26868367195129					2325	1,50713789463043	2325	1,67825651168823					2325	1,9998162984848	2325	-0,311372518539429					2325	-0,150457888841629	2325	0,125592097640038					2325	-0,0560198090970516	2325	0,231369704008102					2325	0,175572156906128	2325	0,133920922875404					2325	0,276393353939056	
2328,125	0,284321486949921					2328,125	0,530631601810455	2328,125	1,04995691776276					2328,125	0,681670188903809	2328,125	1,26758325099945					2328,125	1,50673127174377	2328,125	1,67757523059845					2328,125	1,99941122531891	2328,125	-0,31111752986908					2328,125	-0,150203511118889	2328,125	0,12751866877079					2328,125	-0,055901326239109	2328,125	0,233517587184906					2328,125	0,179561078548431	2328,125	0,138142302632332					2328,125	0,282605320215225	
2331,25	0,28368353843689					2331,25	0,530305564403534	2331,25	1,05057942867279					2331,25	0,681621968746185	2331,25	1,26816344261169					2331,25	1,50762963294983	2331,25	1,67836403846741					2331,25	2,00061106681824	2331,25	-0,308821231126785					2331,25	-0,147873148322105	2331,25	0,129343196749687					2331,25	-0,0538699291646481	2331,25	0,234981968998909					2331,25	0,180599763989449	2331,25	0,137667432427406					2331,25	0,282262951135635	
2334,375	0,286240488290787					2334,375	0,53224116563797	2334,375	1,05074346065521					2334,375	0,68307363986969	2334,375	1,26779007911682					2334,375	1,50624334812164	2334,375	1,67712104320526					2334,375	1,9962557554245	2334,375	-0,305700391530991					2334,375	-0,145389050245285	2334,375	0,130734205245972					2334,375	-0,0517273508012295	2334,375	0,23672154545784					2334,375	0,181882679462433	2334,375	0,138995304703712					2334,375	0,282944291830063	
2337,5	0,285625874996185					2337,5	0,532359480857849	2337,5	1,0515604019165					2337,5	0,683359920978546	2337,5	1,26869297027588					2337,5	1,50733983516693	2337,5	1,67741620540619					2337,5	1,99595654010773	2337,5	-0,303133994340897					2337,5	-0,14259946346283	2337,5	0,132020682096481					2337,5	-0,0497100353240967	2337,5	0,236847326159477					2337,5	0,180333197116852	2337,5	0,137022256851196					2337,5	0,277389258146286	
2340,625	0,284291505813599					2340,625	0,531659483909607	2340,625	1,05036056041718					2340,625	0,682123064994812	2340,625	1,26713931560516					2340,625	1,50728988647461	2340,625	1,67833316326141					2340,625	1,99736762046814	2340,625	-0,303438723087311					2340,625	-0,142395839095116	2340,625	0,134120002388954					2340,625	-0,0493659116327763	2340,625	0,239600226283073					2340,625	0,185170903801918	2340,625	0,14318436384201					2340,625	0,285444229841232	
2343,75	0,280397683382034					2343,75	0,528404593467712	2343,75	1,0501674413681					2343,75	0,680092632770538	2343,75	1,2683984041214					2343,75	1,51070368289948	2343,75	1,6832594871521					2343,75	2,0065062046051	2343,75	-0,301249593496323					2343,75	-0,140291720628738	2343,75	0,137360319495201					2343,75	-0,0469230636954308	2343,75	0,244077011942863					2343,75	0,189715474843979	2343,75	0,145638912916183					2343,75	0,286844253540039	
2346,875	0,283680588006973					2346,875	0,530628561973572	2346,875	1,05170035362244					2346,875	0,682455122470856	2346,875	1,26932978630066					2346,875	1,51081991195679	2346,875	1,68171834945679					2346,875	2,0020444393158	2346,875	-0,298274099826813					2346,875	-0,137500777840614	2346,875	0,137486800551414					2346,875	-0,0450715310871601	2346,875	0,243777483701706					2346,875	0,187482073903084	2346,875	0,142218798398972					2346,875	0,280507117509842	
2350	0,283474862575531					2350	0,530346095561981	2350	1,05081045627594					2350	0,682226181030273	2350	1,2685387134552					2350	1,51022565364838	2350	1,68203890323639					2350	2,00153994560242	2350	-0,297804176807404					2350	-0,136555939912796	2350	0,139830127358437					2350	-0,0437418445944786	2350	0,24625064432621					2350	0,191215321421623	2350	0,146896064281464					2350	0,286515265703201	
2353,125	0,283046782016754					2353,125	0,530666649341583	2353,125	1,05157458782196					2353,125	0,682483077049255	2353,125	1,26971518993378					2353,125	1,51109862327576	2353,125	1,68183827400208					2353,125	2,00050377845764	2353,125	-0,292966187000275					2353,125	-0,132695764303207	2353,125	0,140478372573853					2353,125	-0,0404058992862701	2353,125	0,245595723390579					2353,125	0,188841730356216	2353,125	0,143002033233643					2353,125	0,278551787137985	
2356,25	0,283883333206177					2356,25	0,531724214553833	2356,25	1,05200135707855					2356,25	0,683018505573273	2356,25	1,26892423629761					2356,25	1,51100087165833	2356,25	1,68116223812103					2356,25	1,99818348884583	2356,25	-0,291604816913605					2356,25	-0,131553143262863	2356,25	0,142074465751648					2356,25	-0,0392233468592167	2356,25	0,247008070349693					2356,25	0,191178679466248	2356,25	0,146019846200943					2356,25	0,279815554618835	
2359,375	0,281278252601624					2359,375	0,529690861701965	2359,375	1,05153656005859					2359,375	0,681532979011536	2359,375	1,26932919025421					2359,375	1,51363003253937	2359,375	1,68504071235657					2359,375	2,00413799285889	2359,375	-0,291272163391113					2359,375	-0,130535632371902	2359,375	0,145372748374939					2359,375	-0,0379860028624535	2359,375	0,250533789396286					2359,375	0,194646269083023	2359,375	0,149558052420616					2359,375	0,284729391336441	
2362,5	0,283037722110748					2362,5	0,530777513980865	2362,5	1,05171346664429					2362,5	0,682152152061462	2362,5	1,26891088485718					2362,5	1,51221346855164	2362,5	1,68210124969482					2362,5	1,99865698814392	2362,5	-0,287744611501694					2362,5	-0,127843499183655	2362,5	0,146186411380768					2362,5	-0,0360613092780113	2362,5	0,25092825293541					2362,5	0,19418902695179	2362,5	0,148768469691277					2362,5	0,282869607210159	
2365,625	0,286210954189301					2365,625	0,533230721950531	2365,625	1,0525780916214					2365,625	0,684464275836945	2365,625	1,26958465576172					2365,625	1,51044762134552	2365,625	1,67804718017578					2365,625	1,9928594827652	2365,625	-0,284736335277557					2365,625	-0,1253741979599	2365,625	0,146141901612282					2365,625	-0,0343708395957947	2365,625	0,250023633241653					2365,625	0,192338958382607	2365,625	0,14732563495636					2365,625	0,276596486568451	
2368,75	0,282611727714539					2368,75	0,530360221862793	2368,75	1,05273711681366					2368,75	0,682730674743652	2368,75	1,27103698253632					2368,75	1,51550781726837	2368,75	1,68468797206879					2368,75	2,0038788318634	2368,75	-0,284017741680145					2368,75	-0,123608380556107	2368,75	0,150712922215462					2368,75	-0,0319311246275902	2368,75	0,255438059568405					2368,75	0,198007479310036	2368,75	0,151436373591423					2368,75	0,283440828323364	
2371,875	0,284049987792969					2371,875	0,530781030654907	2371,875	1,05179917812347					2371,875	0,682766616344452	2371,875	1,26923382282257					2371,875	1,51386654376984	2371,875	1,68200671672821					2371,875	1,99950420856476	2371,875	-0,283401995897293					2371,875	-0,122955352067947	2371,875	0,15105639398098					2371,875	-0,0312013439834118	2371,875	0,256812483072281					2371,875	0,200225800275803	2371,875	0,153705030679703					2371,875	0,287850826978683	
2375	0,284818470478058					2375	0,531931340694427	2375	1,05318987369537					2375	0,683614432811737	2375	1,27054333686829					2375	1,51539921760559	2375	1,68322765827179					2375	1,99999141693115	2375	-0,278593122959137					2375	-0,119170591235161	2375	0,15222430229187					2375	-0,0276022534817457	2375	0,256532967090607					2375	0,197897627949715	2375	0,1501674503088					2375	0,278453648090363	
2378,125	0,283727377653122					2378,125	0,530968368053436	2378,125	1,052973985672					2378,125	0,683061182498932	2378,125	1,27041077613831					2378,125	1,51589930057526	2378,125	1,68348371982574					2378,125	2,00055885314941	2378,125	-0,278041064739227					2378,125	-0,118297331035137	2378,125	0,153668150305748					2378,125	-0,0264606010168791	2378,125	0,258831292390823					2378,125	0,200088784098625	2378,125	0,152312025427818					2378,125	0,281793147325516	
2381,25	0,283190816640854					2381,25	0,530819177627563	2381,25	1,0530903339386					2381,25	0,683005154132843	2381,25	1,26973116397858					2381,25	1,51614820957184	2381,25	1,6834864616394					2381,25	1,99914228916168	2381,25	-0,278020322322845					2381,25	-0,117392636835575	2381,25	0,155730843544006					2381,25	-0,0254081785678864	2381,25	0,261934220790863					2381,25	0,203140839934349	2381,25	0,156072437763214					2381,25	0,286103546619415	
2384,375	0,286280333995819					2384,375	0,533129632472992	2384,375	1,05344486236572					2384,375	0,684556305408478	2384,375	1,26882922649384					2384,375	1,51392245292664	2384,375	1,68083226680756					2384,375	1,99396932125092	2384,375	-0,276504635810852					2384,375	-0,115967400372028	2384,375	0,156540900468826					2384,375	-0,0243318416178226	2384,375	0,262307941913605					2384,375	0,204080775380135	2384,375	0,157867476344109					2384,375	0,286426395177841	
2387,5	0,281747102737427					2387,5	0,530545771121979	2387,5	1,0549111366272					2387,5	0,68343722820282	2387,5	1,27411544322968					2387,5	1,52121794223785	2387,5	1,6882803440094					2387,5	2,00711107254028	2387,5	-0,268516153097153					2387,5	-0,110099472105503	2387,5	0,159543216228485					2387,5	-0,0187853649258614	2387,5	0,263871490955353					2387,5	0,200396239757538	2387,5	0,151542589068413					2387,5	0,274224579334259	
2390,625	0,283316761255264					2390,625	0,531643331050873	2390,625	1,05418789386749					2390,625	0,683829128742218	2390,625	1,27310013771057					2390,625	1,51944184303284	2390,625	1,68537473678589					2390,625	2,00236845016479	2390,625	-0,268398731946945					2390,625	-0,109712094068527	2390,625	0,159880742430687					2390,625	-0,0183898750692606	2390,625	0,265520095825195					2390,625	0,202932611107826	2390,625	0,154875174164772					2390,625	0,278375804424286	
2393,75	0,281467199325562					2393,75	0,529906988143921	2393,75	1,0542619228363					2393,75	0,682588279247284	2393,75	1,27291119098663					2393,75	1,52149713039398	2393,75	1,68817448616028					2393,75	2,00593876838684	2393,75	-0,268052339553833					2393,75	-0,108733758330345	2393,75	0,162722527980804					2393,75	-0,0169430766254663	2393,75	0,269097149372101					2393,75	0,207015812397003	2393,75	0,159257754683495					2393,75	0,283705711364746	
2396,875	0,281543135643005					2396,875	0,529770374298096	2396,875	1,05296015739441					2396,875	0,682659864425659	2396,875	1,27098226547241					2396,875	1,51999187469482	2396,875	1,68571650981903					2396,875	2,00040435791016	2396,875	-0,268753856420517					2396,875	-0,10826849937439	2396,875	0,164081126451492					2396,875	-0,0164765436202288	2396,875	0,271237760782242					2396,875	0,208668038249016	2396,875	0,162572175264359					2396,875	0,287552803754807	
2400	0,284568786621094					2400	0,532028198242188	2400	1,05412626266479					2400	0,684247851371765	2400	1,27170944213867					2400	1,51905870437622	2400	1,68380653858185					2400	1,99659860134125	2400	-0,264387995004654					2400	-0,105186946690083	2400	0,164485961198807					2400	-0,0134793389588594	2400	0,27033719420433					2400	0,20596370100975	2400	0,158319309353828					2400	0,279918819665909	
2403,125	0,284078150987625					2403,125	0,531547904014587	2403,125	1,0542893409729					2403,125	0,683807253837585	2403,125	1,27250862121582					2403,125	1,51998555660248	2403,125	1,68472146987915					2403,125	1,99938631057739	2403,125	-0,263993084430695					2403,125	-0,104179389774799	2403,125	0,16604819893837					2403,125	-0,0128257591277361	2403,125	0,271928429603577					2403,125	0,208010837435722	2403,125	0,161289036273956					2403,125	0,282636404037476	
2406,25	0,284315377473831					2406,25	0,532599687576294	2406,25	1,05527210235596					2406,25	0,685036361217499	2406,25	1,27369201183319					2406,25	1,52061307430267	2406,25	1,6848669052124					2406,25	1,99751675128937	2406,25	-0,259624600410461					2406,25	-0,101253524422646	2406,25	0,166879668831825					2406,25	-0,0101577062159777	2406,25	0,272391557693481					2406,25	0,206500515341759	2406,25	0,158697009086609					2406,25	0,278446972370148	
2409,375	0,285033375024796					2409,375	0,533108592033386	2409,375	1,05553376674652					2409,375	0,685535848140717	2409,375	1,27379095554352					2409,375	1,52153313159943	2409,375	1,68651282787323					2409,375	1,99882769584656	2409,375	-0,257065385580063					2409,375	-0,0988691598176956	2409,375	0,168675601482391					2409,375	-0,00817504897713661	2409,375	0,274817317724228					2409,375	0,208155676722527	2409,375	0,160537838935852					2409,375	0,279444217681885	
2412,5	0,284097880125046					2412,5	0,532169222831726	2412,5	1,05432522296906					2412,5	0,684827566146851	2412,5	1,2721791267395					2412,5	1,52099657058716	2412,5	1,68695378303528					2412,5	1,99749732017517	2412,5	-0,256377071142197					2412,5	-0,097900465130806	2412,5	0,17044971883297					2412,5	-0,00725661497563124	2412,5	0,27731916308403					2412,5	0,211061537265778	2412,5	0,164246186614037					2412,5	0,283916413784027	
2415,625	0,281558036804199					2415,625	0,530827343463898	2415,625	1,05649614334106					2415,625	0,684429168701172	2415,625	1,27594697475433					2415,625	1,52651977539063	2415,625	1,69145202636719					2415,625	2,00456285476685	2415,625	-0,252410382032394					2415,625	-0,0948037132620811	2415,625	0,173525750637054					2415,625	-0,00384726747870445	2415,625	0,279514044523239					2415,625	0,210129886865616	2415,625	0,162487238645554					2415,625	0,279390066862106	
2418,75	0,282519608736038					2418,75	0,531428277492523	2418,75	1,05597162246704					2418,75	0,68506383895874	2418,75	1,27612352371216					2418,75	1,52599489688873	2418,75	1,6894599199295					2418,75	2,00247669219971	2418,75	-0,25070133805275					2418,75	-0,0929710790514946	2418,75	0,17464753985405					2418,75	-0,00225518923252821	2418,75	0,28016871213913					2418,75	0,209701433777809	2418,75	0,16282095015049					2418,75	0,278396725654602	
2421,875	0,280200839042664					2421,875	0,529735624790192	2421,875	1,0553787946701					2421,875	0,683346748352051	2421,875	1,27566576004028					2421,875	1,52745449542999	2421,875	1,69173514842987					2421,875	2,00575757026672	2421,875	-0,249740093946457					2421,875	-0,0916881188750267	2421,875	0,176943302154541					2421,875	-0,00134536973200738	2421,875	0,283818393945694					2421,875	0,214329764246941	2421,875	0,167735889554024					2421,875	0,285307139158249	
2425	0,279431879520416					2425	0,529243469238281	2425	1,05576074123383					2425	0,683123648166656	2425	1,27623701095581					2425	1,52894353866577	2425	1,69376063346863					2425	2,0071132183075	2425	-0,248258516192436					2425	-0,090170718729496	2425	0,178791254758835					2425	0,00052045175107196	2425	0,286629050970078					2425	0,215725615620613	2425	0,17014367878437					2425	0,287103533744812	
2428,125	0,2817223072052					2428,125	0,531384944915771	2428,125	1,05637180805206					2428,125	0,685055613517761	2428,125	1,27709627151489					2428,125	1,52763569355011	2428,125	1,69066417217255					2428,125	2,00240898132324	2428,125	-0,245714783668518					2428,125	-0,088128075003624	2428,125	0,179134055972099					2428,125	0,0022504716180265	2428,125	0,286071300506592					2428,125	0,213132083415985	2428,125	0,167089387774467					2428,125	0,281164199113846	
