Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Im	
2115,625	0,292370110750198					2115,625	0,534945845603943	2115,625	1,04073655605316					2115,625	0,677034139633179	2115,625	1,25057566165924					2115,625	1,49172067642212	2115,625	1,67357540130615					2115,625	1,98509573936462	2115,625	-0,459423989057541					2115,625	-0,292398184537888	2115,625	-0,00459657190367579					2115,625	-0,186059236526489	2115,625	0,102037511765957					2115,625	0,0745769068598747	2115,625	0,0468940772116184					2115,625	0,23987041413784	
2118,75	0,291691392660141					2118,75	0,535147070884705	2118,75	1,04110145568848					2118,75	0,677340447902679	2118,75	1,25134348869324					2118,75	1,49156081676483	2118,75	1,67458581924438					2118,75	1,98518884181976	2118,75	-0,459177136421204					2118,75	-0,291539460420609	2118,75	-0,00144345755688846					2118,75	-0,185072630643845	2118,75	0,106298968195915					2118,75	0,078516960144043	2118,75	0,0547161512076855					2118,75	0,248368009924889	
2121,875	0,291891604661942					2121,875	0,535370588302612	2121,875	1,04222083091736					2121,875	0,677672624588013	2121,875	1,25239241123199					2121,875	1,49291527271271	2121,875	1,67595279216766					2121,875	1,98657023906708	2121,875	-0,458110004663467					2121,875	-0,290201306343079	2121,875	0,000805002811830491					2121,875	-0,183564096689224	2121,875	0,10896459966898					2121,875	0,0813142731785774	2121,875	0,058322086930275					2121,875	0,252138137817383	
2125	0,290636628866196					2125	0,534077942371368	2125	1,04212522506714					2125	0,676923632621765	2125	1,25328755378723					2125	1,49392318725586	2125	1,67840230464935					2125	1,99229800701141	2125	-0,454478919506073					2125	-0,287386327981949	2125	0,00184677599463612					2125	-0,180756613612175	2125	0,109886199235916					2125	0,0806155949831009	2125	0,0558289065957069					2125	0,246732234954834	
2128,125	0,289472311735153					2128,125	0,532731175422668	2128,125	1,04152858257294					2128,125	0,675929665565491	2128,125	1,25400066375732					2128,125	1,49360907077789	2128,125	1,6783481836319					2128,125	1,99441158771515	2128,125	-0,45054629445076					2128,125	-0,283905476331711	2128,125	0,00410777889192104					2128,125	-0,178300619125366	2128,125	0,111976273357868					2128,125	0,0800694301724434	2128,125	0,0560795702040195					2128,125	0,24536594748497	
2131,25	0,291807383298874					2131,25	0,534954369068146	2131,25	1,04189026355743					2131,25	0,677301108837128	2131,25	1,25331008434296					2131,25	1,49136805534363	2131,25	1,67483913898468					2131,25	1,9881876707077	2131,25	-0,449926733970642					2131,25	-0,28254821896553	2131,25	0,00655235582962632					2131,25	-0,176643088459969	2131,25	0,114237084984779					2131,25	0,0836010128259659	2131,25	0,0610833093523979					2131,25	0,250566393136978	
2134,375	0,292772173881531					2134,375	0,535838842391968	2134,375	1,04177796840668					2134,375	0,678105771541595	2134,375	1,25264692306519					2134,375	1,48981738090515	2134,375	1,67254102230072					2134,375	1,98328363895416	2134,375	-0,447958499193192					2134,375	-0,280230969190598	2134,375	0,00899211224168539					2134,375	-0,174259141087532	2134,375	0,116216853260994					2134,375	0,0873496755957603	2134,375	0,064183309674263					2134,375	0,251343965530396	
2137,5	0,291641026735306					2137,5	0,534617781639099	2137,5	1,04154908657074					2137,5	0,677735567092896	2137,5	1,25328707695007					2137,5	1,4900609254837	2137,5	1,6743186712265					2137,5	1,98724842071533	2137,5	-0,44445526599884					2137,5	-0,27744996547699	2137,5	0,01069569401443					2137,5	-0,172339797019958	2137,5	0,118003763258457					2137,5	0,0886017829179764	2137,5	0,0653693303465843					2137,5	0,251665085554123	
2140,625	0,292180210351944					2140,625	0,534686028957367	2140,625	1,04175937175751					2140,625	0,677836537361145	2140,625	1,25372314453125					2140,625	1,4900506734848	2140,625	1,6761976480484					2140,625	1,98872697353363	2140,625	-0,441293001174927					2140,625	-0,274867177009583	2140,625	0,0119550647214055					2140,625	-0,170177072286606	2140,625	0,119180299341679					2140,625	0,0884410738945007	2140,625	0,0647553727030754					2140,625	0,250044226646423	
2143,75	0,29060509800911					2143,75	0,533574461936951	2143,75	1,04174840450287					2143,75	0,677154123783112	2143,75	1,25446200370789					2143,75	1,49024605751038	2143,75	1,67738437652588					2143,75	1,99121117591858	2143,75	-0,438311636447906					2143,75	-0,2720667719841	2143,75	0,0140412356704473					2143,75	-0,167710959911346	2143,75	0,120518766343594					2143,75	0,0892942771315575	2143,75	0,0643667578697205					2143,75	0,247046008706093	
2146,875	0,289725750684738					2146,875	0,533337712287903	2146,875	1,04158627986908					2146,875	0,676986992359161	2146,875	1,25508403778076					2146,875	1,49018800258636	2146,875	1,67808783054352					2146,875	1,99261856079102	2146,875	-0,437927544116974					2146,875	-0,270769685506821	2146,875	0,0166214499622583					2146,875	-0,166878744959831	2146,875	0,123183116316795					2146,875	0,0921899527311325	2146,875	0,0670257955789566					2146,875	0,249200716614723	
2150	0,290651977062225					2150	0,533986866474152	2150	1,04142916202545					2150	0,677368342876434	2150	1,25480103492737					2150	1,48991680145264	2150	1,67776560783386					2150	1,98995411396027	2150	-0,433743357658386					2150	-0,267064720392227	2150	0,0192656982690096					2150	-0,163543164730072	2150	0,124870553612709					2150	0,0938911065459251	2150	0,0679838508367538					2150	0,246045246720314	
2153,125	0,289552986621857					2153,125	0,533217549324036	2153,125	1,04188823699951					2153,125	0,676970183849335	2153,125	1,25547564029694					2153,125	1,49059474468231	2153,125	1,67941319942474					2153,125	1,99192190170288	2153,125	-0,432022839784622					2153,125	-0,265385866165161	2153,125	0,0210131723433733					2153,125	-0,161691606044769	2153,125	0,126996040344238					2153,125	0,0959825292229652	2153,125	0,0692621916532516					2153,125	0,248022720217705	
2156,25	0,290280997753143					2156,25	0,534351289272308	2156,25	1,04193019866943					2156,25	0,677987515926361	2156,25	1,25409877300262					2156,25	1,48817300796509	2156,25	1,67652428150177					2156,25	1,9844377040863	2156,25	-0,431263446807861					2156,25	-0,264274775981903	2156,25	0,0223085582256317					2156,25	-0,160035580396652	2156,25	0,128644451498985					2156,25	0,0991272553801537	2156,25	0,0739557221531868					2156,25	0,252267956733704	
2159,375	0,289418339729309					2159,375	0,533566415309906	2159,375	1,04125308990479					2159,375	0,677112698554993	2159,375	1,25449955463409					2159,375	1,48812544345856	2159,375	1,67759072780609					2159,375	1,98610734939575	2159,375	-0,42805603146553					2159,375	-0,261826485395432	2159,375	0,0249618086963892					2159,375	-0,158056512475014	2159,375	0,130785420536995					2159,375	0,101606816053391	2159,375	0,0756867229938507					2159,375	0,253891170024872	
2162,5	0,291351675987244					2162,5	0,534558534622192	2162,5	1,04178822040558					2162,5	0,678235173225403	2162,5	1,25459718704224					2162,5	1,48713433742523	2162,5	1,67603123188019					2162,5	1,98270797729492	2162,5	-0,425433397293091					2162,5	-0,259059607982636	2162,5	0,0275333933532238					2162,5	-0,155570775270462	2162,5	0,132674187421799					2162,5	0,102893434464931	2162,5	0,0762059539556503					2162,5	0,253177314996719	
2165,625	0,292778760194778					2165,625	0,535588324069977	2165,625	1,04155325889587					2165,625	0,679290056228638	2165,625	1,2534031867981					2165,625	1,48395895957947	2165,625	1,6737117767334					2165,625	1,97667145729065	2165,625	-0,423588812351227					2165,625	-0,256990730762482	2165,625	0,029326006770134					2165,625	-0,153450667858124	2165,625	0,133836522698402					2165,625	0,106075279414654	2165,625	0,0795583873987198					2165,625	0,255478262901306	
2168,75	0,288831979036331					2168,75	0,533075153827667	2168,75	1,04179608821869					2168,75	0,677627384662628	2168,75	1,25529026985168					2168,75	1,488685131073	2168,75	1,68121564388275					2168,75	1,98905837535858	2168,75	-0,422480911016464					2168,75	-0,256111085414886	2168,75	0,031895887106657					2168,75	-0,15258614718914	2168,75	0,137950986623764					2168,75	0,111064158380032	2168,75	0,0830330178141594					2168,75	0,262977480888367	
2171,875	0,289963155984879					2171,875	0,533926784992218	2171,875	1,04172849655151					2171,875	0,678227424621582	2171,875	1,2537966966629					2171,875	1,48935770988464	2171,875	1,67977964878082					2171,875	1,98704314231873	2171,875	-0,418445944786072					2171,875	-0,252360999584198	2171,875	0,0338764116168022					2171,875	-0,149349123239517	2171,875	0,138747021555901					2171,875	0,111123375594616	2171,875	0,0824848040938377					2171,875	0,26055833697319	
2175	0,292064934968948					2175	0,535234212875366	2175	1,04239678382874					2175	0,678944408893585	2175	1,25327289104462					2175	1,48802077770233	2175	1,67644047737122					2175	1,98096823692322	2175	-0,415464133024216					2175	-0,249269366264343	2175	0,0362772606313229					2175	-0,146957486867905	2175	0,139984086155891					2175	0,111372441053391	2175	0,0814359039068222					2175	0,255753666162491	
2178,125	0,289199143648148					2178,125	0,532713890075684	2178,125	1,04251658916473					2178,125	0,677813053131104	2178,125	1,25512373447418					2178,125	1,490443110466	2178,125	1,68204081058502					2178,125	1,98840987682343	2178,125	-0,413117200136185					2178,125	-0,24748869240284	2178,125	0,0380556993186474					2178,125	-0,145446315407753	2178,125	0,141675218939781					2178,125	0,112087793648243	2178,125	0,0808375328779221					2178,125	0,255031853914261	
2181,25	0,290853947401047					2181,25	0,534445285797119	2181,25	1,04206538200378					2181,25	0,679415643215179	2181,25	1,25287568569183					2181,25	1,48827314376831	2181,25	1,67905473709106					2181,25	1,9808863401413	2181,25	-0,41281995177269					2181,25	-0,246820777654648	2181,25	0,0394695326685905					2181,25	-0,144317492842674	2181,25	0,144395530223846					2181,25	0,116582840681076	2181,25	0,0858664214611053					2181,25	0,262627840042114	
2184,375	0,289118677377701					2184,375	0,533631682395935	2184,375	1,04276871681213					2184,375	0,678371250629425	2184,375	1,25420224666595					2184,375	1,49090039730072	2184,375	1,68272817134857					2184,375	1,98558068275452	2184,375	-0,41116651892662					2184,375	-0,245350226759911	2184,375	0,0415718145668507					2184,375	-0,142343014478683	2184,375	0,146699026226997					2184,375	0,119753122329712	2184,375	0,0883279964327812					2184,375	0,267102807760239	
2187,5	0,289368718862534					2187,5	0,533666491508484	2187,5	1,04233360290527					2187,5	0,678711473941803	2187,5	1,25421750545502					2187,5	1,49039077758789	2187,5	1,68089938163757					2187,5	1,98432576656342	2187,5	-0,408154338598251					2187,5	-0,242699697613716	2187,5	0,0435366258025169					2187,5	-0,13987098634243	2187,5	0,148935347795486					2187,5	0,121275514364243	2187,5	0,0880285203456879					2187,5	0,265991032123566	
2190,625	0,288187175989151					2190,625	0,532724142074585	2190,625	1,04200291633606					2190,625	0,677958250045776	2190,625	1,25433325767517					2190,625	1,49215734004974	2190,625	1,68259513378143					2190,625	1,98703670501709	2190,625	-0,405210345983505					2190,625	-0,240229919552803	2190,625	0,0465729273855686					2190,625	-0,137602373957634	2190,625	0,151384457945824					2190,625	0,122803971171379	2190,625	0,0870835185050964					2190,625	0,262650161981583	
2193,75	0,289052903652191					2193,75	0,533376336097717	2193,75	1,04290199279785					2193,75	0,678358256816864	2193,75	1,25402522087097					2193,75	1,49188995361328	2193,75	1,6818323135376					2193,75	1,98517060279846	2193,75	-0,401690244674683					2193,75	-0,236607015132904	2193,75	0,0488089360296726					2193,75	-0,134744703769684	2193,75	0,151557117700577					2193,75	0,122363872826099	2193,75	0,0840292572975159					2193,75	0,257031440734863	
2196,875	0,288828551769257					2196,875	0,533391058444977	2196,875	1,04263579845428					2196,875	0,678540587425232	2196,875	1,25330352783203					2196,875	1,49179553985596	2196,875	1,68173789978027					2196,875	1,98422145843506	2196,875	-0,401330202817917					2196,875	-0,235845431685448	2196,875	0,0513400994241238					2196,875	-0,133502677083015	2196,875	0,154960364103317					2196,875	0,12696860730648	2196,875	0,089255690574646					2196,875	0,265049785375595	
2200	0,289120048284531					2200	0,533613085746765	2200	1,04211759567261					2200	0,678783059120178	2200	1,25232911109924					2200	1,49104046821594	2200	1,67878103256226					2200	1,9810311794281	2200	-0,398855119943619					2200	-0,233519658446312	2200	0,0527219362556934					2200	-0,131456881761551	2200	0,156274959445					2200	0,128023281693459	2200	0,0892203599214554					2200	0,266002595424652	
2203,125	0,289203554391861					2203,125	0,533275604248047	2203,125	1,04266762733459					2203,125	0,67863404750824	2203,125	1,25310611724854					2203,125	1,49318385124207	2203,125	1,68001294136047					2203,125	1,98368561267853	2203,125	-0,395283073186874					2203,125	-0,230753317475319	2203,125	0,0533407554030418					2203,125	-0,129281178116798	2203,125	0,157226905226707					2203,125	0,126961201429367	2203,125	0,0860426723957062					2203,125	0,262917995452881	
2206,25	0,289537489414215					2206,25	0,53341680765152	2206,25	1,04335069656372					2206,25	0,679231405258179	2206,25	1,25283551216125					2206,25	1,49417996406555	2206,25	1,67989778518677					2206,25	1,98297107219696	2206,25	-0,393409192562103					2206,25	-0,228725641965866	2206,25	0,0554843172430992					2206,25	-0,127277880907059	2206,25	0,159530833363533					2206,25	0,128559947013855	2206,25	0,0874393135309219					2206,25	0,261583477258682	
2209,375	0,287315040826797					2209,375	0,531830906867981	2209,375	1,0437194108963					2209,375	0,678054451942444	2209,375	1,25331854820251					2209,375	1,49694907665253	2209,375	1,68447232246399					2209,375	1,99079096317291	2209,375	-0,392146825790405					2209,375	-0,227323681116104	2209,375	0,0591355934739113					2209,375	-0,12532714009285	2209,375	0,164375454187393					2209,375	0,133614137768745	2209,375	0,0919003710150719					2209,375	0,268990904092789	
2212,5	0,286243051290512					2212,5	0,530900716781616	2212,5	1,04402530193329					2212,5	0,677475035190582	2212,5	1,25414144992828					2212,5	1,4988032579422	2212,5	1,68513119220734					2212,5	1,99373245239258	2212,5	-0,38881254196167					2212,5	-0,224192395806313	2212,5	0,0613039880990982					2212,5	-0,12282620370388	2212,5	0,166646018624306					2212,5	0,134322375059128	2212,5	0,0910998433828354					2212,5	0,268641978502274	
2215,625	0,287510305643082					2215,625	0,531944453716278	2215,625	1,04393625259399					2215,625	0,678513765335083	2215,625	1,25336861610413					2215,625	1,49763655662537	2215,625	1,68194830417633					2215,625	1,98854517936707	2215,625	-0,387160956859589					2215,625	-0,222383841872215	2215,625	0,0630535259842873					2215,625	-0,12117326259613	2215,625	0,168096587061882					2215,625	0,13481830060482	2215,625	0,0925965383648872					2215,625	0,269704908132553	
2218,75	0,287877887487412					2218,75	0,532600998878479	2218,75	1,0443195104599					2218,75	0,679155707359314	2218,75	1,25427567958832					2218,75	1,49763429164886	2218,75	1,68157982826233					2218,75	1,98785626888275	2218,75	-0,384892135858536					2218,75	-0,220275163650513	2218,75	0,0643735378980637					2218,75	-0,119442582130432	2218,75	0,169873267412186					2218,75	0,135777592658997	2218,75	0,0934198722243309					2218,75	0,270123422145844	
2221,875	0,286306113004684					2221,875	0,5318204164505	2221,875	1,04408288002014					2221,875	0,678471922874451	2221,875	1,25392186641693					2221,875	1,49884796142578	2221,875	1,68318617343903					2221,875	1,99028754234314	2221,875	-0,384057492017746					2221,875	-0,219047769904137	2221,875	0,0671534091234207					2221,875	-0,118058882653713	2221,875	0,174207285046577					2221,875	0,140812769532204	2221,875	0,0971550866961479					2221,875	0,276125997304916	
2225	0,285202592611313					2225	0,531148552894592	2225	1,04515302181244					2225	0,678375899791718	2225	1,25502014160156					2225	1,50152206420898	2225	1,68486154079437					2225	1,99474537372589	2225	-0,380958527326584					2225	-0,216196402907372	2225	0,0693650618195534					2225	-0,115387998521328	2225	0,176298707723618					2225	0,141279116272926	2225	0,0960239171981812					2225	0,274677932262421	
2228,125	0,28513690829277					2228,125	0,530655980110168	2228,125	1,04510807991028					2228,125	0,678360342979431	2228,125	1,25547242164612					2228,125	1,502601146698	2228,125	1,68437850475311					2228,125	1,99546718597412	2228,125	-0,377585113048553					2228,125	-0,213875442743301	2228,125	0,0702348798513412					2228,125	-0,112902924418449	2228,125	0,177404209971428					2228,125	0,140197440981865	2228,125	0,093491330742836					2228,125	0,272851824760437	
2231,25	0,286165028810501					2231,25	0,531392455101013	2231,25	1,04534327983856					2231,25	0,678848266601563	2231,25	1,25591015815735					2231,25	1,50204348564148	2231,25	1,6842942237854					2231,25	1,99450981616974	2231,25	-0,376041382551193					2231,25	-0,212320983409882	2231,25	0,0721500739455223					2231,25	-0,111472301185131	2231,25	0,179809466004372					2231,25	0,141933545470238	2231,25	0,0961845740675926					2231,25	0,274779438972473	
2234,375	0,286204189062119					2234,375	0,531988441944122	2234,375	1,0458402633667					2234,375	0,679601788520813	2234,375	1,25610303878784					2234,375	1,50123107433319	2234,375	1,68100297451019					2234,375	1,99243474006653	2234,375	-0,3730528652668					2234,375	-0,209634944796562	2234,375	0,0734387710690498					2234,375	-0,109313175082207	2234,375	0,181308105587959					2234,375	0,142019271850586	2234,375	0,0957832261919975					2234,375	0,272023975849152	
2237,5	0,286925703287125					2237,5	0,532375693321228	2237,5	1,0449515581131					2237,5	0,679713487625122	2237,5	1,25518202781677					2237,5	1,50052285194397	2237,5	1,67808532714844					2237,5	1,98899221420288	2237,5	-0,371310859918594					2237,5	-0,207624316215515	2237,5	0,0755214542150497					2237,5	-0,107856057584286	2237,5	0,183376103639603					2237,5	0,143872559070587	2237,5	0,0990096479654312					2237,5	0,274006098508835	
2240,625	0,289279758930206					2240,625	0,534013986587524	2240,625	1,04457545280457					2240,625	0,681196630001068	2240,625	1,25411212444305					2240,625	1,49806916713715	2240,625	1,67337560653687					2240,625	1,9818480014801	2240,625	-0,369143396615982					2240,625	-0,205337807536125	2240,625	0,0771804079413414					2240,625	-0,105958394706249	2240,625	0,184466853737831					2240,625	0,145461320877075	2240,625	0,100953280925751					2240,625	0,274532318115234	
2243,75	0,286652803421021					2243,75	0,532065272331238	2243,75	1,04553830623627					2243,75	0,680074989795685	2243,75	1,25640833377838					2243,75	1,5015971660614	2243,75	1,67748332023621					2243,75	1,98974001407623	2243,75	-0,365919321775436					2243,75	-0,202577829360962	2243,75	0,0794193521142006					2243,75	-0,103139109909534	2243,75	0,186710521578789					2243,75	0,144985064864159	2243,75	0,0990899652242661					2243,75	0,272525727748871	
2246,875	0,28608775138855					2246,875	0,531517207622528	2246,875	1,04581773281097					2246,875	0,679518640041351	2246,875	1,25705409049988					2246,875	1,50323617458344	2246,875	1,67900848388672					2246,875	1,99462938308716	2246,875	-0,36515411734581					2246,875	-0,20150463283062	2246,875	0,0816964283585548					2246,875	-0,102067887783051	2246,875	0,190137311816216					2246,875	0,147531121969223	2246,875	0,101913467049599					2246,875	0,275852382183075	
2250	0,286802589893341					2250	0,532030522823334	2250	1,04569244384766					2250	0,680229067802429	2250	1,25610446929932					2250	1,50169837474823	2250	1,67619180679321					2250	1,99111270904541	2250	-0,364798128604889					2250	-0,200798466801643	2250	0,083542175590992					2250	-0,10112701356411	2250	0,193036645650864					2250	0,150423094630241	2250	0,105463854968548					2250	0,281134128570557	
2253,125	0,28541487455368					2253,125	0,530848801136017	2253,125	1,04697954654694					2253,125	0,679609715938568	2253,125	1,25957703590393					2253,125	1,50532102584839	2253,125	1,68003535270691					2253,125	1,99778497219086	2253,125	-0,358760148286819					2253,125	-0,196179077029228	2253,125	0,0856017172336578					2253,125	-0,0973471775650978	2253,125	0,193745329976082					2253,125	0,147444739937782	2253,125	0,100948318839073					2253,125	0,2718126475811	
2256,25	0,285711854696274					2256,25	0,530929863452911	2256,25	1,04621946811676					2256,25	0,679597795009613	2256,25	1,25813806056976					2256,25	1,50475454330444	2256,25	1,67936229705811					2256,25	1,99577522277832	2256,25	-0,359469413757324					2256,25	-0,196261197328568	2256,25	0,0873151943087578					2256,25	-0,0970228612422943	2256,25	0,196890696883202					2256,25	0,15230256319046	2256,25	0,107803642749786					2256,25	0,281112521886826	
2259,375	0,287017911672592					2259,375	0,532352089881897	2259,375	1,04711353778839					2259,375	0,681186437606812	2259,375	1,25840151309967					2259,375	1,5034989118576	2259,375	1,67697668075562					2259,375	1,99220776557922	2259,375	-0,356721878051758					2259,375	-0,193732053041458	2259,375	0,0882523059844971					2259,375	-0,0952226668596268	2259,375	0,197723656892776					2259,375	0,151939988136292	2259,375	0,107659474015236					2259,375	0,277630895376205	
2262,5	0,285057604312897					2262,5	0,531230747699738	2262,5	1,04741299152374					2262,5	0,680629014968872	2262,5	1,26064097881317					2262,5	1,5064537525177	2262,5	1,67952847480774					2262,5	1,99910974502563	2262,5	-0,35378360748291					2262,5	-0,191024303436279	2262,5	0,091046616435051					2262,5	-0,0929765403270721	2262,5	0,199920132756233					2262,5	0,152255833148956	2262,5	0,107551619410515					2262,5	0,277009874582291	
2265,625	0,287674307823181					2265,625	0,533087193965912	2265,625	1,0460512638092					2265,625	0,681627750396729	2265,625	1,25833261013031					2265,625	1,50315058231354	2265,625	1,67495083808899					2265,625	1,99202907085419	2265,625	-0,354070454835892					2265,625	-0,191013813018799	2265,625	0,0922787487506866					2265,625	-0,0926345959305763	2265,625	0,202212929725647					2265,625	0,156286627054214	2265,625	0,113526076078415					2265,625	0,285215079784393	
2268,75	0,285026490688324					2268,75	0,531407237052917	2268,75	1,04709589481354					2268,75	0,680972337722778	2268,75	1,26162970066071					2268,75	1,50671422481537	2268,75	1,67905795574188					2268,75	1,99927127361298	2268,75	-0,348145514726639					2268,75	-0,186021134257317	2268,75	0,0942517668008804					2268,75	-0,0882329717278481	2268,75	0,202360451221466					2268,75	0,153338029980659	2268,75	0,109003439545631					2268,75	0,275637269020081	
2271,875	0,287055820226669					2271,875	0,53261125087738	2271,875	1,04638636112213					2271,875	0,681823194026947	2271,875	1,25990653038025					2271,875	1,50379633903503	2271,875	1,67451083660126					2271,875	1,99217796325684	2271,875	-0,348628282546997					2271,875	-0,185960546135902	2271,875	0,0954371467232704					2271,875	-0,0882880836725235	2271,875	0,20500473678112					2271,875	0,156268388032913	2271,875	0,114093191921711					2271,875	0,282010346651077	
2275	0,285983860492706					2275	0,531750559806824	2275	1,04640448093414					2275	0,681138157844543	2275	1,26039564609528					2275	1,50502598285675	2275	1,67603898048401					2275	1,9966139793396	2275	-0,346576333045959					2275	-0,183679327368736	2275	0,0977121889591217					2275	-0,0865019038319588	2275	0,208069860935211					2275	0,158753722906113	2275	0,116218134760857					2275	0,283406496047974	
2278,125	0,285955309867859					2278,125	0,532011210918427	2278,125	1,04569804668427					2278,125	0,680852949619293	2278,125	1,25907301902771					2278,125	1,50297737121582	2278,125	1,67374527454376					2278,125	1,99200427532196	2278,125	-0,344509482383728					2278,125	-0,181935593485832	2278,125	0,0996911600232124					2278,125	-0,0842151418328285	2278,125	0,209618434309959					2278,125	0,160676956176758	2278,125	0,119365744292736					2278,125	0,284427642822266	
2281,25	0,286041080951691					2281,25	0,532469153404236	2281,25	1,04822373390198					2281,25	0,681296110153198	2281,25	1,26206350326538					2281,25	1,50363457202911	2281,25	1,67349374294281					2281,25	1,99293553829193	2281,25	-0,339744299650192					2281,25	-0,177825003862381	2281,25	0,100310362875462					2281,25	-0,0806566402316093	2281,25	0,208200454711914					2281,25	0,155707806348801	2281,25	0,113742522895336					2281,25	0,272111713886261	
2284,375	0,285710215568542					2284,375	0,531569421291351	2284,375	1,04871356487274					2284,375	0,68122923374176	2284,375	1,26333916187286					2284,375	1,50515806674957	2284,375	1,67427635192871					2284,375	1,995485663414	2284,375	-0,337482184171677					2284,375	-0,175467148423195	2284,375	0,102660454809666					2284,375	-0,0788201987743378	2284,375	0,210608303546906					2284,375	0,157105997204781	2284,375	0,114560537040234					2284,375	0,273128539323807	
2287,5	0,286846905946732					2287,5	0,532210946083069	2287,5	1,04788529872894					2287,5	0,681746542453766	2287,5	1,26278221607208					2287,5	1,50477421283722	2287,5	1,67363524436951					2287,5	1,99441015720367	2287,5	-0,337504476308823					2287,5	-0,175195127725601	2287,5	0,104454278945923					2287,5	-0,0789704248309135	2287,5	0,213324978947639					2287,5	0,16107614338398	2287,5	0,118961729109287					2287,5	0,280549466609955	
2290,625	0,284819900989532					2290,625	0,530708193778992	2290,625	1,04807245731354					2290,625	0,681285083293915	2290,625	1,26451253890991					2290,625	1,50689673423767	2290,625	1,676917552948					2290,625	1,99886453151703	2290,625	-0,335229784250259					2290,625	-0,172885671257973	2290,625	0,10666248947382					2290,625	-0,0766985639929771	2290,625	0,215046793222427					2290,625	0,162148594856262	2290,625	0,120703749358654					2290,625	0,280443549156189	
2293,75	0,285688668489456					2293,75	0,531451344490051	2293,75	1,04665648937225					2293,75	0,681526362895966	2293,75	1,26238489151001					2293,75	1,5036655664444	2293,75	1,67405307292938					2293,75	1,9934424161911	2293,75	-0,334781974554062					2293,75	-0,171912655234337	2293,75	0,108949929475784					2293,75	-0,0752124786376953	2293,75	0,217970386147499					2293,75	0,166179805994034	2293,75	0,125532120466232					2293,75	0,285250514745712	
2296,875	0,28476694226265					2296,875	0,530820965766907	2296,875	1,0488920211792					2296,875	0,680734097957611	2296,875	1,26590085029602					2296,875	1,50686728954315	2296,875	1,67682158946991					2296,875	2,00005102157593	2296,875	-0,329173773527145					2296,875	-0,167827412486076	2296,875	0,110186479985714					2296,875	-0,0727071240544319	2296,875	0,218054786324501					2296,875	0,163073375821114	2296,875	0,121615640819073					2296,875	0,277381896972656	
2300	0,285071551799774					2300	0,531008064746857	2300	1,04829025268555					2300	0,681720554828644	2300	1,26535773277283					2300	1,50486731529236	2300	1,67491841316223					2300	1,9975106716156	2300	-0,329547673463821					2300	-0,167722105979919	2300	0,111349456012249					2300	-0,0721488520503044	2300	0,21987421810627					2300	0,166021138429642	2300	0,124918095767498					2300	0,282412499189377	
2303,125	0,284801810979843					2303,125	0,53133225440979	2303,125	1,04954063892365					2303,125	0,682835698127747	2303,125	1,26674687862396					2303,125	1,50658977031708	2303,125	1,6770613193512					2303,125	1,9991649389267	2303,125	-0,325159311294556					2303,125	-0,16415823996067	2303,125	0,113393820822239					2303,125	-0,0690467953681946	2303,125	0,221329361200333					2303,125	0,165794506669044	2303,125	0,125457748770714					2303,125	0,278511375188828	
