Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Re	Frequency in Hz	Silk_92_LF Sound Reflection Factor continuous Im	Frequency in Hz	Silk_92_HF Sound Reflection Factor continuous Im	
		2884,375	0,523464858531952			2884,375	0,188695892691612	
		2887,5	0,523263156414032			2887,5	0,189255595207214	
		2890,625	0,52299839258194			2890,625	0,191022038459778	
		2893,75	0,524983644485474			2893,75	0,191303193569183	
		2896,875	0,522717237472534			2896,875	0,190603315830231	
		2900	0,522886753082275			2900	0,191247567534447	
		2903,125	0,522997319698334			2903,125	0,191946357488632	
		2906,25	0,523685157299042			2906,25	0,192154884338379	
		2909,375	0,523993492126465			2909,375	0,19224289059639	
		2912,5	0,524107038974762			2912,5	0,192682921886444	
		2915,625	0,525129556655884			2915,625	0,193104848265648	
		2918,75	0,524618923664093			2918,75	0,192777395248413	
		2921,875	0,524154543876648			2921,875	0,193321272730827	
		2925	0,524809956550598			2925	0,193432942032814	
		2928,125	0,524370312690735			2928,125	0,193555161356926	
		2931,25	0,524269878864288			2931,25	0,195960015058517	
		2934,375	0,523582875728607			2934,375	0,195582062005997	
		2937,5	0,524197399616241			2937,5	0,196215733885765	
		2940,625	0,524049818515778			2940,625	0,195768997073174	
		2943,75	0,523446381092072			2943,75	0,197415292263031	
		2946,875	0,524312794208527			2946,875	0,198151275515556	
		2950	0,523548245429993			2950	0,198348864912987	
		2953,125	0,525446116924286			2953,125	0,198592081665993	
		2956,25	0,526008248329163			2956,25	0,198607057332993	
		2959,375	0,525107800960541			2959,375	0,199311092495918	
		2962,5	0,525470018386841			2962,5	0,199259594082832	
		2965,625	0,526127398014069			2965,625	0,199062541127205	
		2968,75	0,524360001087189			2968,75	0,199081733822823	
		2971,875	0,524467825889587			2971,875	0,199192211031914	
		2975	0,525830507278442			2975	0,201186463236809	
		2978,125	0,526504755020142			2978,125	0,201076313853264	
		2981,25	0,526000142097473			2981,25	0,200662940740585	
		2984,375	0,52576094865799			2984,375	0,200038135051727	
		2987,5	0,525547444820404			2987,5	0,199982210993767	
		2990,625	0,525964736938477			2990,625	0,202229127287865	
		2993,75	0,525417387485504			2993,75	0,202816188335419	
		2996,875	0,525619506835938			2996,875	0,202681303024292	
		3000	0,524401247501373			3000	0,201545462012291	
		3003,125	0,524703681468964			3003,125	0,201851695775986	
		3006,25	0,525948166847229			3006,25	0,20325680077076	
		3009,375	0,52572375535965			3009,375	0,203093752264977	
		3012,5	0,525798916816711			3012,5	0,204459175467491	
		3015,625	0,526666462421417			3015,625	0,203551381826401	
		3018,75	0,527969539165497			3018,75	0,205522865056992	
		3021,875	0,528350055217743			3021,875	0,206388279795647	
		3025	0,525657653808594			3025	0,199617996811867	
		3028,125	0,526989638805389			3028,125	0,203795954585075	
		3031,25	0,527548611164093			3031,25	0,205303847789764	
		3034,375	0,526737213134766			3034,375	0,206576585769653	
		3037,5	0,527068376541138			3037,5	0,206175282597542	
		3040,625	0,527185559272766			3040,625	0,204503878951073	
		3043,75	0,528347134590149			3043,75	0,207173138856888	
		3046,875	0,530685424804688			3046,875	0,205962687730789	
		3050	0,530407071113586			3050	0,206714734435081	
		3053,125	0,528988003730774			3053,125	0,206861421465874	
		3056,25	0,530462801456451			3056,25	0,206509009003639	
		3059,375	0,529593229293823			3059,375	0,205500483512878	
		3062,5	0,528692722320557			3062,5	0,204506769776344	
		3065,625	0,529075026512146			3065,625	0,206332430243492	
		3068,75	0,52881795167923			3068,75	0,206458017230034	
		3071,875	0,528928697109222			3071,875	0,206335872411728	
		3075	0,530461847782135			3075	0,206245079636574	
		3078,125	0,529057145118713			3078,125	0,205735847353935	
		3081,25	0,526569604873657			3081,25	0,205850556492805	
		3084,375	0,527064561843872			3084,375	0,20448337495327	
		3087,5	0,528568387031555			3087,5	0,205526828765869	
		3090,625	0,527713716030121			3090,625	0,208141475915909	
		3093,75	0,528619229793549			3093,75	0,205777391791344	
		3096,875	0,527673482894897			3096,875	0,205459341406822	
		3100	0,527611136436462			3100	0,206172272562981	
		3103,125	0,528041303157806			3103,125	0,206544026732445	
		3106,25	0,527825891971588			3106,25	0,207163587212563	
		3109,375	0,527871370315552			3109,375	0,207189753651619	
		3112,5	0,529339015483856			3112,5	0,207434445619583	
		3115,625	0,528003513813019			3115,625	0,204825267195702	
		3118,75	0,525931000709534			3118,75	0,206344321370125	
		3121,875	0,525199830532074			3121,875	0,205750226974487	
		3125	0,525680303573608			3125	0,2083610445261	
		3128,125	0,526157021522522			3128,125	0,20808133482933	
		3131,25	0,52699202299118			3131,25	0,207285284996033	
		3134,375	0,526315808296204			3134,375	0,206731140613556	
		3137,5	0,524549782276154			3137,5	0,208331003785133	
		3140,625	0,524778127670288			3140,625	0,206793993711472	
		3143,75	0,524513363838196			3143,75	0,208012074232101	
		3146,875	0,524690270423889			3146,875	0,207780942320824	
		3150	0,523450970649719			3150	0,207769349217415	
		3153,125	0,525313317775726			3153,125	0,207195967435837	
		3156,25	0,521265804767609			3156,25	0,208644986152649	
		3159,375	0,522361218929291			3159,375	0,20672944188118	
		3162,5	0,522272944450378			3162,5	0,206629931926727	
		3165,625	0,520987570285797			3165,625	0,206734851002693	
		3168,75	0,522542119026184			3168,75	0,206735193729401	
		3171,875	0,521636128425598			3171,875	0,20718252658844	
		3175	0,519482910633087			3175	0,209119975566864	
		3178,125	0,52302885055542			3178,125	0,206578582525253	
		3181,25	0,521962463855743			3181,25	0,209569603204727	
		3184,375	0,519859552383423			3184,375	0,20873387157917	
		3187,5	0,521394670009613			3187,5	0,208454862236977	
		3190,625	0,519183337688446			3190,625	0,209395527839661	
		3193,75	0,519282877445221			3193,75	0,210148721933365	
		3196,875	0,518884420394897			3196,875	0,209426909685135	
		3200	0,516203880310059			3200	0,209616601467133	
		3203,125	0,516055881977081			3203,125	0,208017185330391	
		3206,25	0,517372250556946			3206,25	0,208850726485252	
		3209,375	0,517687439918518			3209,375	0,208905756473541	
		3212,5	0,513832569122314			3212,5	0,21003158390522	
		3215,625	0,513190925121307			3215,625	0,209822535514832	
		3218,75	0,512047171592712			3218,75	0,208071276545525	
		3221,875	0,512072324752808			3221,875	0,210733011364937	
		3225	0,510595977306366			3225	0,210876971483231	
		3228,125	0,511914968490601			3228,125	0,211675778031349	
		3231,25	0,51067328453064			3231,25	0,213008970022202	
		3234,375	0,512561678886414			3234,375	0,209956273436546	
		3237,5	0,509080648422241			3237,5	0,212815165519714	
		3240,625	0,510482847690582			3240,625	0,213354527950287	
		3243,75	0,509380280971527			3243,75	0,214292332530022	
		3246,875	0,510448813438416			3246,875	0,214151918888092	
		3250	0,507531821727753			3250	0,211889684200287	
		3253,125	0,503987550735474			3253,125	0,215676337480545	
		3256,25	0,505585432052612			3256,25	0,214700102806091	
		3259,375	0,50534576177597			3259,375	0,215290412306786	
		3262,5	0,505425214767456			3262,5	0,218754947185516	
		3265,625	0,5038161277771			3265,625	0,219769224524498	
		3268,75	0,504373550415039			3268,75	0,217226073145866	
		3271,875	0,503866195678711			3271,875	0,218423247337341	
		3275	0,504433572292328			3275	0,219865754246712	
		3278,125	0,503260433673859			3278,125	0,219422966241837	
		3281,25	0,502250730991364			3281,25	0,218414589762688	
		3284,375	0,503001689910889			3284,375	0,218786180019379	
		3287,5	0,503025412559509			3287,5	0,2182527333498	
		3290,625	0,501814723014832			3290,625	0,219463288784027	
		3293,75	0,501771688461304			3293,75	0,219913050532341	
		3296,875	0,501062452793121			3296,875	0,221559852361679	
		3300	0,500453352928162			3300	0,221821263432503	
		3303,125	0,501340568065643			3303,125	0,22318696975708	
		3306,25	0,500977456569672			3306,25	0,221633896231651	
		3309,375	0,499814808368683			3309,375	0,221713230013847	
		3312,5	0,498165607452393			3312,5	0,222205758094788	
		3315,625	0,497593462467194			3315,625	0,224128529429436	
		3318,75	0,500471293926239			3318,75	0,225813373923302	
		3321,875	0,501406371593475			3321,875	0,224318772554398	
		3325	0,499693542718887			3325	0,22394734621048	
		3328,125	0,49766680598259			3328,125	0,225072681903839	
		3331,25	0,496667832136154			3331,25	0,222612977027893	
		3334,375	0,497403025627136			3334,375	0,225287273526192	
		3337,5	0,49775841832161			3337,5	0,227151051163673	
		3340,625	0,497161269187927			3340,625	0,225286036729813	
		3343,75	0,495494872331619			3343,75	0,225569203495979	
		3346,875	0,49580106139183			3346,875	0,228181302547455	
		3350	0,49577409029007			3350	0,229307651519775	
		3353,125	0,494260460138321			3353,125	0,228660762310028	
		3356,25	0,495398253202438			3356,25	0,228713676333427	
		3359,375	0,493723124265671			3359,375	0,229360938072205	
		3362,5	0,491807132959366			3362,5	0,230718672275543	
		3365,625	0,491301298141479			3365,625	0,228249534964561	
		3368,75	0,491367965936661			3368,75	0,229969367384911	
		3371,875	0,49197843670845			3371,875	0,229845151305199	
		3375	0,491364121437073			3375	0,22959478199482	
		3378,125	0,489488244056702			3378,125	0,230212673544884	
		3381,25	0,489701360464096			3381,25	0,229280114173889	
		3384,375	0,489791393280029			3384,375	0,230960816144943	
		3387,5	0,488518804311752			3387,5	0,23106338083744	
		3390,625	0,488602697849274			3390,625	0,231984406709671	
		3393,75	0,487494230270386			3393,75	0,232757225632668	
		3396,875	0,487878829240799			3396,875	0,233957931399345	
		3400	0,48995053768158			3400	0,234585970640182	
		3403,125	0,486042678356171			3403,125	0,23243847489357	
		3406,25	0,483947664499283			3406,25	0,233089223504066	
		3409,375	0,483816176652908			3409,375	0,23431171476841	
		3412,5	0,484143376350403			3412,5	0,236272275447845	
		3415,625	0,483041942119598			3415,625	0,234283939003944	
		3418,75	0,482113659381866			3418,75	0,235051229596138	
		3421,875	0,485004454851151			3421,875	0,235714003443718	
		3425	0,482627481222153			3425	0,236462309956551	
		3428,125	0,480287611484528			3428,125	0,236063331365585	
		3431,25	0,480381697416306			3431,25	0,237062498927116	
		3434,375	0,480758488178253			3434,375	0,238800764083862	
		3437,5	0,478866696357727			3437,5	0,240562990307808	
		3440,625	0,478742122650146			3440,625	0,239998936653137	
		3443,75	0,477587133646011			3443,75	0,238949790596962	
		3446,875	0,478511273860931			3446,875	0,239663079380989	
		3450	0,478629410266876			3450	0,24149714410305	
		3453,125	0,477733820676804			3453,125	0,242751449346542	
		3456,25	0,476805686950684			3456,25	0,241383329033852	
		3459,375	0,47595202922821			3459,375	0,242184489965439	
		3462,5	0,476090222597122			3462,5	0,242415726184845	
		3465,625	0,474485635757446			3465,625	0,243500128388405	
		3468,75	0,475166529417038			3468,75	0,245138108730316	
		3471,875	0,474249482154846			3471,875	0,245766490697861	
		3475	0,473011165857315			3475	0,245160952210426	
		3478,125	0,473281234502792			3478,125	0,24695959687233	
		3481,25	0,472747951745987			3481,25	0,247881442308426	
		3484,375	0,47073295712471			3484,375	0,248741880059242	
		3487,5	0,471806079149246			3487,5	0,246868893504143	
		3490,625	0,471127450466156			3490,625	0,249108791351318	
		3493,75	0,470979571342468			3493,75	0,249558508396149	
		3496,875	0,472078025341034			3496,875	0,249956011772156	
		3500	0,470730751752853			3500	0,250778168439865	
		3503,125	0,4678935110569			3503,125	0,250751376152039	
		3506,25	0,470260560512543			3506,25	0,251785010099411	
		3509,375	0,467879325151443			3509,375	0,24914313852787	
		3512,5	0,468406587839127			3512,5	0,248820662498474	
		3515,625	0,467946082353592			3515,625	0,251820504665375	
		3518,75	0,468666821718216			3518,75	0,253072768449783	
		3521,875	0,467254936695099			3521,875	0,254580736160278	
		3525	0,468016088008881			3525	0,254458755254745	
		3528,125	0,467864602804184			3528,125	0,254713624715805	
		3531,25	0,465944975614548			3531,25	0,255836516618729	
		3534,375	0,46600753068924			3534,375	0,255665063858032	
		3537,5	0,464984655380249			3537,5	0,257314532995224	
		3540,625	0,465331554412842			3540,625	0,256059557199478	
		3543,75	0,466370046138763			3543,75	0,257190197706223	
		3546,875	0,466585636138916			3546,875	0,256785422563553	
		3550	0,465624511241913			3550	0,257294654846191	
		3553,125	0,464798837900162			3553,125	0,259431838989258	
		3556,25	0,464728176593781			3556,25	0,259638339281082	
		3559,375	0,463134437799454			3559,375	0,26178053021431	
		3562,5	0,465159356594086			3562,5	0,259919255971909	
		3565,625	0,463923931121826			3565,625	0,259498655796051	
		3568,75	0,463129341602325			3568,75	0,260811120271683	
		3571,875	0,462363749742508			3571,875	0,26139771938324	
		3575	0,461744070053101			3575	0,261914640665054	
		3578,125	0,46126726269722			3578,125	0,261743366718292	
		3581,25	0,46010833978653			3581,25	0,262131541967392	
		3584,375	0,459307014942169			3584,375	0,261673659086227	
		3587,5	0,460397571325302			3587,5	0,263461023569107	
		3590,625	0,459761321544647			3590,625	0,263910949230194	
		3593,75	0,458746641874313			3593,75	0,263996005058289	
		3596,875	0,458337098360062			3596,875	0,265321999788284	
		3600	0,455732554197311			3600	0,265270501375198	
		3603,125	0,458969503641129			3603,125	0,265444546937943	
		3606,25	0,457425713539124			3606,25	0,267003268003464	
		3609,375	0,456711500883102			3609,375	0,267745435237885	
		3612,5	0,457642644643784			3612,5	0,267183482646942	
		3615,625	0,456442922353745			3615,625	0,268060564994812	
		3618,75	0,456764489412308			3618,75	0,269374370574951	
		3621,875	0,45883721113205			3621,875	0,268573522567749	
		3625	0,456425815820694			3625	0,268779426813126	
		3628,125	0,456461757421494			3628,125	0,268521904945374	
		3631,25	0,455578446388245			3631,25	0,269741117954254	
		3634,375	0,45387265086174			3634,375	0,270642101764679	
		3637,5	0,454938560724258			3637,5	0,271706819534302	
		3640,625	0,45833945274353			3640,625	0,269527137279511	
		3643,75	0,457061171531677			3643,75	0,271078586578369	
		3646,875	0,454642862081528			3646,875	0,270776122808456	
		3650	0,452858865261078			3650	0,271167784929276	
		3653,125	0,452346503734589			3653,125	0,271323829889297	
		3656,25	0,453517615795136			3656,25	0,271434605121613	
		3659,375	0,454207181930542			3659,375	0,271569699048996	
		3662,5	0,4536472260952			3662,5	0,273010164499283	
		3665,625	0,452434003353119			3665,625	0,272708117961884	
		3668,75	0,451617747545242			3668,75	0,273104012012482	
		3671,875	0,451601445674896			3671,875	0,271958947181702	
		3675	0,453543245792389			3675	0,273315459489822	
		3678,125	0,451255977153778			3678,125	0,273259490728378	
		3681,25	0,450069338083267			3681,25	0,27340179681778	
		3684,375	0,4499232172966			3684,375	0,273043632507324	
		3687,5	0,45010581612587			3687,5	0,272670149803162	
		3690,625	0,448866277933121			3690,625	0,273846328258514	
		3693,75	0,447827249765396			3693,75	0,274394690990448	
		3696,875	0,449136227369308			3696,875	0,275203824043274	
		3700	0,449144005775452			3700	0,275405764579773	
		3703,125	0,447322398424149			3703,125	0,275363951921463	
		3706,25	0,446299940347672			3706,25	0,274890840053558	
		3709,375	0,447812676429749			3709,375	0,275632470846176	
		3712,5	0,446507036685944			3712,5	0,274967342615128	
		3715,625	0,445565581321716			3715,625	0,27526181936264	
		3718,75	0,447538077831268			3718,75	0,278613299131393	
		3721,875	0,446969509124756			3721,875	0,276340395212173	
		3725	0,444142997264862			3725	0,275492042303085	
		3728,125	0,445321887731552			3728,125	0,277076840400696	
		3731,25	0,444982290267944			3731,25	0,276272028684616	
		3734,375	0,444271177053452			3734,375	0,278637737035751	
		3737,5	0,445225417613983			3737,5	0,277805179357529	
		3740,625	0,443619966506958			3740,625	0,278606027364731	
		3743,75	0,443678468465805			3743,75	0,278313994407654	
		3746,875	0,445105671882629			3746,875	0,278687655925751	
		3750	0,442848861217499			3750	0,279153794050217	
		3753,125	0,443074464797974			3753,125	0,277810126543045	
		3756,25	0,442067384719849			3756,25	0,278691202402115	
		3759,375	0,441696226596832			3759,375	0,277763426303864	
		3762,5	0,442024707794189			3762,5	0,279840439558029	
		3765,625	0,442661255598068			3765,625	0,280264168977737	
		3768,75	0,439281672239304			3768,75	0,279909163713455	
		3771,875	0,43791800737381			3771,875	0,278637170791626	
		3775	0,438899308443069			3775	0,278913557529449	
		3778,125	0,439144670963287			3778,125	0,278889864683151	
		3781,25	0,437983393669128			3781,25	0,27978977560997	
		3784,375	0,437827885150909			3784,375	0,279325813055038	
		3787,5	0,439278721809387			3787,5	0,280274927616119	
		3790,625	0,43830543756485			3790,625	0,281824707984924	
		3793,75	0,438496172428131			3793,75	0,281454741954803	
		3796,875	0,43790739774704			3796,875	0,280770123004913	
		3800	0,435221940279007			3800	0,281982749700546	
		3803,125	0,434770554304123			3803,125	0,28030663728714	
		3806,25	0,435861200094223			3806,25	0,281843066215515	
		3809,375	0,436850190162659			3809,375	0,282085329294205	
		3812,5	0,435046285390854			3812,5	0,281805872917175	
		3815,625	0,434197694063187			3815,625	0,28253436088562	
		3818,75	0,433386981487274			3818,75	0,283562242984772	
		3821,875	0,434985429048538			3821,875	0,281106173992157	
		3825	0,432085633277893			3825	0,284061104059219	
		3828,125	0,432975500822067			3828,125	0,282737970352173	
		3831,25	0,43346580862999			3831,25	0,282610684633255	
		3834,375	0,430947631597519			3834,375	0,28316855430603	
		3837,5	0,432399451732636			3837,5	0,283351480960846	
		3840,625	0,430945783853531			3840,625	0,283882975578308	
		3843,75	0,430721133947372			3843,75	0,28190803527832	
		3846,875	0,430282711982727			3846,875	0,282697379589081	
		3850	0,429299205541611			3850	0,2862628698349	
		3853,125	0,428608328104019			3853,125	0,283577889204025	
		3856,25	0,428784757852554			3856,25	0,284401774406433	
		3859,375	0,428222060203552			3859,375	0,284768015146255	
		3862,5	0,428429782390594			3862,5	0,284287005662918	
		3865,625	0,42639172077179			3865,625	0,283135175704956	
		3868,75	0,426958918571472			3868,75	0,285643547773361	
		3871,875	0,425294011831284			3871,875	0,28335839509964	
		3875	0,424907684326172			3875	0,282639801502228	
		3878,125	0,424912303686142			3878,125	0,285185188055038	
		3881,25	0,424999982118607			3881,25	0,285616666078568	
		3884,375	0,425218462944031			3884,375	0,285426139831543	
		3887,5	0,422874093055725			3887,5	0,284164369106293	
		3890,625	0,422848433256149			3890,625	0,285475522279739	
		3893,75	0,425927579402924			3893,75	0,287243038415909	
		3896,875	0,423601001501083			3896,875	0,286254853010178	
		3900	0,420770704746246			3900	0,285464316606522	
		3903,125	0,420141100883484			3903,125	0,287025988101959	
		3906,25	0,422357589006424			3906,25	0,285051286220551	
		3909,375	0,422889560461044			3909,375	0,286981016397476	
		3912,5	0,423350512981415			3912,5	0,288226574659348	
		3915,625	0,420106559991837			3915,625	0,287050068378448	
		3918,75	0,418345838785172			3918,75	0,287079244852066	
		3921,875	0,416985899209976			3921,875	0,288740754127502	
		3925	0,418240070343018			3925	0,288410127162933	
		3928,125	0,417443364858627			3928,125	0,285750508308411	
		3931,25	0,414971381425858			3931,25	0,287119805812836	
		3934,375	0,414923459291458			3934,375	0,287650465965271	
		3937,5	0,415783405303955			3937,5	0,28864049911499	
		3940,625	0,416436672210693			3940,625	0,28847798705101	
		3943,75	0,413664489984512			3943,75	0,288661569356918	
		3946,875	0,414867401123047			3946,875	0,288467526435852	
		3950	0,41422900557518			3950	0,289093762636185	
		3953,125	0,413215667009354			3953,125	0,288389593362808	
		3956,25	0,411429852247238			3956,25	0,290096700191498	
		3959,375	0,414234936237335			3959,375	0,289988189935684	
		3962,5	0,411485373973846			3962,5	0,288687705993652	
		3965,625	0,409685850143433			3965,625	0,288865178823471	
		3968,75	0,41075673699379			3968,75	0,28714394569397	
		3971,875	0,408194154500961			3971,875	0,290106952190399	
		3975	0,409347802400589			3975	0,288741409778595	
		3978,125	0,411107212305069			3978,125	0,290816605091095	
		3981,25	0,408968269824982			3981,25	0,290085673332214	
		3984,375	0,40591824054718			3984,375	0,288991689682007	
		3987,5	0,407014220952988			3987,5	0,289244264364243	
		3990,625	0,404504716396332			3990,625	0,292259573936462	
		3993,75	0,403519779443741			3993,75	0,287523061037064	
		3996,875	0,405837446451187			3996,875	0,290632843971252	
		4000	0,404430836439133			4000	0,291347205638886	
		4003,125	0,401660799980164			4003,125	0,290960907936096	
		4006,25	0,403459161520004			4006,25	0,289302974939346	
		4009,375	0,400744467973709			4009,375	0,286856114864349	
		4012,5	0,402696549892426			4012,5	0,291419148445129	
		4015,625	0,40271931886673			4015,625	0,293469578027725	
		4018,75	0,400467365980148			4018,75	0,292442500591278	
		4021,875	0,399718642234802			4021,875	0,293310433626175	
		4025	0,402210056781769			4025	0,293614596128464	
		4028,125	0,398922324180603			4028,125	0,291426450014114	
		4031,25	0,399867475032806			4031,25	0,29185539484024	
		4034,375	0,400160640478134			4034,375	0,294327944517136	
		4037,5	0,399202167987823			4037,5	0,292777687311172	
		4040,625	0,397771447896957			4040,625	0,292608112096787	
		4043,75	0,39822581410408			4043,75	0,294443577528	
		4046,875	0,398227870464325			4046,875	0,295892357826233	
		4050	0,398264288902283			4050	0,292931377887726	
		4053,125	0,396197766065598			4053,125	0,292649924755096	
		4056,25	0,396552860736847			4056,25	0,293583005666733	
		4059,375	0,395515412092209			4059,375	0,294441103935242	
		4062,5	0,396942675113678			4062,5	0,294614195823669	
		4065,625	0,394977331161499			4065,625	0,295180439949036	
		4068,75	0,395400524139404			4068,75	0,294618219137192	
		4071,875	0,394260078668594			4071,875	0,29508301615715	
		4075	0,394829422235489			4075	0,295843362808228	
		4078,125	0,395796656608582			4078,125	0,294958263635635	
		4081,25	0,394275605678558			4081,25	0,295080661773682	
		4084,375	0,393405675888062			4084,375	0,292173057794571	
		4087,5	0,392621427774429			4087,5	0,294537335634232	
		4090,625	0,392336398363113			4090,625	0,296014130115509	
		4093,75	0,390073180198669			4093,75	0,294751882553101	
		4096,875	0,392100900411606			4096,875	0,292985677719116	
		4100	0,391971051692963			4100	0,294327437877655	
		4103,125	0,390791177749634			4103,125	0,295524805784225	
		4106,25	0,38910111784935			4106,25	0,294750183820724	
		4109,375	0,39031657576561			4109,375	0,293811291456223	
		4112,5	0,388686299324036			4112,5	0,294971078634262	
		4115,625	0,390180677175522			4115,625	0,294834554195404	
		4118,75	0,388017028570175			4118,75	0,294381856918335	
		4121,875	0,389222860336304			4121,875	0,294703960418701	
		4125	0,389827340841293			4125	0,295300841331482	
		4128,125	0,388448745012283			4128,125	0,293884426355362	
		4131,25	0,38690197467804			4131,25	0,29515552520752	
		4134,375	0,386744201183319			4134,375	0,294935882091522	
		4137,5	0,388776242733002			4137,5	0,294116824865341	
		4140,625	0,387040346860886			4140,625	0,295891165733337	
		4143,75	0,387068688869476			4143,75	0,293884187936783	
		4146,875	0,387219816446304			4146,875	0,294953733682632	
		4150	0,388227373361588			4150	0,295476794242859	
		4153,125	0,386517971754074			4153,125	0,293331295251846	
		4156,25	0,384591698646545			4156,25	0,293506443500519	
		4159,375	0,383143216371536			4159,375	0,294570744037628	
		4162,5	0,385638654232025			4162,5	0,295303612947464	
		4165,625	0,384899765253067			4165,625	0,295113265514374	
		4168,75	0,38264411687851			4168,75	0,293824702501297	
		4171,875	0,382744461297989			4171,875	0,293516129255295	
		4175	0,383879423141479			4175	0,292994767427444	
		4178,125	0,382728725671768			4178,125	0,29322075843811	
		4181,25	0,383615136146545			4181,25	0,292792588472366	
		4184,375	0,383397340774536			4184,375	0,293174415826797	
		4187,5	0,379747182130814			4187,5	0,292931824922562	
		4190,625	0,379755467176437			4190,625	0,291118502616882	
		4193,75	0,38129711151123			4193,75	0,29192653298378	
		4196,875	0,380889594554901			4196,875	0,291818648576736	
		4200	0,382205992937088			4200	0,292918711900711	
		4203,125	0,381057977676392			4203,125	0,293004542589188	
		4206,25	0,381192654371262			4206,25	0,291780173778534	
		4209,375	0,382653057575226			4209,375	0,293070793151855	
		4212,5	0,381747215986252			4212,5	0,293878465890884	
		4215,625	0,382903814315796			4215,625	0,292426854372025	
		4218,75	0,382123917341232			4218,75	0,290282070636749	
		4221,875	0,379537999629974			4221,875	0,291398286819458	
		4225	0,380682349205017			4225	0,290080398321152	
		4228,125	0,379593968391418			4228,125	0,290409803390503	
		4231,25	0,382084578275681			4231,25	0,291473567485809	
		4234,375	0,381064563989639			4234,375	0,291748374700546	
		4237,5	0,381745636463165			4237,5	0,292163670063019	
		4240,625	0,382345825433731			4240,625	0,292446792125702	
		4243,75	0,380886733531952			4243,75	0,290804386138916	
		4246,875	0,381117880344391			4246,875	0,289175391197205	
		4250	0,380392879247665			4250	0,290655940771103	
		4253,125	0,378792554140091			4253,125	0,285321325063705	
		4256,25	0,379356801509857			4256,25	0,286999732255936	
		4259,375	0,379851013422012			4259,375	0,288570642471313	
		4262,5	0,378566145896912			4262,5	0,288370758295059	
		4265,625	0,379530042409897			4265,625	0,286482244729996	
		4268,75	0,377822995185852			4268,75	0,287773042917252	
		4271,875	0,375608384609222			4271,875	0,286531090736389	
		4275	0,376760572195053			4275	0,28579768538475	
		4278,125	0,37771937251091			4278,125	0,28600150346756	
		4281,25	0,376915097236633			4281,25	0,285205602645874	
		4284,375	0,377333730459213			4284,375	0,284489303827286	
		4287,5	0,376439958810806			4287,5	0,283340275287628	
		4290,625	0,375317752361298			4290,625	0,283852487802505	
		4293,75	0,372587144374847			4293,75	0,283474713563919	
		4296,875	0,373928368091583			4296,875	0,283296227455139	
		4300	0,374414533376694			4300	0,286977618932724	
		4303,125	0,376010775566101			4303,125	0,286075860261917	
		4306,25	0,375600755214691			4306,25	0,284363269805908	
		4309,375	0,373298406600952			4309,375	0,28410792350769	
		4312,5	0,373548179864883			4312,5	0,2835992872715	
		4315,625	0,372512012720108			4315,625	0,281660556793213	
		4318,75	0,371070027351379			4318,75	0,283299654722214	
		4321,875	0,372968137264252			4321,875	0,281704097986221	
		4325	0,371403694152832			4325	0,281578689813614	
		4328,125	0,371638566255569			4328,125	0,283206343650818	
		4331,25	0,370510339736938			4331,25	0,283707976341248	
		4334,375	0,369691789150238			4334,375	0,284436792135239	
		4337,5	0,370499670505524			4337,5	0,28446838259697	
		4340,625	0,371456027030945			4340,625	0,285485863685608	
		4343,75	0,371028751134872			4343,75	0,283003151416779	
		4346,875	0,367358714342117			4346,875	0,283940553665161	
		4350	0,367374658584595			4350	0,284387141466141	
		4353,125	0,368791937828064			4353,125	0,284390181303024	
		4356,25	0,368393421173096			4356,25	0,284122169017792	
		4359,375	0,366567343473434			4359,375	0,283835619688034	
		4362,5	0,367306083440781			4362,5	0,283658772706985	
		4365,625	0,365798473358154			4365,625	0,284914076328278	
		4368,75	0,36706730723381			4368,75	0,284633219242096	
		4371,875	0,365730434656143			4371,875	0,284625232219696	
		4375	0,364494770765305			4375	0,283426761627197	
		4378,125	0,365752756595612			4378,125	0,284476935863495	
		4381,25	0,36669859290123			4381,25	0,284644842147827	
		4384,375	0,364257395267487			4384,375	0,283287435770035	
		4387,5	0,364981919527054			4387,5	0,283844232559204	
		4390,625	0,365300387144089			4390,625	0,286081343889236	
		4393,75	0,364399939775467			4393,75	0,284776240587235	
		4396,875	0,364975690841675			4396,875	0,284723311662674	
		4400	0,364340275526047			4400	0,285711050033569	
		4403,125	0,36427441239357			4403,125	0,2893086373806	
		4406,25	0,365896493196487			4406,25	0,286706775426865	
		4409,375	0,365474760532379			4409,375	0,286290735006332	
		4412,5	0,363153904676437			4412,5	0,285337269306183	
		4415,625	0,363107949495316			4415,625	0,285853296518326	
		4418,75	0,362997740507126			4418,75	0,283679753541946	
		4421,875	0,361819118261337			4421,875	0,285117655992508	
		4425	0,360455304384232			4425	0,286401182413101	
		4428,125	0,361988753080368			4428,125	0,286105901002884	
		4431,25	0,361497610807419			4431,25	0,286190181970596	
		4434,375	0,360889494419098			4434,375	0,285105675458908	
		4437,5	0,364686638116837			4437,5	0,285653293132782	
		4440,625	0,362235695123672			4440,625	0,285290330648422	
		4443,75	0,361861556768417			4443,75	0,28589054942131	
		4446,875	0,361967206001282			4446,875	0,285227090120316	
		4450	0,361402064561844			4450	0,285329580307007	
		4453,125	0,361820101737976			4453,125	0,284387141466141	
		4456,25	0,363459318876266			4456,25	0,28518146276474	
