Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Silk_92_HF Sound Absorption Coefficient 1/3-octave	
4075	0,537612823746099					4075	0,861028515560582	4075	0,925168200568394					4075	0,896658569019496	4075	0,925727711293477					4075	0,918596287321118	4075	0,865623277212021					4075	0,806804485372355	4075	0,77522212610379																																			
4078,125	0,535353724315651					4078,125	0,860746372317467	4078,125	0,925073673970143					4078,125	0,896986898089472	4078,125	0,92569506960646					4078,125	0,918945985106523	4078,125	0,865617403402412					4078,125	0,806945930466225	4078,125	0,775301515195808																																			
4081,25	0,534224622492893					4081,25	0,860476171437758	4081,25	0,924943988109898					4081,25	0,897009092273091	4081,25	0,925562681303649					4081,25	0,919260187127138	4081,25	0,86551722334998					4081,25	0,807271715746418	4081,25	0,775108965373665																																			
4084,375	0,53845907743083					4084,375	0,861939161563048	4084,375	0,925950953113312					4084,375	0,897944801136825	4084,375	0,92636090667146					4084,375	0,920290521371362	4084,375	0,866537689236092					4084,375	0,809005233884196	4084,375	0,776810781293687																																			
4087,5	0,535485724887888					4087,5	0,860453918618292	4087,5	0,925199476999616					4087,5	0,89710365378011	4087,5	0,925802620124832					4087,5	0,919594282666305	4087,5	0,865688991610854					4087,5	0,806694168298461	4087,5	0,774129960400717																																			
4090,625	0,540999476111609					4090,625	0,861896221103353	4090,625	0,926311051772026					4090,625	0,898489205631182	4090,625	0,926759054923688					4090,625	0,920732850641571	4090,625	0,867413604944294					4090,625	0,808659617381132	4090,625	0,776865375075371																																			
4093,75	0,545319818312739					4093,75	0,863631384847841	4093,75	0,926586354008239					4093,75	0,899630430358287	4093,75	0,927407443677065					4093,75	0,92111866442919	4093,75	0,868294928531068					4093,75	0,81062294674843	4093,75	0,778723915695727																																			
4096,875	0,53926995864561					4096,875	0,861716359637448	4096,875	0,925575362472623					4096,875	0,898380989640158	4096,875	0,926495955725207					4096,875	0,920748660350404	4096,875	0,867176587601058					4096,875	0,808878876533308	4096,875	0,776525731534228																																			
4100	0,537460268497595					4100	0,860819593216938	4100	0,925373079105248					4100	0,898056346052594	4100	0,926306482958334					4100	0,920817478643599	4100	0,867249506162743					4100	0,808364246427655	4100	0,775318616663207																																			
4103,125	0,53827238438016					4103,125	0,860818637727715	4103,125	0,925591854161337					4103,125	0,898256412043319	4103,125	0,926438855924506					4103,125	0,92116944087787	4103,125	0,867454703347151					4103,125	0,80877686716772	4103,125	0,776461422459164																																			
4106,25	0,537490292564277					4106,25	0,860938512774798	4106,25	0,925921542241613					4106,25	0,89824250820337	4106,25	0,926372336574738					4106,25	0,921432020186205	4106,25	0,867659787511086					4106,25	0,80945338859476	4106,25	0,776306734495027																																			
4109,375	0,532986465135666					4109,375	0,859967215156	4109,375	0,924727301826324					4109,375	0,897369157481959	4109,375	0,925407756014138					4109,375	0,920747675920333	4109,375	0,866163998404507					4109,375	0,808098214906277	4109,375	0,77311133411109																																			
4112,5	0,539804719864152					4112,5	0,862212187130848	4112,5	0,925747461855141					4112,5	0,898902783519469	4112,5	0,926100879105537					4112,5	0,921684059569387	4112,5	0,867746819621662					4112,5	0,810063101032295	4112,5	0,776380958043775																																			
4115,625	0,53970145698614					4115,625	0,861846933584709	4115,625	0,925782907947215					4115,625	0,89876327020253	4115,625	0,926288897090725					4115,625	0,922127646340918	4115,625	0,867550524332129					4115,625	0,810931178772371	4115,625	0,777667798765136																																			
4118,75	0,535383972689746					4118,75	0,860375255074825	4118,75	0,92505803926978					4118,75	0,89836039375866	4118,75	0,925716262669829					4118,75	0,921928868771788	4118,75	0,866992398923104					4118,75	0,810091978068738	4118,75	0,77584519016413																																			
4121,875	0,534707628026225					4121,875	0,860283968254762	4121,875	0,925356516088783					4121,875	0,898683773172919	4121,875	0,925694967439968					4121,875	0,922042126202359	4121,875	0,867195295885053					4121,875	0,811104274648631	4121,875	0,775511435747098																																			
4125	0,539951863832385					4125	0,861812344955895	4125	0,925961972252378					4125	0,899578630963536	4125	0,926387127783579					4125	0,922535190662606	4125	0,868456492108268					4125	0,812535522355359	4125	0,777839400838904																																			
4128,125	0,539597440804659					4128,125	0,861546338016145	4128,125	0,925809173967185					4128,125	0,899230150885591	4128,125	0,926493670417997					4128,125	0,922786610283291	4128,125	0,868390305610168					4128,125	0,812188213569623	4128,125	0,777453605403216																																			
4131,25	0,537897398659035					4131,25	0,860904709940673	4131,25	0,925799190968451					4131,25	0,899083110613101	4131,25	0,92604628269853					4131,25	0,922932182069789	4131,25	0,86813847634572					4131,25	0,812519428333724	4131,25	0,776666016847683																																			
4134,375	0,53610742101189					4134,375	0,860371281077438	4134,375	0,92552317808902					4134,375	0,898871092803479	4134,375	0,925553762133699					4134,375	0,922623652404108	4134,375	0,867683238790011					4134,375	0,812241438945169	4134,375	0,776605396828095																																			
4137,5	0,535488796046635					4137,5	0,860376933303804	4137,5	0,925489079784884					4137,5	0,898680712438838	4137,5	0,925804105579515					4137,5	0,922425902833383	4137,5	0,867543434031178					4137,5	0,812411873374318	4137,5	0,776603230488433																																			
4140,625	0,538889164952056					4140,625	0,861153234255141	4140,625	0,926329378381921					4140,625	0,899448633593232	4140,625	0,926381154030919					4140,625	0,923114388727788	4140,625	0,868751422926344					4140,625	0,814021573371393	4140,625	0,778070470356042																																			
4143,75	0,53913343327961					4143,75	0,861493000773592	4143,75	0,926048096351068					4143,75	0,899375522977777	4143,75	0,926255022160601					4143,75	0,923346980594638	4143,75	0,868424434168174					4143,75	0,814367501854949	4143,75	0,778103243269586																																			
4146,875	0,538415658366069					4146,875	0,861110494969745	4146,875	0,926207015424086					4146,875	0,899710091639707	4146,875	0,92623324096467					4146,875	0,923416067827439	4146,875	0,868352400647221					4146,875	0,814404168394365	4146,875	0,777864752387428																																			
4150	0,540260698789748					4150	0,861796829832232	4150	0,926632846064156					4150	0,899852145941208	4150	0,926371033431109					4150	0,923557319415077	4150	0,868239540364298					4150	0,815079981654672	4150	0,777582848490153																																			
4153,125	0,533474544190999					4153,125	0,859717539902841	4153,125	0,925308597248347					4153,125	0,898604929443956	4153,125	0,925116927238752					4153,125	0,922862774771364	4153,125	0,866719671612311					4153,125	0,812743786286143	4153,125	0,776113266624855																																			
4156,25	0,534270561534544					4156,25	0,860202366750204	4156,25	0,925562159704154					4156,25	0,898906628314984	4156,25	0,925735665044806					4156,25	0,922876581385614	4156,25	0,867325485151729					4156,25	0,813757493371309	4156,25	0,777577213069035																																			
4159,375	0,537524922284436					4159,375	0,860952008031853	4159,375	0,926336782557235					4159,375	0,900282638844258	4159,375	0,926641780652525					4159,375	0,923829829286822	4159,375	0,868766409364029					4159,375	0,816313146816649	4159,375	0,78039000207457																																			
4162,5	0,539477151268786					4162,5	0,861487838193341	4162,5	0,926389314480167					4162,5	0,900527296220781	4162,5	0,926909377637548					4162,5	0,924122418891398	4162,5	0,869014874913218					4162,5	0,816732243951715	4162,5	0,780623156593688																																			
4165,625	0,539581461409654					4165,625	0,861737035857715	4165,625	0,926770863295412					4165,625	0,900319143335906	4165,625	0,926576016119424					4165,625	0,924074042281024	4165,625	0,86826153066075					4165,625	0,816368864573025	4165,625	0,78021751885637																																			
4168,75	0,540335991099964					4168,75	0,862300010902362	4168,75	0,926969381647913					4168,75	0,900711730427036	4168,75	0,927017027337411					4168,75	0,924215185841863	4168,75	0,868860100473229					4168,75	0,816841711004301	4168,75	0,781142242158876																																			
4171,875	0,540318402326621					4171,875	0,86275443958377	4171,875	0,926811383612688					4171,875	0,900819447774224	4171,875	0,92744196721296					4171,875	0,924609587603807	4171,875	0,869030699430919					4171,875	0,817180037097648	4171,875	0,781693039700804																																			
4175	0,536042744217164					4175	0,861520291277329	4175	0,926227443803143					4175	0,900150227057872	4175	0,926843004427338					4175	0,924400817684569	4175	0,867554156077356					4175	0,816886892436206	4175	0,780219066042539																																			
4178,125	0,533958526094979					4178,125	0,860621612640405	4178,125	0,925909728323073					4178,125	0,89968958814413	4178,125	0,926124168498185					4178,125	0,924071484998575	4178,125	0,867029458235786					4178,125	0,816217775129005	4178,125	0,779440638747651																																			
4181,25	0,537024335669053					4181,25	0,86181059630104	4181,25	0,926339769494176					4181,25	0,900258598842409	4181,25	0,927068543092024					4181,25	0,924380804762256	4181,25	0,867544525410754					4181,25	0,81671946924529	4181,25	0,780622876769118																																			
4184,375	0,537777490728622					4184,375	0,862265611322256	4184,375	0,92651821651059					4184,375	0,900516918956813	4184,375	0,927794555874807					4184,375	0,924538468343732	4184,375	0,867668052428925					4184,375	0,817297723328706	4184,375	0,781296029211404																																			
4187,5	0,538258893493287					4187,5	0,862238032605356	4187,5	0,926629022062222					4187,5	0,900672175419582	4187,5	0,928032423730234					4187,5	0,924469789782144	4187,5	0,867639899398609					4187,5	0,817353981266198	4187,5	0,781233309747746																																			
4190,625	0,537278269759946					4190,625	0,861798198748246	4190,625	0,926723274960064					4190,625	0,900611956878065	4190,625	0,927914054581697					4190,625	0,924595958587994	4190,625	0,86765352909961					4190,625	0,8168207529925	4190,625	0,781213829971901																																			
4193,75	0,536889392097286					4193,75	0,861828502547995	4193,75	0,926800757294971					4193,75	0,900759667170843	4193,75	0,928118525257109					4193,75	0,925098618557328	4193,75	0,867933653713343					4193,75	0,816838435640122	4193,75	0,781838686217256																																			
4196,875	0,538503554066978					4196,875	0,862354710431272	4196,875	0,926901346659499					4196,875	0,900858988827837	4196,875	0,928632363264543					4196,875	0,925398732318989	4196,875	0,867821989658955					4196,875	0,817888812073202	4196,875	0,781866741958063																																			
4200	0,538884941999013					4200	0,862418874104706	4200	0,926501847358818					4200	0,900841960509734	4200	0,928770015781277					4200	0,925588519901173	4200	0,867809777069466					4200	0,818930955581717	4200	0,782467963374138																																			
4203,125	0,540241987246156					4203,125	0,862952381472414	4203,125	0,927104342231341					4203,125	0,901371880385509	4203,125	0,929345675377257					4203,125	0,925364884599439	4203,125	0,867764093389617					4203,125	0,818915204997893	4203,125	0,783191057832056																																			
4206,25	0,546236234733482					4206,25	0,864601154547408	4206,25	0,927717507219543					4206,25	0,902660607339447	4206,25	0,930923067560575					4206,25	0,926157095805995	4206,25	0,869194421607591					4206,25	0,820729259030406	4206,25	0,785737872042384																																			
4209,375	0,542596401938671					4209,375	0,863159801962664	4209,375	0,927615369449354					4209,375	0,902016669454103	4209,375	0,930843917460695					4209,375	0,925776825902988	4209,375	0,868180435691726					4209,375	0,819957724300528	4209,375	0,784736213115002																																			
4212,5	0,538738893115156					4212,5	0,862119739239638	4212,5	0,92745526578002					4212,5	0,901634284448549	4212,5	0,930659257529784					4212,5	0,925748018982929	4212,5	0,867211924815832					4212,5	0,818607048093064	4212,5	0,783310979269994																																			
4215,625	0,537963872355482					4215,625	0,861968954644136	4215,625	0,927529057892254					4215,625	0,901726086109958	4215,625	0,930595583344083					4215,625	0,925820313660599	4215,625	0,867353989500971					4215,625	0,818512956309329	4215,625	0,78273180613045																																			
4218,75	0,538542382803364					4218,75	0,861851179119139	4218,75	0,927596921031609					4218,75	0,90155567100025	4218,75	0,930604063022244					4218,75	0,925939718928702	4218,75	0,86711087761318					4218,75	0,818513065166222	4218,75	0,783026014812399																																			
4221,875	0,539845450680643					4221,875	0,862202376923513	4221,875	0,927723281795588					4221,875	0,901731736423654	4221,875	0,931053031045638					4221,875	0,926319702542431	4221,875	0,867594379464792					4221,875	0,81933983187183	4221,875	0,78393588286075																																			
4225	0,540874162910189					4225	0,862582142723692	4225	0,927917551146385					4225	0,902115028410608	4225	0,931521721320087					4225	0,926487831818447	4225	0,868699588101205					4225	0,819249732217101	4225	0,784866058325974																																			
4228,125	0,543078994907032					4228,125	0,862773344506941	4228,125	0,927982831317021					4228,125	0,902587210236806	4228,125	0,93213944412149					4228,125	0,927025400574084	4228,125	0,868612154555685					4228,125	0,820491927755109	4228,125	0,786311253341323																																			
4231,25	0,53987926245568					4231,25	0,861518374392313	4231,25	0,927907851735452					4231,25	0,902334039128434	4231,25	0,932165052667125					4231,25	0,926655428354248	4231,25	0,867539196936355					4231,25	0,819812829124835	4231,25	0,784867172869677																																			
4234,375	0,542057709086352					4234,375	0,86194556076179	4234,375	0,927748862652521					4234,375	0,90263230400726	4234,375	0,932066116096365					4234,375	0,927099152858758	4234,375	0,867720783524072					4234,375	0,820343147406497	4234,375	0,785012950141129																																			
4237,5	0,543144802135017					4237,5	0,86272861118887	4237,5	0,927929250817799					4237,5	0,902760148447018	4237,5	0,932338086338679					4237,5	0,927423702120652	4237,5	0,868214793701808					4237,5	0,820482149039823	4237,5	0,786100431216015																																			
4240,625	0,540092608667293					4240,625	0,861686254221448	4240,625	0,927561916532781					4240,625	0,90230352908221	4240,625	0,932248137490065					4240,625	0,927007757989594	4240,625	0,86724667217231					4240,625	0,81894755513606	4240,625	0,785054586815367																																			
4243,75	0,543903935561081					4243,75	0,863207609943234	4243,75	0,928235828304979					4243,75	0,9030405994068	4243,75	0,933110538512749					4243,75	0,92753562256932	4243,75	0,867794239663336					4243,75	0,820302724247203	4243,75	0,78616223273588																																			
4246,875	0,538702057253331					4246,875	0,861233325069318	4246,875	0,927409056183472					4246,875	0,902265530017677	4246,875	0,932632312231554					4246,875	0,927127450719985	4246,875	0,866941607628953					4246,875	0,819330009805409	4246,875	0,78486594185594																																			
4250	0,540281652563794					4250	0,86142452544987	4250	0,927519439527511					4250	0,902284609860424	4250	0,932892001066525					4250	0,927901371063167	4250	0,867056896449655					4250	0,819203824325508	4250	0,785413807640951																																			
4253,125	0,543306697312609					4253,125	0,86270066156685	4253,125	0,928496120301374					4253,125	0,903386806956858	4253,125	0,933536766711266					4253,125	0,928359504275912	4253,125	0,867708517560618					4253,125	0,821073129040536	4253,125	0,787471767546197																																			
4256,25	0,541324483812034					4256,25	0,862029779940089	4256,25	0,928084372804574					4256,25	0,903001411018471	4256,25	0,933301553998076					4256,25	0,92802595666021	4256,25	0,866814769273017					4256,25	0,820811383039776	4256,25	0,786955967792664																																			
4259,375	0,539415159803057					4259,375	0,861602973374124	4259,375	0,928158983239089					4259,375	0,903261800466425	4259,375	0,933389589718682					4259,375	0,928218204772873	4259,375	0,866459110785391					4259,375	0,820710232895799	4259,375	0,786923899924863																																			
4262,5	0,538580879230424					4262,5	0,861253728611414	4262,5	0,927977435165794					4262,5	0,902750331353171	4262,5	0,933183165471563					4262,5	0,928192283147298	4262,5	0,866571587708957					4262,5	0,820388575752074	4262,5	0,786606130447773																																			
4265,625	0,538414112783996					4265,625	0,861206810262317	4265,625	0,928013080061369					4265,625	0,903133965770424	4265,625	0,93332639500318					4265,625	0,928476138239285	4265,625	0,866635222553282					4265,625	0,820307577769932	4265,625	0,786827126301471																																			
4268,75	0,537212542030424					4268,75	0,860926856989798	4268,75	0,928318529026682					4268,75	0,902973906586399	4268,75	0,9334961424021					4268,75	0,928770874491881	4268,75	0,866753591079686					4268,75	0,820560807766356	4268,75	0,786666404252682																																			
4271,875	0,538937392796897					4271,875	0,861384764089573	4271,875	0,928639035343635					4271,875	0,902949651373771	4271,875	0,933422447766398					4271,875	0,92946359893479	4271,875	0,866876443277656					4271,875	0,821457278345036	4271,875	0,787662544521819																																			
4275	0,537692267767224					4275	0,860752183139667	4275	0,927825790557929					4275	0,903460840449129	4275	0,93387677752415					4275	0,92955816711028	4275	0,865995818778122					4275	0,821126150205415	4275	0,788065189545356																																			
4278,125	0,536812554747911					4278,125	0,861279370934266	4278,125	0,927790741033722					4278,125	0,903111534283316	4278,125	0,933828585218033					4278,125	0,929385344130628	4278,125	0,86559656867039					4278,125	0,820421873700269	4278,125	0,787523427172187																																			
4281,25	0,537285385201444					4281,25	0,861336921941611	4281,25	0,928097929234114					4281,25	0,903663688552981	4281,25	0,933975136752591					4281,25	0,92986643914176	4281,25	0,865438270927126					4281,25	0,820278613925256	4281,25	0,788318536013157																																			
4284,375	0,533714800787408					4284,375	0,860210286140375	4284,375	0,927640252532449					4284,375	0,902165175118305	4284,375	0,933447510414218					4284,375	0,929022551353795	4284,375	0,865330609621808					4284,375	0,818906953872192	4284,375	0,78768845480671																																			
4287,5	0,532969970494285					4287,5	0,860295896438253	4287,5	0,927734299083975					4287,5	0,90213325543712	4287,5	0,933541250881043					4287,5	0,928949489424586	4287,5	0,86476567179702					4287,5	0,819362433474306	4287,5	0,788030153901368																																			
4290,625	0,533864583536127					4290,625	0,860317027474685	4290,625	0,928429899747973					4290,625	0,903101083945456	4290,625	0,934070033474428					4290,625	0,929408533151945	4290,625	0,864556462550386					4290,625	0,819505439508182	4290,625	0,78779753771249																																			
4293,75	0,53760908896105					4293,75	0,861977548739837	4293,75	0,928897406700853					4293,75	0,904022101617568	4293,75	0,934839489409001					4293,75	0,930333471094204	4293,75	0,866265978805554					4293,75	0,821606100530305	4293,75	0,790003969303362																																			
4296,875	0,539606810126052					4296,875	0,862939268147886	4296,875	0,929278304881642					4296,875	0,904637314369756	4296,875	0,934934950056958					4296,875	0,930408015824268	4296,875	0,866788754289083					4296,875	0,822421209002746	4296,875	0,790808224417462																																			
4300	0,53730665396243					4300	0,863368926551498	4300	0,928823050754079					4300	0,905028659119535	4300	0,935124951984127					4300	0,930540324941606	4300	0,86560154125485					4300	0,82238103648991	4300	0,790668104529387																																			
4303,125	0,535518615228592					4303,125	0,861970994977469	4303,125	0,928712194273536					4303,125	0,90475378133846	4303,125	0,934870493825599					4303,125	0,930766533495649	4303,125	0,864971284425963					4303,125	0,821455806222477	4303,125	0,789972101557746																																			
4306,25	0,537607690480574					4306,25	0,862767289233076	4306,25	0,928691739792426					4306,25	0,904553575706611	4306,25	0,935304950781331					4306,25	0,931097035784917	4306,25	0,866141254855117					4306,25	0,822752382160878	4306,25	0,791319111468073																																			
4309,375	0,537735565692933					4309,375	0,862877405128665	4309,375	0,929196761717441					4309,375	0,904931647107427	4309,375	0,935649726132022					4309,375	0,931212555728515	4309,375	0,86660972578858					4309,375	0,822544716776522	4309,375	0,791503190361143																																			
4312,5	0,53356128706604					4312,5	0,861554787071869	4312,5	0,928928995358312					4312,5	0,904350349195677	4312,5	0,934789809207285					4312,5	0,931208955202395	4312,5	0,865360393675009					4312,5	0,82094894441545	4312,5	0,7900803190832																																			
4315,625	0,535543109285053					4315,625	0,862677829865994	4315,625	0,929346526769431					4315,625	0,905071293509525	4315,625	0,93529818502296					4315,625	0,931975862188606	4315,625	0,866091925897106					4315,625	0,821863589775135	4315,625	0,791555804549454																																			
4318,75	0,533044835845396					4318,75	0,862571289192488	4318,75	0,929562230973818					4318,75	0,905140073938294	4318,75	0,935497624177548					4318,75	0,932148669550041	4318,75	0,865963725258929					4318,75	0,82242054063423	4318,75	0,792169256367262																																			
4321,875	0,533321192925825					4321,875	0,863681396402904	4321,875	0,929845204344085					4321,875	0,90568942332186	4321,875	0,935594391061749					4321,875	0,932086048528029	4321,875	0,866018414412242					4321,875	0,823240640232766	4321,875	0,792776426685499																																			
4325	0,536091099494509					4325	0,864239445680419	4325	0,930051333628978					4325	0,906293515564932	4325	0,936166536777829					4325	0,932603882301166	4325	0,866187797386832					4325	0,823586881259664	4325	0,793988215005201																																			
4328,125	0,531623392418831					4328,125	0,862964753786486	4328,125	0,929321685191663					4328,125	0,905674293707705	4328,125	0,936241992791436					4328,125	0,932328060810979	4328,125	0,865677768511774					4328,125	0,823334215315742	4328,125	0,793102320640417																																			
4331,25	0,528978321764803					4331,25	0,86202307201587	4331,25	0,928703854031305					4331,25	0,905138724762637	4331,25	0,935600542055188					4331,25	0,932333960325994	4331,25	0,865093012444467					4331,25	0,822932698302178	4331,25	0,792108602883878																																			
4334,375	0,533673447237125					4334,375	0,862785496263058	4334,375	0,929397326407684					4334,375	0,905860225608642	4334,375	0,936306548710515					4334,375	0,933222475574382	4334,375	0,865920721878314					4334,375	0,823665017392865	4334,375	0,793051255621406																																			
4337,5	0,529996798121885					4337,5	0,861737560667308	4337,5	0,929181776929377					4337,5	0,905463000595831	4337,5	0,936405690324371					4337,5	0,932810834373923	4337,5	0,865812667753619					4337,5	0,823039212979675	4337,5	0,791959632440991																																			
4340,625	0,533900207831245					4340,625	0,863261589549359	4340,625	0,929733415989179					4340,625	0,906134254431798	4340,625	0,936382546642039					4340,625	0,933004219369136	4340,625	0,866628135781521					4340,625	0,823622963875982	4340,625	0,792776434829978																																			
4343,75	0,531352805928903					4343,75	0,863177483188345	4343,75	0,92951367028319					4343,75	0,905866827174588	4343,75	0,936285866448482					4343,75	0,933292479632549	4343,75	0,865639061510116					4343,75	0,823602862946009	4343,75	0,792853289013644																																			
4346,875	0,533323522083552					4346,875	0,863130216804031	4346,875	0,929668456915383					4346,875	0,907148238354613	4346,875	0,936782771003597					4346,875	0,934081412486385	4346,875	0,865856882627501					4346,875	0,824996322529036	4346,875	0,794968637435922																																			
4350	0,533319389598567					4350	0,863351427608179	4350	0,930261338163804					4350	0,907236097808063	4350	0,93735596358835					4350	0,934148941225677	4350	0,866384352892311					4350	0,825285960838344	4350	0,795318172578927																																			
4353,125	0,531590443332081					4353,125	0,863093578971598	4353,125	0,930148377001017					4353,125	0,906940501476621	4353,125	0,93715110127969					4353,125	0,933922386159829	4353,125	0,866796804800781					4353,125	0,825401211641809	4353,125	0,794844786102835																																			
4356,25	0,53224006842406					4356,25	0,863472376685462	4356,25	0,930336882959998					4356,25	0,907188577329108	4356,25	0,937102862629698					4356,25	0,934047064104731	4356,25	0,866859482116835					4356,25	0,825535535079707	4356,25	0,795380411583142																																			
4359,375	0,535035575505425					4359,375	0,865577903524432	4359,375	0,931042452836769					4359,375	0,9076065474289	4359,375	0,937839764532944					4359,375	0,934625959918347	4359,375	0,867501810285919					4359,375	0,825737950030598	4359,375	0,797218860642675																																			
4362,5	0,52842118957138					4362,5	0,862791946104034	4362,5	0,930423646785153					4362,5	0,907124329861959	4362,5	0,937410800902707					4362,5	0,933334352741609	4362,5	0,866618413885617					4362,5	0,826023132565414	4362,5	0,795005391243613																																			
4365,625	0,528197742800464					4365,625	0,862563271142785	4365,625	0,929931415556307					4365,625	0,907531017887371	4365,625	0,937814010705885					4365,625	0,933622177357231	4365,625	0,865707482523985					4365,625	0,826048505079473	4365,625	0,795133726243652																																			
4368,75	0,527348516394368					4368,75	0,862998628722326	4368,75	0,92982578694007					4368,75	0,907100931150047	4368,75	0,937615519258746					4368,75	0,933385242585037	4368,75	0,8653019636457					4368,75	0,825346163249564	4368,75	0,795526480374772																																			
4371,875	0,533239308960248					4371,875	0,864415745404879	4371,875	0,930655354776542					4371,875	0,908001457247721	4371,875	0,938047707546987					4371,875	0,934077021817467	4371,875	0,866468068496657					4371,875	0,826641336406502	4371,875	0,797451497791749																																			
4375	0,534766721299343					4375	0,864665740957637	4375	0,931227364489676					4375	0,908024849615749	4375	0,938283735974997					4375	0,934253142885553	4375	0,866440661586688					4375	0,826615221339185	4375	0,797550958730933																																			
4378,125	0,52546163299043					4378,125	0,862506426596596	4378,125	0,930311903443734					4378,125	0,90743535350221	4378,125	0,937584740720005					4378,125	0,932996240107105	4378,125	0,864546611308431					4378,125	0,825001873527694	4378,125	0,795559656520721																																			
4381,25	0,529889576272354					4381,25	0,86370480207396	4381,25	0,931310683808752					4381,25	0,908192081773654	4381,25	0,938292241200353					4381,25	0,9334594336281	4381,25	0,865440067436487					4381,25	0,82640424180457	4381,25	0,797517241333295																																			
4384,375	0,53343112065507					4384,375	0,864490086187487	4384,375	0,931862230792586					4384,375	0,908877130779529	4384,375	0,938752129443809					4384,375	0,933625124647632	4384,375	0,866396844184393					4384,375	0,827564030400803	4384,375	0,798841832449183																																			
4387,5	0,536758186227785					4387,5	0,865968307590913	4387,5	0,932060334234529					4387,5	0,909899174171357	4387,5	0,939094839423945					4387,5	0,93417592246432	4387,5	0,867077767574257					4387,5	0,828276434418797	4387,5	0,800634654488234																																			
4390,625	0,53362603005642					4390,625	0,865279607769707	4390,625	0,931591627407057					4390,625	0,909854402408611	4390,625	0,939161235374005					4390,625	0,933855343968414	4390,625	0,866449962841237					4390,625	0,827990327201256	4390,625	0,800171454236546																																			
4393,75	0,531527542583762					4393,75	0,864364200669328	4393,75	0,931583314118567					4393,75	0,909472602190061	4393,75	0,938880359072709					4393,75	0,933355241080896	4393,75	0,866287142790265					4393,75	0,82758162926988	4393,75	0,79943424126623																																			
4396,875	0,529554127979934					4396,875	0,863577804949383	4396,875	0,931546360344593					4396,875	0,909239634496095	4396,875	0,939131843492309					4396,875	0,932993659390873	4396,875	0,866118288327956					4396,875	0,827338469721194	4396,875	0,798973968464311																																			
4400	0,530945182055453					4400	0,86418519335711	4400	0,931662033674566					4400	0,909792633034007	4400	0,939547774492832					4400	0,932631308144365	4400	0,866066864542088					4400	0,827991149495008	4400	0,799599385404088																																			
4403,125	0,534549094019108					4403,125	0,865924733925658	4403,125	0,93216668467204					4403,125	0,910693203227338	4403,125	0,939543099083448					4403,125	0,932885549584793	4403,125	0,86647271506221					4403,125	0,828790607728769	4403,125	0,800894329460677																																			
4406,25	0,534353758100004					4406,25	0,86590777411994	4406,25	0,93221535875236					4406,25	0,910912494183523	4406,25	0,939623382580306					4406,25	0,932312295507692	4406,25	0,867326323387758					4406,25	0,829091215313258	4406,25	0,801806504480883																																			
4409,375	0,53057786704751					4409,375	0,864995739351448	4409,375	0,931900320870968					4409,375	0,910936869867495	4409,375	0,939655503559255					4409,375	0,931520952229277	4409,375	0,866768175538766					4409,375	0,82950815412443	4409,375	0,801248508534734																																			
