Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_92_HF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_92_LF_1 Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Wool_99_LF Normalized Surface Impedance continuous Im	
3690,625	1,65260124206543			3690,625	1,50852644443512					3690,625	1,46545791625977	3690,625	1,23272144794464					3690,625	0,963184952735901	3690,625	0,700181841850281					3690,625	0,414600282907486	3690,625	0,232410818338394			3690,625	0,5500608086586			3690,625	0,597223579883575					3690,625	0,643566429615021	3690,625	0,66793292760849					3690,625	0,633025586605072	3690,625	0,573614418506622					3690,625	0,44839534163475	3690,625	0,359436988830566			
3693,75	1,64931404590607			3693,75	1,51252603530884					3693,75	1,46865141391754	3693,75	1,23636496067047					3693,75	0,965253412723541	3693,75	0,701001048088074					3693,75	0,415195792913437	3693,75	0,232257425785065			3693,75	0,551437675952911			3693,75	0,596355617046356					3693,75	0,644448757171631	3693,75	0,669205248355865					3693,75	0,635951697826386	3693,75	0,576138079166412					3693,75	0,451452821493149	3693,75	0,362106621265411			
3696,875	1,64368999004364			3696,875	1,51075780391693					3696,875	1,46746444702148	3696,875	1,23495352268219					3696,875	0,963806748390198	3696,875	0,699261784553528					3696,875	0,413613677024841	3696,875	0,230674028396606			3696,875	0,549651682376862			3696,875	0,600015103816986					3696,875	0,647162973880768	3696,875	0,671503722667694					3696,875	0,63755214214325	3696,875	0,577272474765778					3696,875	0,451857805252075	3696,875	0,362094461917877			
3700	1,64725875854492			3700	1,50755572319031					3700	1,46505641937256	3700	1,23462390899658					3700	0,964169025421143	3700	0,700995266437531					3700	0,414346486330032	3700	0,232130885124207			3700	0,551469385623932			3700	0,596915066242218					3700	0,644245386123657	3700	0,669155418872833					3700	0,635925710201263	3700	0,577031850814819					3700	0,45230308175087	3700	0,363016247749329			
3703,125	1,64383947849274			3703,125	1,50740742683411					3703,125	1,46578884124756	3703,125	1,23659718036652					3703,125	0,966940999031067	3703,125	0,70363461971283					3703,125	0,416528433561325	3703,125	0,233872517943382			3703,125	0,546768605709076			3703,125	0,593986511230469					3703,125	0,641303420066834	3703,125	0,667381107807159					3703,125	0,635530889034271	3703,125	0,578340947628021					3703,125	0,454268574714661	3703,125	0,36552232503891			
3706,25	1,6418023109436			3706,25	1,5107239484787					3706,25	1,46955454349518	3706,25	1,23925852775574					3706,25	0,967418313026428	3706,25	0,702481865882874					3706,25	0,414884120225906	3706,25	0,231340795755386			3706,25	0,548357307910919			3706,25	0,597448289394379					3706,25	0,644954562187195	3706,25	0,672138631343842					3706,25	0,6400146484375	3706,25	0,5818772315979					3706,25	0,457389682531357	3706,25	0,368507355451584			
3709,375	1,64114880561829			3709,375	1,50718188285828					3709,375	1,46537959575653	3709,375	1,23692941665649					3709,375	0,965815901756287	3709,375	0,701054036617279					3709,375	0,414858996868134	3709,375	0,231454417109489			3709,375	0,550578713417053			3709,375	0,599884927272797					3709,375	0,648140847682953	3709,375	0,673944711685181					3709,375	0,64018976688385	3709,375	0,58158665895462					3709,375	0,456943303346634	3709,375	0,367648243904114			
3712,5	1,64390122890472			3712,5	1,50567221641541					3712,5	1,46515083312988	3712,5	1,23768877983093					3712,5	0,967857658863068	3712,5	0,702678918838501					3712,5	0,417045265436172	3712,5	0,233711585402489			3712,5	0,548793435096741			3712,5	0,595672845840454					3712,5	0,644309878349304	3712,5	0,669424474239349					3712,5	0,637815058231354	3712,5	0,580879271030426					3712,5	0,458137840032578	3712,5	0,369121193885803			
3715,625	1,64431715011597			3715,625	1,50384914875031					3715,625	1,46500504016876	3715,625	1,23975479602814					3715,625	0,970415115356445	3715,625	0,705679416656494					3715,625	0,418522626161575	3715,625	0,235559821128845			3715,625	0,551915347576141			3715,625	0,590894520282745					3715,625	0,639246344566345	3715,625	0,665895700454712					3715,625	0,637620985507965	3715,625	0,581504166126251					3715,625	0,459564834833145	3715,625	0,371453553438187			
3718,75	1,6414555311203			3718,75	1,50785231590271					3718,75	1,46903812885284	3718,75	1,2413158416748					3718,75	0,969045877456665	3718,75	0,703104674816132					3718,75	0,414984285831451	3718,75	0,231350541114807			3718,75	0,548991322517395			3718,75	0,597096025943756					3718,75	0,647264897823334	3718,75	0,673632442951202					3718,75	0,643543362617493	3718,75	0,586103677749634					3718,75	0,46217679977417	3718,75	0,373444408178329			
3721,875	1,64318370819092			3721,875	1,50648498535156					3721,875	1,46834623813629	3721,875	1,24083924293518					3721,875	0,969748735427856	3721,875	0,704422891139984					3721,875	0,416496723890305	3721,875	0,23207414150238			3721,875	0,554255127906799			3721,875	0,595262348651886					3721,875	0,645175695419312	3721,875	0,672782063484192					3721,875	0,642882466316223	3721,875	0,586542963981628					3721,875	0,463525414466858	3721,875	0,374518036842346			
3725	1,63583445549011			3725	1,50469541549683					3725	1,46665227413177	3725	1,23935651779175					3725	0,967697143554688	3725	0,703032374382019					3725	0,415801882743835	3725	0,231509417295456			3725	0,549173951148987			3725	0,598217189311981					3725	0,647944450378418	3725	0,675090789794922					3725	0,644452929496765	3725	0,587277352809906					3725	0,463554948568344	3725	0,374519169330597			
3728,125	1,63749718666077			3728,125	1,50609338283539					3728,125	1,46962535381317	3728,125	1,24257028102875					3728,125	0,970962941646576	3728,125	0,705491781234741					3728,125	0,417580485343933	3728,125	0,233177930116653			3728,125	0,542773425579071			3728,125	0,593721628189087					3728,125	0,643602967262268	3728,125	0,672493994235992					3728,125	0,644336700439453	3728,125	0,58823424577713					3728,125	0,465442478656769	3728,125	0,377401620149612			
3731,25	1,63993847370148			3731,25	1,50411546230316					3731,25	1,46716380119324	3731,25	1,24023234844208					3731,25	0,970205724239349	3731,25	0,704267263412476					3731,25	0,416675359010696	3731,25	0,232694640755653			3731,25	0,545482158660889			3731,25	0,596463084220886					3731,25	0,646111488342285	3731,25	0,674274682998657					3731,25	0,644904434680939	3731,25	0,588870763778687					3731,25	0,465295314788818	3731,25	0,377190262079239			
3734,375	1,63541948795319			3734,375	1,50416922569275					3734,375	1,46842658519745	3734,375	1,24314343929291					3734,375	0,973007798194885	3734,375	0,706152856349945					3734,375	0,418081641197205	3734,375	0,23335312306881			3734,375	0,54802280664444			3734,375	0,59288078546524					3734,375	0,643952906131744	3734,375	0,673050105571747					3734,375	0,644946575164795	3734,375	0,590090274810791					3734,375	0,467705339193344	3734,375	0,379526644945145			
3737,5	1,63207650184631			3737,5	1,50111484527588					3737,5	1,46517503261566	3737,5	1,24020862579346					3737,5	0,970709145069122	3737,5	0,704532861709595					3737,5	0,417095720767975	3737,5	0,232498466968536			3737,5	0,543529152870178			3737,5	0,595834493637085					3737,5	0,646220684051514	3737,5	0,674322128295898					3737,5	0,646235227584839	3737,5	0,590343177318573					3737,5	0,467765927314758	3737,5	0,379240691661835			
3740,625	1,63236701488495			3740,625	1,5070538520813					3740,625	1,47040748596191	3740,625	1,24534368515015					3740,625	0,973714053630829	3740,625	0,706691861152649					3740,625	0,417388737201691	3740,625	0,231818184256554			3740,625	0,543187141418457			3740,625	0,594668626785278					3740,625	0,645553290843964	3740,625	0,677165567874908					3740,625	0,649316132068634	3740,625	0,594437837600708					3740,625	0,472279906272888	3740,625	0,383190780878067			
3743,75	1,63374078273773			3743,75	1,50346100330353					3743,75	1,46797919273376	3743,75	1,24453997612					3743,75	0,973095118999481	3743,75	0,706452786922455					3743,75	0,41792619228363	3743,75	0,232585057616234			3743,75	0,54423987865448			3743,75	0,594266057014465					3743,75	0,645956933498383	3743,75	0,675712823867798					3743,75	0,648793041706085	3743,75	0,593660771846771					3743,75	0,47205662727356	3743,75	0,383153051137924			
3746,875	1,63423824310303			3746,875	1,49959945678711					3746,875	1,46574103832245	3746,875	1,24156808853149					3746,875	0,970977008342743	3746,875	0,704704642295837					3746,875	0,417030453681946	3746,875	0,232327848672867			3746,875	0,54502546787262			3746,875	0,596394002437592					3746,875	0,647869408130646	3746,875	0,676211774349213					3746,875	0,649360060691834	3746,875	0,593571066856384					3746,875	0,471560835838318	3746,875	0,382895529270172			
3750	1,62964534759521			3750	1,50213003158569					3750	1,46939253807068	3750	1,24397146701813					3750	0,973336637020111	3750	0,70680969953537					3750	0,417803466320038	3750	0,232913792133331			3750	0,546447932720184			3750	0,594053268432617					3750	0,645695388317108	3750	0,675368368625641					3750	0,650564253330231	3750	0,596481800079346					3750	0,47455495595932	3750	0,386185765266418			
3753,125	1,63228011131287			3753,125	1,50013661384583					3753,125	1,46786415576935	3753,125	1,24483489990234					3753,125	0,97433865070343	3753,125	0,707554519176483					3753,125	0,418637186288834	3753,125	0,233672246336937			3753,125	0,543192744255066			3753,125	0,594053864479065					3753,125	0,645396411418915	3753,125	0,675000429153442					3753,125	0,649811506271362	3753,125	0,596181869506836					3753,125	0,474983811378479	3753,125	0,386821538209915			
3756,25	1,63033616542816			3756,25	1,50009155273438					3756,25	1,46773076057434	3756,25	1,24688124656677					3756,25	0,975901663303375	3756,25	0,708106458187103					3756,25	0,419321745634079	3756,25	0,233903586864471			3756,25	0,544098377227783			3756,25	0,591806828975677					3756,25	0,644355654716492	3756,25	0,674693405628204					3756,25	0,650427758693695	3756,25	0,597102463245392					3756,25	0,476479232311249	3756,25	0,388480305671692			
3759,375	1,62809669971466			3759,375	1,49769818782806					3759,375	1,46618330478668	3759,375	1,24603915214539					3759,375	0,976097702980042	3759,375	0,709089338779449					3759,375	0,420454621315002	3759,375	0,234923362731934			3759,375	0,540136814117432			3759,375	0,590234279632568					3759,375	0,643129467964172	3759,375	0,673774242401123					3759,375	0,650291681289673	3759,375	0,597142040729523					3759,375	0,477557063102722	3759,375	0,389240592718124			
3762,5	1,6277312040329			3762,5	1,49372911453247					3762,5	1,46192097663879	3762,5	1,24129819869995					3762,5	0,971382975578308	3762,5	0,705480098724365					3762,5	0,417369842529297	3762,5	0,232673406600952			3762,5	0,540738940238953			3762,5	0,597737967967987					3762,5	0,649716973304749	3762,5	0,678003907203674					3762,5	0,651928544044495	3762,5	0,597217261791229					3762,5	0,476412892341614	3762,5	0,387798696756363			
3765,625	1,62660098075867			3765,625	1,502445936203					3765,625	1,4735689163208	3765,625	1,2527824640274					3765,625	0,980136156082153	3765,625	0,712197721004486					3765,625	0,421563148498535	3765,625	0,234937399625778			3765,625	0,538653075695038			3765,625	0,587699174880981					3765,625	0,640947759151459	3765,625	0,674192309379578					3765,625	0,653541922569275	3765,625	0,602142453193665					3765,625	0,4832843542099	3765,625	0,395084470510483			
3768,75	1,6273090839386			3768,75	1,49538195133209					3768,75	1,46622741222382	3768,75	1,24645626544952					3768,75	0,976185977458954	3768,75	0,70937043428421					3768,75	0,420388489961624	3768,75	0,234649658203125			3768,75	0,541337192058563			3768,75	0,591721832752228					3768,75	0,644784212112427	3768,75	0,675535500049591					3768,75	0,653054177761078	3768,75	0,600496709346771					3768,75	0,480854272842407	3768,75	0,392518937587738			
3771,875	1,62566196918488			3771,875	1,49299490451813					3771,875	1,46444845199585	3771,875	1,24689531326294					3771,875	0,977753162384033	3771,875	0,710638344287872					3771,875	0,421868920326233	3771,875	0,235889211297035			3771,875	0,540759027004242			3771,875	0,588881254196167					3771,875	0,641803324222565	3771,875	0,67310094833374					3771,875	0,651877284049988	3771,875	0,600027024745941					3771,875	0,481664031744003	3771,875	0,393977791070938			
3775	1,62660145759583			3775	1,49441421031952					3775	1,46544504165649	3775	1,24709582328796					3775	0,977064788341522	3775	0,709822952747345					3775	0,42075914144516	3775	0,234576255083084			3775	0,5394287109375			3775	0,591670572757721					3775	0,64430969953537	3775	0,675475716590881					3775	0,654153883457184	3775	0,601765871047974					3775	0,483044654130936	3775	0,395340621471405			
3778,125	1,62363135814667			3778,125	1,49446618556976					3778,125	1,46615779399872	3778,125	1,24877178668976					3778,125	0,978909552097321	3778,125	0,711235642433167					3778,125	0,421958029270172	3778,125	0,235536485910416			3778,125	0,54260265827179			3778,125	0,589353740215302					3778,125	0,641619384288788	3778,125	0,675385415554047					3778,125	0,654099643230438	3778,125	0,603382706642151					3778,125	0,485189974308014	3778,125	0,397081971168518			
3781,25	1,62202537059784			3781,25	1,4962592124939					3781,25	1,46861672401428	3781,25	1,25015616416931					3781,25	0,980417847633362	3781,25	0,712225317955017					3781,25	0,421821296215057	3781,25	0,235101595520973			3781,25	0,535328030586243			3781,25	0,589051067829132					3781,25	0,641442656517029	3781,25	0,675006568431854					3781,25	0,655933797359467	3781,25	0,605954825878143					3781,25	0,487344950437546	3781,25	0,399396777153015			
3784,375	1,62007427215576			3784,375	1,49422967433929					3784,375	1,4667581319809	3784,375	1,24788737297058					3784,375	0,978026747703552	3784,375	0,710242986679077					3784,375	0,419796973466873	3784,375	0,233603850007057			3784,375	0,535390794277191			3784,375	0,593924164772034					3784,375	0,646443486213684	3784,375	0,678516924381256					3784,375	0,65824168920517	3784,375	0,60663241147995					3784,375	0,487304925918579	3784,375	0,398876905441284			
3787,5	1,61870229244232			3787,5	1,49839842319489					3787,5	1,47107136249542	3787,5	1,25288307666779					3787,5	0,980218112468719	3787,5	0,710834264755249					3787,5	0,419667333364487	3787,5	0,232525527477264			3787,5	0,532383322715759			3787,5	0,593906939029694					3787,5	0,647236764431	3787,5	0,681185960769653					3787,5	0,661282598972321	3787,5	0,609247028827667					3787,5	0,490538775920868	3787,5	0,401773452758789			
3790,625	1,61790835857391			3790,625	1,49319076538086					3790,625	1,46671450138092	3790,625	1,25026834011078					3790,625	0,979190587997437	3790,625	0,710670709609985					3790,625	0,4205442070961	3790,625	0,233475714921951			3790,625	0,533712208271027			3790,625	0,592147946357727					3790,625	0,645220756530762	3790,625	0,678984224796295					3790,625	0,659634232521057	3790,625	0,607763946056366					3790,625	0,489520251750946	3790,625	0,401146590709686			
3793,75	1,61910569667816			3793,75	1,49448394775391					3793,75	1,47140192985535	3793,75	1,25500512123108					3793,75	0,98364269733429	3793,75	0,715003728866577					3793,75	0,423438131809235	3793,75	0,23602432012558			3793,75	0,539833843708038			3793,75	0,586404025554657					3793,75	0,639487445354462	3793,75	0,675415635108948					3793,75	0,659292936325073	3793,75	0,609748184680939					3793,75	0,492771208286285	3793,75	0,404931962490082			
3796,875	1,61399674415588			3796,875	1,49024593830109					3796,875	1,46610510349274	3796,875	1,25122451782227					3796,875	0,981629848480225	3796,875	0,713526248931885					3796,875	0,423706829547882	3796,875	0,236192137002945			3796,875	0,539859354496002			3796,875	0,587670266628265					3796,875	0,641188859939575	3796,875	0,675220131874084					3796,875	0,658636033535004	3796,875	0,608450412750244					3796,875	0,491812705993652	3796,875	0,40414160490036			
3800	1,62187659740448			3800	1,48765933513641					3800	1,46345496177673	3800	1,25085163116455					3800	0,98345410823822	3800	0,715212464332581					3800	0,425494194030762	3800	0,237960979342461			3800	0,525761783123016			3800	0,584362387657166					3800	0,637616693973541	3800	0,672410786151886					3800	0,657127201557159	3800	0,607888996601105					3800	0,492749482393265	3800	0,405378520488739			
3803,125	1,61756217479706			3803,125	1,49010384082794					3803,125	1,46648132801056	3803,125	1,25226390361786					3803,125	0,983378946781158	3803,125	0,714195013046265					3803,125	0,423862308263779	3803,125	0,236299932003021			3803,125	0,531312942504883			3803,125	0,586628258228302					3803,125	0,640811145305634	3803,125	0,675906598567963					3803,125	0,660188674926758	3803,125	0,610813319683075					3803,125	0,494816482067108	3803,125	0,407068371772766			
3806,25	1,6152036190033			3806,25	1,49015116691589					3806,25	1,46697878837585	3806,25	1,25186383724213					3806,25	0,981992423534393	3806,25	0,712247252464294					3806,25	0,421848893165588	3806,25	0,234506741166115			3806,25	0,531046807765961			3806,25	0,591224014759064					3806,25	0,644717454910278	3806,25	0,679981768131256					3806,25	0,663048565387726	3806,25	0,612941145896912					3806,25	0,496051043272018	3806,25	0,408024996519089			
3809,375	1,61357045173645			3809,375	1,48812854290009					3809,375	1,46634793281555	3809,375	1,2527197599411					3809,375	0,984526574611664	3809,375	0,714710056781769					3809,375	0,423770427703857	3809,375	0,235931724309921			3809,375	0,526860654354095			3809,375	0,586942136287689					3809,375	0,640090584754944	3809,375	0,676189005374908					3809,375	0,662461936473846	3809,375	0,613123714923859					3809,375	0,497447609901428	3809,375	0,409805357456207			
3812,5	1,61210811138153			3812,5	1,48870575428009					3812,5	1,46654784679413	3812,5	1,25437307357788					3812,5	0,98654580116272	3812,5	0,716405034065247					3812,5	0,425271332263947	3812,5	0,237039223313332			3812,5	0,525497138500214			3812,5	0,584651112556458					3812,5	0,638610005378723	3812,5	0,674500107765198					3812,5	0,661687314510345	3812,5	0,613251626491547					3812,5	0,498576074838638	3812,5	0,410998165607452			
3815,625	1,6091194152832			3815,625	1,4857976436615					3815,625	1,46397483348846	3815,625	1,25333535671234					3815,625	0,98615437746048	3815,625	0,716972172260284					3815,625	0,42642530798912	3815,625	0,238338351249695			3815,625	0,526750028133392			3815,625	0,584128141403198					3815,625	0,636883616447449	3815,625	0,673583924770355					3815,625	0,661037147045136	3815,625	0,612663149833679					3815,625	0,49868181347847	3815,625	0,411410421133041			
3818,75	1,61104381084442			3818,75	1,48783755302429					3818,75	1,46643126010895	3818,75	1,25457119941711					3818,75	0,985544383525848	3818,75	0,716090381145477					3818,75	0,424691557884216	3818,75	0,23631463944912			3818,75	0,525621056556702			3818,75	0,586343467235565					3818,75	0,640744805335999	3818,75	0,677475035190582					3818,75	0,664685487747192	3818,75	0,615931153297424					3818,75	0,501179754734039	3818,75	0,413181185722351			
3821,875	1,60943567752838			3821,875	1,48474061489105					3821,875	1,46440291404724	3821,875	1,25412786006927					3821,875	0,985992252826691	3821,875	0,716771245002747					3821,875	0,426164150238037	3821,875	0,237655073404312			3821,875	0,523450255393982			3821,875	0,584340989589691					3821,875	0,639106333255768	3821,875	0,675353109836578					3821,875	0,662754237651825	3821,875	0,615354239940643					3821,875	0,501321315765381	3821,875	0,413760125637054			
3825	1,60568976402283			3825	1,48185122013092					3825	1,46245110034943	3825	1,25209212303162					3825	0,984108150005341	3825	0,71470320224762					3825	0,424872010946274	3825	0,236808866262436			3825	0,519713044166565			3825	0,587434768676758					3825	0,641505658626556	3825	0,676652491092682					3825	0,664214670658112	3825	0,615755081176758					3825	0,501419484615326	3825	0,413763135671616			
3828,125	1,60616302490234			3828,125	1,48621511459351					3828,125	1,46659481525421	3828,125	1,25731289386749					3828,125	0,98745459318161	3828,125	0,716293513774872					3828,125	0,425299853086472	3828,125	0,236489996314049			3828,125	0,523870766162872			3828,125	0,585350155830383					3828,125	0,639184415340424	3828,125	0,676798522472382					3828,125	0,667078971862793	3828,125	0,618587374687195					3828,125	0,504903137683868	3828,125	0,41740545630455			
3831,25	1,60727989673615			3831,25	1,48699295520782					3831,25	1,46655571460724	3831,25	1,25683557987213					3831,25	0,987748444080353	3831,25	0,717016398906708					3831,25	0,425410985946655	3831,25	0,236662983894348			3831,25	0,522943735122681			3831,25	0,586147248744965					3831,25	0,638288021087646	3831,25	0,677116811275482					3831,25	0,66810667514801	3831,25	0,619729518890381					3831,25	0,505833148956299	3831,25	0,418291956186295			
3834,375	1,60304355621338			3834,375	1,48751413822174					3834,375	1,46883404254913	3834,375	1,2591050863266					3834,375	0,989255487918854	3834,375	0,717461585998535					3834,375	0,425378143787384	3834,375	0,235965803265572			3834,375	0,521657824516296			3834,375	0,586261510848999					3834,375	0,639652132987976	3834,375	0,678291440010071					3834,375	0,670241117477417	3834,375	0,621906220912933					3834,375	0,508136391639709	3834,375	0,420206904411316			
3837,5	1,60405206680298			3837,5	1,48481690883636					3837,5	1,4660816192627	3837,5	1,25751113891602					3837,5	0,987022280693054	3837,5	0,715914249420166					3837,5	0,424392610788345	3837,5	0,235196620225906			3837,5	0,519519209861755			3837,5	0,588360846042633					3837,5	0,642895758152008	3837,5	0,680375218391418					3837,5	0,670731365680695	3837,5	0,622045397758484					3837,5	0,507972896099091	3837,5	0,420039862394333			
3840,625	1,60595512390137			3840,625	1,48314654827118					3840,625	1,46557056903839	3840,625	1,25759673118591					3840,625	0,989182949066162	3840,625	0,718938231468201					3840,625	0,427160531282425	3840,625	0,237305670976639			3840,625	0,519791066646576			3840,625	0,582953214645386					3840,625	0,63710880279541	3840,625	0,676244258880615					3840,625	0,669805109500885	3840,625	0,622314631938934					3840,625	0,509438812732697	3840,625	0,422210812568665			
3843,75	1,60150015354156			3843,75	1,48023223876953					3843,75	1,46354711055756	3843,75	1,25674319267273					3843,75	0,990404605865479	3843,75	0,719915926456451					3843,75	0,428543895483017	3843,75	0,23859691619873			3843,75	0,517129063606262			3843,75	0,580239951610565					3843,75	0,634552717208862	3843,75	0,673174917697906					3843,75	0,668343007564545	3843,75	0,621679604053497					3843,75	0,509619116783142	3843,75	0,422696709632874			
3846,875	1,60017478466034			3846,875	1,48462164402008					3846,875	1,46839213371277	3846,875	1,26128745079041					3846,875	0,992904543876648	3846,875	0,720608592033386					3846,875	0,428110748529434	3846,875	0,237793803215027			3846,875	0,517371118068695			3846,875	0,580634832382202					3846,875	0,635877966880798	3846,875	0,675616502761841					3846,875	0,671432077884674	3846,875	0,62441885471344					3846,875	0,512741446495056	3846,875	0,425316333770752			
3850	1,60285365581512			3850	1,48263907432556					3850	1,46567261219025	3850	1,25907325744629					3850	0,991708159446716	3850	0,719828546047211					3850	0,427954524755478	3850	0,237877607345581			3850	0,515878081321716			3850	0,581449925899506					3850	0,636508882045746	3850	0,675301492214203					3850	0,671301186084747	3850	0,62417334318161					3850	0,512631595134735	3850	0,425227910280228			
3853,125	1,60438370704651			3853,125	1,48179411888123					3853,125	1,46354222297668	3853,125	1,25878620147705					3853,125	0,990943372249603	3853,125	0,719548761844635					3853,125	0,42794206738472	3853,125	0,237497463822365			3853,125	0,518715739250183			3853,125	0,581853687763214					3853,125	0,636354327201843	3853,125	0,675724446773529					3853,125	0,67159229516983	3853,125	0,624860405921936					3853,125	0,513321816921234	3853,125	0,425955653190613			
3856,25	1,60215580463409			3856,25	1,48452389240265					3856,25	1,46711766719818	3856,25	1,26158761978149					3856,25	0,991614639759064	3856,25	0,719273924827576					3856,25	0,426741421222687	3856,25	0,236052364110947			3856,25	0,518689692020416			3856,25	0,584275662899017					3856,25	0,638798594474792	3856,25	0,679389715194702					3856,25	0,675386309623718	3856,25	0,628253757953644					3856,25	0,516076505184174	3856,25	0,42831102013588			
3859,375	1,59991490840912			3859,375	1,48120176792145					3859,375	1,46636068820953	3859,375	1,26121532917023					3859,375	0,993325412273407	3859,375	0,720790803432465					3859,375	0,428508132696152	3859,375	0,238145112991333			3859,375	0,517873167991638			3859,375	0,580657303333282					3859,375	0,636663854122162	3859,375	0,676274657249451					3859,375	0,674272656440735	3859,375	0,627087831497192					3859,375	0,516429960727692	3859,375	0,428785681724548			
3862,5	1,60045504570007			3862,5	1,48186647891998					3862,5	1,4670352935791	3862,5	1,26340126991272					3862,5	0,996262490749359	3862,5	0,723448634147644					3862,5	0,430766344070435	3862,5	0,239326030015945			3862,5	0,514286458492279			3862,5	0,576635181903839					3862,5	0,632012724876404	3862,5	0,674088656902313					3862,5	0,673562824726105	3862,5	0,628340065479279					3862,5	0,518510818481445	3862,5	0,431636154651642			
3865,625	1,59968030452728			3865,625	1,48078382015228					3865,625	1,4653981924057	3865,625	1,25984871387482					3865,625	0,99389374256134	3865,625	0,720998048782349					3865,625	0,42882964015007	3865,625	0,237592905759811			3865,625	0,516065299510956			3865,625	0,582489192485809					3865,625	0,637230157852173	3865,625	0,677021324634552					3865,625	0,676211178302765	3865,625	0,629670441150665					3865,625	0,519291996955872	3865,625	0,431809544563293			
3868,75	1,59604513645172			3868,75	1,47934532165527					3868,75	1,4639972448349	3868,75	1,26023781299591					3868,75	0,994079053401947	3868,75	0,721088707447052					3868,75	0,428740054368973	3868,75	0,237559452652931			3868,75	0,51621276140213			3868,75	0,581843137741089					3868,75	0,636959373950958	3868,75	0,677243292331696					3868,75	0,677091181278229	3868,75	0,63015615940094					3868,75	0,519970059394836	3868,75	0,432321727275848			
3871,875	1,59486484527588			3871,875	1,47779381275177					3871,875	1,4642128944397	3871,875	1,26138067245483					3871,875	0,997069120407104	3871,875	0,723650097846985					3871,875	0,430702030658722	3871,875	0,239173769950867			3871,875	0,507499277591705			3871,875	0,576915323734283					3871,875	0,633096814155579	3871,875	0,673936486244202					3871,875	0,675692856311798	3871,875	0,63017612695694					3871,875	0,521195769309998	3871,875	0,434180706739426			
3875	1,59601223468781			3875	1,47693920135498					3875	1,46317601203918	3875	1,26200520992279					3875	0,99729722738266	3875	0,724066853523254					3875	0,430753827095032	3875	0,239045411348343			3875	0,510026931762695			3875	0,576402962207794					3875	0,632026433944702	3875	0,674115240573883					3875	0,676440060138702	3875	0,63122695684433					3875	0,521875500679016	3875	0,434786885976791			
3878,125	1,59450674057007			3878,125	1,48025584220886					3878,125	1,46704566478729	3878,125	1,26440870761871					3878,125	0,997843861579895	3878,125	0,723431050777435					3878,125	0,429307222366333	3878,125	0,237143248319626			3878,125	0,51060676574707			3878,125	0,581176221370697					3878,125	0,635774672031403	3878,125	0,676773905754089					3878,125	0,679900348186493	3878,125	0,634314298629761					3878,125	0,524555265903473	3878,125	0,436779648065567			
3881,25	1,59288489818573			3881,25	1,47911977767944					3881,25	1,46476423740387	3881,25	1,26402032375336					3881,25	0,999480426311493	3881,25	0,724611401557922					3881,25	0,430672258138657	3881,25	0,238389119505882			3881,25	0,50711327791214			3881,25	0,579373955726624					3881,25	0,633345007896423	3881,25	0,674838423728943					3881,25	0,678854405879974	3881,25	0,633798956871033					3881,25	0,525109469890594	3881,25	0,438003063201904			
