Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
618,75	0,58802729845047	162,5	0,945657730102539	618,75	0,607794463634491	162,5	0,943353474140167	162,5	0,942969262599945	618,75	0,598765969276428	618,75	0,609381556510925	162,5	0,946328520774841	162,5	0,944951772689819	618,75	0,642835199832916	618,75	0,674991250038147	162,5	0,949300229549408	162,5	0,947589635848999	618,75	0,72070986032486	618,75	0,76817387342453	162,5	0,947734296321869	618,75	-0,346803247928619	162,5	-0,201138958334923	618,75	-0,383309245109558	162,5	-0,19388347864151	162,5	-0,201309844851494	618,75	-0,417709857225418	618,75	-0,472137331962585	162,5	-0,205077022314072	162,5	-0,202825784683228	618,75	-0,475067287683487	618,75	-0,495402425527573	162,5	-0,19955475628376	162,5	-0,194760337471962	618,75	-0,502336025238037	618,75	-0,48877277970314	162,5	-0,182552218437195	
621,875	0,585552871227264	165,625	0,938860476016998	621,875	0,607200443744659	165,625	0,938165128231049	165,625	0,93772554397583	621,875	0,598253965377808	621,875	0,608848810195923	165,625	0,941148281097412	165,625	0,939905345439911	621,875	0,642636299133301	621,875	0,674961149692535	165,625	0,944281220436096	165,625	0,942700922489166	621,875	0,720888376235962	621,875	0,768914341926575	165,625	0,943166613578796	621,875	-0,343418926000595	165,625	-0,200087755918503	621,875	-0,382366418838501	165,625	-0,193674728274345	165,625	-0,201117023825645	621,875	-0,417004555463791	621,875	-0,471820384263992	165,625	-0,205160930752754	165,625	-0,20267228782177	621,875	-0,475018829107285	621,875	-0,495666116476059	165,625	-0,199262961745262	165,625	-0,194537818431854	621,875	-0,503180265426636	621,875	-0,489466339349747	165,625	-0,182181656360626	
625	0,582148611545563	168,75	0,928585350513458	625	0,603020250797272	168,75	0,935532808303833	168,75	0,93495786190033	625	0,594096422195435	625	0,604389250278473	168,75	0,938484370708466	168,75	0,93723452091217	625	0,638309299945831	625	0,670627355575562	168,75	0,941931426525116	168,75	0,940417230129242	625	0,716320931911469	625	0,764805793762207	168,75	0,941197276115417	625	-0,346297293901443	168,75	-0,194818302989006	625	-0,38128674030304	168,75	-0,211248964071274	168,75	-0,218908563256264	625	-0,416135519742966	625	-0,471259087324142	168,75	-0,223206251859665	168,75	-0,220369845628738	625	-0,474754422903061	625	-0,495811611413956	168,75	-0,217145591974258	168,75	-0,212180837988853	625	-0,503933608531952	625	-0,490476995706558	168,75	-0,199333295226097	
628,125	0,582698822021484	171,875	0,923322319984436	628,125	0,599505603313446	171,875	0,930648922920227	171,875	0,930209159851074	628,125	0,590536952018738	628,125	0,60048645734787	171,875	0,933779358863831	171,875	0,932578325271606	628,125	0,634685575962067	628,125	0,667092442512512	171,875	0,937491714954376	171,875	0,935852348804474	628,125	0,712928414344788	628,125	0,762186288833618	171,875	0,936571180820465	628,125	-0,34521147608757	171,875	-0,208533883094788	628,125	-0,38350373506546	171,875	-0,201680064201355	171,875	-0,20935545861721	628,125	-0,418704152107239	628,125	-0,474327623844147	171,875	-0,213737562298775	171,875	-0,210756868124008	628,125	-0,478243201971054	628,125	-0,499831676483154	171,875	-0,207706645131111	171,875	-0,202604308724403	628,125	-0,508726000785828	628,125	-0,495549827814102	171,875	-0,189657241106033	
631,25	0,579911231994629	175	0,930499196052551	631,25	0,595024049282074	175	0,923986315727234	175	0,923517227172852	631,25	0,586034774780273	631,25	0,595757067203522	175	0,927184879779816	175	0,926140606403351	631,25	0,630132496356964	631,25	0,662486910820007	175	0,930956244468689	175	0,92975378036499	631,25	0,708279132843018	631,25	0,75801146030426	175	0,930754899978638	631,25	-0,345253944396973	175	-0,20650751888752	631,25	-0,381646811962128	175	-0,209697872400284	175	-0,217516630887985	631,25	-0,417109429836273	631,25	-0,472926676273346	175	-0,22222301363945	175	-0,218884199857712	631,25	-0,477330476045609	631,25	-0,499142020940781	175	-0,215738534927368	175	-0,210641801357269	631,25	-0,508407175540924	631,25	-0,495576590299606	175	-0,197499990463257	
634,375	0,57767915725708	178,125	0,927617073059082	634,375	0,592771470546722	178,125	0,931401371955872	178,125	0,930923640727997	634,375	0,583732724189758	634,375	0,593374371528625	178,125	0,93474668264389	178,125	0,933830380439758	634,375	0,628096520900726	634,375	0,660560071468353	178,125	0,938761353492737	178,125	0,937595367431641	634,375	0,706543922424316	634,375	0,756912767887115	178,125	0,93881630897522	634,375	-0,344182670116425	178,125	-0,216191083192825	634,375	-0,381417840719223	178,125	-0,214124083518982	178,125	-0,222136035561562	634,375	-0,41722759604454	634,375	-0,473463326692581	178,125	-0,227074906229973	178,125	-0,223501056432724	634,375	-0,478244185447693	634,375	-0,500341951847076	178,125	-0,22050629556179	178,125	-0,214990183711052	634,375	-0,51002711057663	634,375	-0,497439980506897	178,125	-0,20149102807045	
637,5	0,573521614074707	181,25	0,927600622177124	637,5	0,591664433479309	181,25	0,931101202964783	181,25	0,930672943592072	637,5	0,582527875900269	637,5	0,592055678367615	181,25	0,934605836868286	181,25	0,933726251125336	637,5	0,627205431461334	637,5	0,659775018692017	181,25	0,938670933246613	181,25	0,937667489051819	637,5	0,706089973449707	637,5	0,757100462913513	181,25	0,938988864421844	637,5	-0,343988090753555	181,25	-0,213158160448074	637,5	-0,381903827190399	181,25	-0,211567476391792	181,25	-0,219711914658546	637,5	-0,418195068836212	637,5	-0,474877446889877	181,25	-0,224776074290276	181,25	-0,221024289727211	637,5	-0,47994390130043	637,5	-0,502387166023254	181,25	-0,218070238828659	181,25	-0,212408870458603	637,5	-0,512461066246033	637,5	-0,500130474567413	181,25	-0,198751270771027	
640,625	0,572799026966095	184,375	0,919543325901031	640,625	0,591204762458801	184,375	0,92462831735611	184,375	0,924216449260712	640,625	0,582098662853241	640,625	0,591620743274689	184,375	0,928301393985748	184,375	0,927430868148804	640,625	0,627040922641754	640,625	0,659739136695862	184,375	0,932499647140503	184,375	0,931543707847595	640,625	0,706287264823914	640,625	0,757600486278534	184,375	0,932991087436676	640,625	-0,342571765184402	184,375	-0,220675945281982	640,625	-0,379438817501068	184,375	-0,212489560246468	184,375	-0,220706284046173	640,625	-0,416149824857712	640,625	-0,473091661930084	184,375	-0,225995600223541	184,375	-0,221973836421967	640,625	-0,478355169296265	640,625	-0,500996828079224	184,375	-0,219254106283188	184,375	-0,213352486491203	640,625	-0,511309623718262	640,625	-0,499089807271957	184,375	-0,199564218521118	
643,75	0,569880664348602	187,5	0,918760061264038	643,75	0,587237179279327	187,5	0,915731549263	187,5	0,915181457996368	643,75	0,577634215354919	643,75	0,586576282978058	187,5	0,919356942176819	187,5	0,918726801872253	643,75	0,622478604316711	643,75	0,655187964439392	187,5	0,92385721206665	187,5	0,923109710216522	643,75	0,702056884765625	643,75	0,75411581993103	187,5	0,925072371959686	643,75	-0,340838491916656	187,5	-0,216772273182869	643,75	-0,38243556022644	187,5	-0,222651675343513	187,5	-0,23093444108963	643,75	-0,419513463973999	643,75	-0,477064192295074	187,5	-0,236567154526711	187,5	-0,232259914278984	643,75	-0,483239650726318	643,75	-0,506368398666382	187,5	-0,229477867484093	187,5	-0,223667740821838	643,75	-0,517514586448669	643,75	-0,506096243858337	187,5	-0,209662601351738	
646,875	0,567235112190247	190,625	0,917179882526398	646,875	0,584233403205872	190,625	0,915453255176544	190,625	0,914933860301971	646,875	0,574384391307831	646,875	0,583258748054504	190,625	0,919225871562958	190,625	0,918701767921448	646,875	0,619247198104858	646,875	0,651897430419922	190,625	0,924259424209595	190,625	0,923227369785309	646,875	0,698838591575623	646,875	0,751161754131317	190,625	0,925256073474884	646,875	-0,339649170637131	190,625	-0,220707163214684	646,875	-0,380438834428787	190,625	-0,21840201318264	190,625	-0,22673125565052	646,875	-0,41772535443306	646,875	-0,475433856248856	190,625	-0,232492342591286	190,625	-0,227990016341209	646,875	-0,48193883895874	646,875	-0,505165457725525	190,625	-0,225814938545227	190,625	-0,219333201646805	646,875	-0,516562104225159	646,875	-0,505514085292816	190,625	-0,205230623483658	
650	0,566308259963989	193,75	0,910086333751678	650	0,583748340606689	193,75	0,910351991653442	193,75	0,909818470478058	650	0,573625385761261	650	0,582418441772461	193,75	0,914153635501862	193,75	0,913820266723633	650	0,618848264217377	650	0,651803016662598	193,75	0,919570028781891	193,75	0,918787479400635	650	0,699177920818329	650	0,752231776714325	193,75	0,921203315258026	650	-0,341718316078186	193,75	-0,227464824914932	650	-0,382109493017197	193,75	-0,231480076909065	193,75	-0,239955440163612	650	-0,419890612363815	650	-0,478124737739563	193,75	-0,246020376682281	193,75	-0,241272121667862	650	-0,485201627016068	650	-0,508756875991821	193,75	-0,238358929753304	193,75	-0,232650831341743	650	-0,520672678947449	650	-0,510065674781799	193,75	-0,218360021710396	
653,125	0,562552452087402	196,875	0,912735283374786	653,125	0,580623626708984	196,875	0,913864254951477	196,875	0,913374543190002	653,125	0,570317327976227	653,125	0,578971266746521	196,875	0,917906880378723	196,875	0,917619228363037	653,125	0,615410268306732	653,125	0,64848393201828	196,875	0,92326021194458	196,875	0,922730565071106	653,125	0,695936679840088	653,125	0,749129176139832	196,875	0,925183117389679	653,125	-0,338636428117752	196,875	-0,225452989339828	653,125	-0,379935264587402	196,875	-0,22687454521656	196,875	-0,235459566116333	653,125	-0,417794048786163	653,125	-0,476193696260452	196,875	-0,241633594036102	196,875	-0,236689433455467	653,125	-0,483789265155792	653,125	-0,507517158985138	196,875	-0,234389185905457	196,875	-0,227818861603737	653,125	-0,519678354263306	653,125	-0,509450972080231	196,875	-0,213222160935402	
656,25	0,563717186450958	200	0,918227314949036	656,25	0,577723860740662	200	0,9209024310112	200	0,920394361019135	656,25	0,567219078540802	656,25	0,57570618391037	200	0,92511385679245	200	0,924901843070984	656,25	0,612076640129089	656,25	0,645273089408875	200	0,93065083026886	200	0,93023669719696	656,25	0,692753434181213	656,25	0,746019959449768	200	0,932838082313538	656,25	-0,339013904333115	200	-0,234199926257133	656,25	-0,378675997257233	200	-0,227924734354019	200	-0,236586436629295	656,25	-0,416654706001282	656,25	-0,475215762853622	200	-0,242925330996513	200	-0,237797141075134	656,25	-0,483261704444885	656,25	-0,507266342639923	200	-0,235211163759232	200	-0,228819161653519	656,25	-0,519748270511627	656,25	-0,510041952133179	200	-0,213941320776939	
659,375	0,561696946620941	203,125	0,910513997077942	659,375	0,574493885040283	203,125	0,924611032009125	203,125	0,924166619777679	659,375	0,563599586486816	659,375	0,571741461753845	203,125	0,929129719734192	203,125	0,92892050743103	659,375	0,608309507369995	659,375	0,641498923301697	203,125	0,935030519962311	203,125	0,934531569480896	659,375	0,689352452754974	659,375	0,743014931678772	203,125	0,937287151813507	659,375	-0,341438591480255	203,125	-0,231356650590897	659,375	-0,380114793777466	203,125	-0,227937549352646	203,125	-0,236736088991165	659,375	-0,418313533067703	659,375	-0,477286994457245	203,125	-0,243250653147697	203,125	-0,237890839576721	659,375	-0,486011147499084	659,375	-0,510322391986847	203,125	-0,235484853386879	203,125	-0,228745326399803	659,375	-0,523469805717468	659,375	-0,51438182592392	203,125	-0,213626831769943	
662,5	0,558191239833832	206,25	0,915588140487671	662,5	0,575311183929443	206,25	0,911183178424835	206,25	0,910654425621033	662,5	0,564346373081207	662,5	0,572662234306335	206,25	0,91562157869339	206,25	0,915721118450165	662,5	0,609554052352905	662,5	0,643109500408173	206,25	0,921657264232636	206,25	0,92184841632843	662,5	0,691510617733002	662,5	0,745687544345856	206,25	0,925133943557739	662,5	-0,340464919805527	206,25	-0,230806246399879	662,5	-0,379518568515778	206,25	-0,246830657124519	206,25	-0,255906611680985	662,5	-0,418061137199402	662,5	-0,477515608072281	206,25	-0,26287516951561	206,25	-0,257096737623215	662,5	-0,486549377441406	662,5	-0,511070311069489	206,25	-0,25470158457756	206,25	-0,247921764850616	662,5	-0,52443653345108	662,5	-0,515511214733124	206,25	-0,232542902231216	
665,625	0,55583256483078	209,375	0,902487993240356	665,625	0,57355922460556	209,375	0,9100461602211	209,375	0,909561336040497	665,625	0,562316536903381	665,625	0,570564329624176	209,375	0,914623618125916	209,375	0,914816558361053	665,625	0,60768324136734	665,625	0,641481339931488	209,375	0,920909106731415	209,375	0,921111106872559	665,625	0,690290510654449	665,625	0,744894623756409	209,375	0,92453408241272	665,625	-0,338626980781555	209,375	-0,247655436396599	665,625	-0,380551904439926	209,375	-0,241068482398987	209,375	-0,250224262475967	665,625	-0,419419318437576	665,625	-0,479440212249756	209,375	-0,257317095994949	209,375	-0,251417815685272	665,625	-0,488968640565872	665,625	-0,513725876808167	209,375	-0,24912440776825	209,375	-0,242122054100037	665,625	-0,52759325504303	665,625	-0,519176959991455	209,375	-0,226640492677689	
668,75	0,55677342414856	212,5	0,902131497859955	668,75	0,569819450378418	212,5	0,918068110942841	212,5	0,917689621448517	668,75	0,558298349380493	668,75	0,566301345825195	212,5	0,922971427440643	212,5	0,923224687576294	668,75	0,603353142738342	668,75	0,63719916343689	212,5	0,929786860942841	212,5	0,929667711257935	668,75	0,686067819595337	668,75	0,74068546295166	212,5	0,933126866817474	668,75	-0,337443560361862	212,5	-0,232530176639557	668,75	-0,379492342472076	212,5	-0,236010640859604	212,5	-0,245319530367851	668,75	-0,418302416801453	668,75	-0,47855544090271	212,5	-0,252571493387222	212,5	-0,246459439396858	668,75	-0,48862424492836	668,75	-0,513580024242401	212,5	-0,244094476103783	212,5	-0,236874505877495	668,75	-0,528048932552338	668,75	-0,520248651504517	212,5	-0,221030667424202	
671,875	0,551678419113159	215,625	0,899131298065186	671,875	0,56829035282135	215,625	0,902532756328583	215,625	0,902001142501831	671,875	0,556648910045624	671,875	0,56467604637146	215,625	0,907286882400513	215,625	0,907917082309723	671,875	0,601671099662781	671,875	0,635749995708466	215,625	0,914283394813538	215,625	0,914966225624084	671,875	0,684801518917084	671,875	0,739539384841919	215,625	0,919025540351868	671,875	-0,33631494641304	215,625	-0,243205323815346	671,875	-0,377014130353928	215,625	-0,250981867313385	215,625	-0,260420203208923	671,875	-0,415927052497864	671,875	-0,476300209760666	215,625	-0,268069714307785	215,625	-0,261717736721039	671,875	-0,486723780632019	671,875	-0,511791467666626	215,625	-0,259565532207489	215,625	-0,252224534749985	671,875	-0,526499688625336	671,875	-0,51895946264267	215,625	-0,23622789978981	
675	0,547776758670807	218,75	0,894488513469696	675	0,563639342784882	218,75	0,906909286975861	218,75	0,906417906284332	675	0,551742255687714	675	0,559367775917053	218,75	0,911875426769257	218,75	0,912558734416962	675	0,59638512134552	675	0,63056868314743	218,75	0,919005751609802	218,75	0,919703006744385	675	0,679903984069824	675	0,734768569469452	218,75	0,923769056797028	675	-0,33467498421669	218,75	-0,241132780909538	675	-0,377430558204651	218,75	-0,243553638458252	218,75	-0,253135681152344	675	-0,416499018669128	675	-0,477248936891556	218,75	-0,260946124792099	218,75	-0,254364460706711	675	-0,488365769386292	675	-0,513736963272095	218,75	-0,252124309539795	218,75	-0,244754180312157	675	-0,529110610485077	675	-0,522345542907715	218,75	-0,228512898087502	
678,125	0,546583235263824	221,875	0,896369338035584	678,125	0,560624659061432	221,875	0,90175199508667	221,875	0,901174306869507	678,125	0,548501372337341	678,125	0,55581921339035	221,875	0,906788766384125	221,875	0,907655894756317	678,125	0,592802405357361	678,125	0,627131462097168	221,875	0,914528429508209	221,875	0,915240943431854	678,125	0,676660001277924	678,125	0,731537461280823	221,875	0,919762194156647	678,125	-0,336489379405975	221,875	-0,252435743808746	678,125	-0,377601653337479	221,875	-0,252835839986801	221,875	-0,262597411870956	678,125	-0,416744291782379	678,125	-0,477882117033005	221,875	-0,270713806152344	221,875	-0,26394122838974	678,125	-0,489603191614151	678,125	-0,515433251857758	221,875	-0,261630088090897	221,875	-0,254239231348038	678,125	-0,531264364719391	678,125	-0,525079846382141	221,875	-0,23773655295372	
681,25	0,54728090763092	225	0,89042991399765	681,25	0,560154139995575	225	0,896703839302063	225	0,896157205104828	681,25	0,547810554504395	681,25	0,555164396762848	225	0,901834666728973	225	0,902862727642059	681,25	0,592270314693451	681,25	0,626887321472168	225	0,909799098968506	225	0,910686492919922	681,25	0,676641881465912	681,25	0,73190701007843	225	0,91541975736618	681,25	-0,333858519792557	225	-0,253283470869064	681,25	-0,377268046140671	225	-0,252123653888702	225	-0,261947304010391	681,25	-0,416573196649551	681,25	-0,47803521156311	225	-0,270347148180008	225	-0,263415694236755	681,25	-0,490228265523911	681,25	-0,516133964061737	225	-0,261414229869843	225	-0,253630846738815	681,25	-0,532508850097656	681,25	-0,526593327522278	225	-0,237044647336006	
684,375	0,547109007835388	228,125	0,8932785987854	684,375	0,558615505695343	228,125	0,89377349615097	228,125	0,893236994743347	684,375	0,546174347400665	684,375	0,553497731685638	228,125	0,899035334587097	228,125	0,900235295295715	684,375	0,590601146221161	684,375	0,625614523887634	228,125	0,907194375991821	228,125	0,908387422561646	684,375	0,675721764564514	684,375	0,73101818561554	228,125	0,913372933864594	684,375	-0,335758209228516	228,125	-0,25590792298317	684,375	-0,376848042011261	228,125	-0,255435645580292	228,125	-0,265403509140015	684,375	-0,416329473257065	684,375	-0,478221535682678	228,125	-0,274081349372864	228,125	-0,266957938671112	684,375	-0,490724414587021	684,375	-0,516716003417969	228,125	-0,264812797307968	228,125	-0,257138669490814	684,375	-0,533439815044403	684,375	-0,527759492397308	228,125	-0,240359768271446	
687,5	0,543316960334778	231,25	0,882608830928802	687,5	0,559473216533661	231,25	0,893570244312286	231,25	0,893021941184998	687,5	0,546988666057587	687,5	0,554363429546356	231,25	0,898962497711182	231,25	0,90034031867981	687,5	0,591796219348907	687,5	0,627309799194336	231,25	0,907517075538635	231,25	0,908849537372589	687,5	0,678047001361847	687,5	0,733937084674835	231,25	0,914027631282806	687,5	-0,33530181646347	231,25	-0,25238099694252	687,5	-0,376887381076813	231,25	-0,256814688444138	231,25	-0,266964167356491	687,5	-0,416565805673599	687,5	-0,479290872812271	231,25	-0,275876194238663	231,25	-0,268589854240417	687,5	-0,492262840270996	687,5	-0,518340647220612	231,25	-0,266630440950394	231,25	-0,258640587329865	687,5	-0,535319447517395	687,5	-0,529776751995087	231,25	-0,241600871086121	
690,625	0,540503263473511	234,375	0,886815965175629	690,625	0,552557349205017	234,375	0,88883364200592	234,375	0,888248920440674	690,625	0,539516746997833	690,625	0,546032667160034	234,375	0,894278466701508	234,375	0,895870745182037	690,625	0,583122134208679	690,625	0,618730485439301	234,375	0,903293430805206	234,375	0,904701590538025	690,625	0,669779598712921	690,625	0,725645840167999	234,375	0,910272061824799	690,625	-0,333208620548248	234,375	-0,261599898338318	690,625	-0,3804891705513	234,375	-0,260512918233871	234,375	-0,270725756883621	690,625	-0,420418202877045	690,625	-0,48327112197876	234,375	-0,279907494783401	234,375	-0,272412091493607	690,625	-0,497274130582809	690,625	-0,524287939071655	234,375	-0,270552307367325	234,375	-0,26248961687088	690,625	-0,542412579059601	690,625	-0,538334548473358	234,375	-0,245395958423615	
693,75	0,539601445198059	237,5	0,892079949378967	693,75	0,553461074829102	237,5	0,895695209503174	237,5	0,895207166671753	693,75	0,540647387504578	693,75	0,547492206096649	237,5	0,901496410369873	237,5	0,90313583612442	693,75	0,584719896316528	693,75	0,620649874210358	237,5	0,910696566104889	237,5	0,912316024303436	693,75	0,672037243843079	693,75	0,728047370910645	237,5	0,918006420135498	693,75	-0,333148688077927	237,5	-0,266137540340424	693,75	-0,376744508743286	237,5	-0,260499358177185	237,5	-0,270955115556717	693,75	-0,41690868139267	693,75	-0,479834318161011	237,5	-0,280401229858398	237,5	-0,272591173648834	693,75	-0,493772506713867	693,75	-0,520675241947174	237,5	-0,270845800638199	237,5	-0,26243668794632	693,75	-0,538798928260803	693,75	-0,53466808795929	237,5	-0,244893297553062	
696,875	0,537979423999786	240,625	0,885761260986328	696,875	0,551757097244263	240,625	0,893471360206604	240,625	0,892881453037262	696,875	0,538813948631287	696,875	0,545513808727264	240,625	0,899180114269257	240,625	0,901191592216492	696,875	0,582707047462463	696,875	0,618967652320862	240,625	0,908480823040009	240,625	0,911030650138855	696,875	0,670604526996613	696,875	0,72687178850174	240,625	0,917400658130646	696,875	-0,333554178476334	240,625	-0,271326452493668	696,875	-0,376182466745377	240,625	-0,276597082614899	240,625	-0,287307053804398	696,875	-0,416515052318573	696,875	-0,479773133993149	240,625	-0,297133654356003	240,625	-0,289185494184494	696,875	-0,494124293327332	696,875	-0,52131199836731	240,625	-0,287459999322891	240,625	-0,278916329145432	696,875	-0,540055930614471	696,875	-0,536381483078003	240,625	-0,261127471923828	
700	0,537016987800598	243,75	0,875375151634216	700	0,547632336616516	243,75	0,891001641750336	243,75	0,890398740768433	700	0,534282326698303	700	0,540793001651764	243,75	0,896897375583649	243,75	0,898979365825653	700	0,577842533588409	700	0,614104509353638	243,75	0,906771004199982	243,75	0,909023344516754	700	0,666040122509003	700	0,722105503082275	243,75	0,915472865104675	700	-0,332308501005173	243,75	-0,267994940280914	700	-0,376124233007431	243,75	-0,271418869495392	243,75	-0,28217476606369	700	-0,416445523500443	700	-0,480070054531097	243,75	-0,292219907045364	243,75	-0,284161478281021	700	-0,494784355163574	700	-0,522424519062042	243,75	-0,282599568367004	243,75	-0,273787915706635	700	-0,541923224925995	700	-0,539106845855713	243,75	-0,255862832069397	
703,125	0,534853398799896	246,875	0,879839301109314	703,125	0,546234846115112	246,875	0,880673110485077	246,875	0,880029737949371	703,125	0,532664954662323	703,125	0,539045095443726	246,875	0,886563301086426	246,875	0,888854086399078	703,125	0,576119482517242	703,125	0,612778842449188	246,875	0,897160947322845	246,875	0,899184465408325	703,125	0,665363311767578	703,125	0,72123658657074	246,875	0,905921399593353	703,125	-0,332219481468201	246,875	-0,269958823919296	703,125	-0,376813501119614	246,875	-0,272161930799484	246,875	-0,282905459403992	703,125	-0,4173963367939	703,125	-0,481435656547546	246,875	-0,293190628290176	246,875	-0,285072892904282	703,125	-0,49657279253006	703,125	-0,524520993232727	246,875	-0,283108621835709	246,875	-0,274820446968079	703,125	-0,544521033763886	703,125	-0,542400538921356	246,875	-0,256977647542953	
706,25	0,531079232692719	250	0,87784868478775	706,25	0,546016097068787	250	0,878229200839996	250	0,8775994181633	706,25	0,532505333423615	706,25	0,538925528526306	250	0,884212136268616	250	0,88666820526123	706,25	0,576242983341217	706,25	0,613279581069946	250	0,894656717777252	250	0,897344768047333	706,25	0,666251540184021	706,25	0,722160696983337	250	0,904382646083832	706,25	-0,329487264156342	250	-0,277971655130386	706,25	-0,375009149312973	250	-0,273526191711426	250	-0,284462183713913	706,25	-0,415933638811111	706,25	-0,480317324399948	250	-0,294990599155426	250	-0,286667495965958	706,25	-0,495661824941635	706,25	-0,523630857467651	250	-0,28507599234581	250	-0,276424795389175	706,25	-0,544122815132141	706,25	-0,542060732841492	250	-0,258431434631348	
709,375	0,530408620834351	253,125	0,875781655311584	709,375	0,543348729610443	253,125	0,881445705890656	253,125	0,880859792232513	709,375	0,529559195041656	709,375	0,535690426826477	253,125	0,887703835964203	253,125	0,890297472476959	709,375	0,573036968708038	709,375	0,610414326190948	253,125	0,898676455020905	253,125	0,901517450809479	709,375	0,663598895072937	709,375	0,719024062156677	253,125	0,908927738666534	709,375	-0,329934388399124	253,125	-0,280135542154312	709,375	-0,372926741838455	253,125	-0,278001636266708	253,125	-0,289118736982346	709,375	-0,413922935724258	709,375	-0,478284567594528	253,125	-0,299873322248459	253,125	-0,291408270597458	709,375	-0,494214534759521	709,375	-0,522332847118378	253,125	-0,290274739265442	253,125	-0,281121075153351	709,375	-0,543355882167816	709,375	-0,541814506053925	253,125	-0,262854635715485	
712,5	0,528634905815125	256,25	0,869765043258667	712,5	0,537101328372955	256,25	0,876311957836151	256,25	0,875681817531586	712,5	0,522806763648987	712,5	0,528481662273407	256,25	0,882476449012756	256,25	0,885497212409973	712,5	0,565243721008301	712,5	0,603273034095764	256,25	0,893932402133942	256,25	0,897050082683563	712,5	0,656305849552155	712,5	0,711021721363068	256,25	0,904863834381104	712,5	-0,330522209405899	256,25	-0,280064076185226	712,5	-0,376846164464951	256,25	-0,284855395555496	256,25	-0,296164482831955	712,5	-0,418176859617233	712,5	-0,482918173074722	256,25	-0,307374954223633	256,25	-0,298680543899536	712,5	-0,499734133481979	712,5	-0,528132319450378	256,25	-0,297125369310379	256,25	-0,288366734981537	712,5	-0,551102936267853	712,5	-0,550565898418427	256,25	-0,269911378622055	
715,625	0,524762213230133	259,375	0,869771599769592	715,625	0,538773894309998	259,375	0,870910227298737	259,375	0,870269596576691	715,625	0,524595737457275	715,625	0,530573725700378	259,375	0,877175807952881	259,375	0,880333602428436	715,625	0,567550778388977	715,625	0,606203854084015	259,375	0,888986110687256	259,375	0,892171204090118	715,625	0,660086095333099	715,625	0,714768528938293	259,375	0,900164663791656	715,625	-0,328691244125366	259,375	-0,278737664222717	715,625	-0,374622583389282	259,375	-0,280507624149323	259,375	-0,291871577501297	715,625	-0,416164964437485	715,625	-0,481266736984253	259,375	-0,303207278251648	259,375	-0,294426470994949	715,625	-0,49833869934082	715,625	-0,52687805891037	259,375	-0,29316058754921	259,375	-0,284140527248383	715,625	-0,550085246562958	715,625	-0,549455106258392	259,375	-0,265716403722763	
