Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
2134,375	0,290494412183762			2134,375	0,213257148861885					2134,375	0,137913018465042	2134,375	0,0153841841965914					2134,375	-0,0797345265746117	2134,375	-0,205351173877716					2134,375	-0,342518746852875	2134,375	-0,399030804634094			2134,375	0,0545990318059921			2134,375	0,0432479456067085					2134,375	0,0335392504930496	2134,375	0,0148085951805115					2134,375	-0,0625506639480591	2134,375	-0,164434731006622					2134,375	-0,371716141700745	2134,375	-0,557348966598511			
2137,5	0,29086697101593			2137,5	0,21353805065155					2137,5	0,1385328322649	2137,5	0,0154931079596281					2137,5	-0,0799055695533752	2137,5	-0,20596019923687					2137,5	-0,343638896942139	2137,5	-0,400740683078766			2137,5	0,0562212094664574			2137,5	0,0443202033638954					2137,5	0,0349254570901394	2137,5	0,0157720893621445					2137,5	-0,0606716573238373	2137,5	-0,16301129758358					2137,5	-0,370290517807007	2137,5	-0,556129097938538			
2140,625	0,289233505725861			2140,625	0,212835744023323					2140,625	0,138697624206543	2140,625	0,0157648846507072					2140,625	-0,079877570271492	2140,625	-0,205644905567169					2140,625	-0,343760162591934	2140,625	-0,40135246515274			2140,625	0,0546370111405849			2140,625	0,0450201965868473					2140,625	0,035945750772953	2140,625	0,0167450066655874					2140,625	-0,0592031106352806	2140,625	-0,16120520234108					2140,625	-0,367619037628174	2140,625	-0,552402198314667			
2143,75	0,28916198015213			2143,75	0,212385594844818					2143,75	0,138769492506981	2143,75	0,0159479323774576					2143,75	-0,0798606723546982	2143,75	-0,205777481198311					2143,75	-0,344448149204254	2143,75	-0,403170228004456			2143,75	0,0556530728936195			2143,75	0,0458165369927883					2143,75	0,0363908484578133	2143,75	0,0177215803414583					2143,75	-0,0579959899187088	2143,75	-0,159655794501305					2143,75	-0,365498065948486	2143,75	-0,55056631565094			
2146,875	0,290272682905197			2146,875	0,213296756148338					2146,875	0,139400705695152	2146,875	0,0158095229417086					2146,875	-0,0801843777298927	2146,875	-0,206674546003342					2146,875	-0,346469700336456	2146,875	-0,405113875865936			2146,875	0,0568788386881351			2146,875	0,0468619801104069					2146,875	0,0377592593431473	2146,875	0,0187305081635714					2146,875	-0,0573425628244877	2146,875	-0,159302085638046					2146,875	-0,366635322570801	2146,875	-0,553024232387543			
2150	0,290187954902649			2150	0,214074715971947					2150	0,140174210071564	2150	0,0158970355987549					2150	-0,0803112834692001	2150	-0,207973971962929					2150	-0,349374562501907	2150	-0,409110099077225			2150	0,0577404089272022			2150	0,0466579087078571					2150	0,0383575558662415	2150	0,0202655009925365					2150	-0,0557782761752605	2150	-0,157072171568871					2150	-0,363976657390594	2150	-0,550411462783813			
2153,125	0,289855092763901			2153,125	0,212898746132851					2153,125	0,139863610267639	2153,125	0,0159245189279318					2153,125	-0,0796817988157272	2153,125	-0,207600727677345					2153,125	-0,348926037549973	2153,125	-0,40926605463028			2153,125	0,0571554377675056			2153,125	0,0473893620073795					2153,125	0,0387669689953327	2153,125	0,0207829531282187					2153,125	-0,0542162917554379	2153,125	-0,155506864190102					2153,125	-0,361318945884705	2153,125	-0,547196686267853			
2156,25	0,289961278438568			2156,25	0,213518336415291					2156,25	0,140405938029289	2156,25	0,0160614233464003					2156,25	-0,0804694965481758	2156,25	-0,208478718996048					2156,25	-0,35110080242157	2156,25	-0,412329107522964			2156,25	0,0573094710707664			2156,25	0,0475728623569012					2156,25	0,0395851582288742	2156,25	0,0217253789305687					2156,25	-0,0529981702566147	2156,25	-0,154615566134453					2156,25	-0,360760271549225	2156,25	-0,5472252368927			
2159,375	0,289140045642853			2159,375	0,212755963206291					2159,375	0,139828190207481	2159,375	0,016299718990922					2159,375	-0,0806602761149406	2159,375	-0,208931490778923					2159,375	-0,352113962173462	2159,375	-0,414437979459763			2159,375	0,0569061823189259			2159,375	0,0477966740727425					2159,375	0,0398875959217548	2159,375	0,0225983820855618					2159,375	-0,0512368306517601	2159,375	-0,152291163802147					2159,375	-0,357484936714172	2159,375	-0,543288767337799			
2162,5	0,288988590240479			2162,5	0,212165743112564					2162,5	0,139475643634796	2162,5	0,016341483220458					2162,5	-0,0800173804163933	2162,5	-0,208121120929718					2162,5	-0,350647389888763	2162,5	-0,412459373474121			2162,5	0,0580621212720871			2162,5	0,0496872328221798					2162,5	0,0411598384380341	2162,5	0,0236602984368801					2162,5	-0,0503915473818779	2162,5	-0,151459246873856					2162,5	-0,357148736715317	2162,5	-0,542936980724335			
2165,625	0,289097130298615			2165,625	0,212089255452156					2165,625	0,139767691493034	2165,625	0,0165958888828754					2165,625	-0,080029122531414	2165,625	-0,208821624517441					2165,625	-0,352435827255249	2165,625	-0,415413200855255			2165,625	0,0586274564266205			2165,625	0,0497972965240479					2165,625	0,0418791994452477	2165,625	0,0248579308390617					2165,625	-0,0485943965613842	2165,625	-0,148737579584122					2165,625	-0,354270279407501	2165,625	-0,539672017097473			
2168,75	0,288042664527893			2168,75	0,2128676623106					2168,75	0,140533119440079	2168,75	0,0169054642319679					2168,75	-0,0803305506706238	2168,75	-0,210101827979088					2168,75	-0,356088399887085	2168,75	-0,42026674747467			2168,75	0,0589674450457096			2168,75	0,0491721294820309					2168,75	0,0419575646519661	2168,75	0,0262782778590918					2168,75	-0,0471362099051476	2168,75	-0,146368876099586					2168,75	-0,351099342107773	2168,75	-0,536289393901825			
2171,875	0,287894487380981			2171,875	0,212583735585213					2171,875	0,140085771679878	2171,875	0,0167601015418768					2171,875	-0,0805826708674431	2171,875	-0,210647165775299					2171,875	-0,356596440076828	2171,875	-0,4213927090168			2171,875	0,060452938079834			2171,875	0,0507289804518223					2171,875	0,0429042689502239	2171,875	0,0268889646977186					2171,875	-0,0462999641895294	2171,875	-0,145954117178917					2171,875	-0,350216299295425	2171,875	-0,535611510276794			
2175	0,288773208856583			2175	0,213190570473671					2175	0,140543803572655	2175	0,0169790759682655					2175	-0,0813248082995415	2175	-0,212436214089394					2175	-0,35938835144043	2175	-0,425319254398346			2175	0,0594900883734226			2175	0,0516842119395733					2175	0,0438483953475952	2175	0,0283672846853733					2175	-0,0451828725636005	2175	-0,145117849111557					2175	-0,349728524684906	2175	-0,535935580730438			
2178,125	0,287832945585251			2178,125	0,212265983223915					2178,125	0,140076547861099	2178,125	0,0171635299921036					2178,125	-0,0810884609818459	2178,125	-0,21212375164032					2178,125	-0,359590113162994	2178,125	-0,425987482070923			2178,125	0,0595853626728058			2178,125	0,0516912154853344					2178,125	0,0441790893673897	2178,125	0,0289665590971708					2178,125	-0,0437910854816437	2178,125	-0,142919152975082					2178,125	-0,346583396196365	2178,125	-0,532068490982056			
2181,25	0,287346869707108			2181,25	0,211643353104591					2181,25	0,139352366328239	2181,25	0,0170842353254557					2181,25	-0,0807713344693184	2181,25	-0,211636781692505					2181,25	-0,359130412340164	2181,25	-0,425540864467621			2181,25	0,0607103370130062			2181,25	0,0527592487633228					2181,25	0,0451966971158981	2181,25	0,029433760792017					2181,25	-0,0428139194846153	2181,25	-0,14173649251461					2181,25	-0,344805866479874	2181,25	-0,530114233493805			
2184,375	0,287023097276688			2184,375	0,211558148264885					2184,375	0,13883563876152	2184,375	0,0171683114022017					2184,375	-0,0804600417613983	2184,375	-0,2120361328125					2184,375	-0,360283613204956	2184,375	-0,427753537893295			2184,375	0,0611494220793247			2184,375	0,0533405542373657					2184,375	0,0458937436342239	2184,375	0,0307503193616867					2184,375	-0,0411046668887138	2184,375	-0,13933914899826					2184,375	-0,341551601886749	2184,375	-0,526206493377686			
2187,5	0,287182599306107			2187,5	0,211530238389969					2187,5	0,138783052563667	2187,5	0,0174697134643793					2187,5	-0,0806335210800171	2187,5	-0,212436348199844					2187,5	-0,361597120761871	2187,5	-0,429724514484406			2187,5	0,0608561523258686			2187,5	0,0540288612246513					2187,5	0,0468332357704639	2187,5	0,031548984348774					2187,5	-0,0398174822330475	2187,5	-0,13799387216568					2187,5	-0,339670568704605	2187,5	-0,524349987506866			
2190,625	0,287294924259186			2190,625	0,21198545396328					2190,625	0,138449743390083	2190,625	0,0173690412193537					2190,625	-0,080748938024044	2190,625	-0,212735235691071					2190,625	-0,362325817346573	2190,625	-0,430274367332459			2190,625	0,0618117786943913			2190,625	0,0550982169806957					2190,625	0,0481438487768173	2190,625	0,0324786901473999					2190,625	-0,0390728861093521	2190,625	-0,137587413191795					2190,625	-0,340044617652893	2190,625	-0,524628877639771			
2193,75	0,287275314331055			2193,75	0,212905466556549					2193,75	0,138713493943214	2193,75	0,0179636366665363					2193,75	-0,0812518000602722	2193,75	-0,214553207159042					2193,75	-0,365748584270477	2193,75	-0,435732662677765			2193,75	0,0612979121506214			2193,75	0,0560156889259815					2193,75	0,0485156252980232	2193,75	0,0337963216006756					2193,75	-0,0379570238292217	2193,75	-0,135677769780159					2193,75	-0,338221162557602	2193,75	-0,523152828216553			
2196,875	0,287875324487686			2196,875	0,212812393903732					2196,875	0,138820990920067	2196,875	0,0183014739304781					2196,875	-0,0811473205685616	2196,875	-0,214584559202194					2196,875	-0,367180973291397	2196,875	-0,438262522220612			2196,875	0,0627631768584251			2196,875	0,0560552515089512					2196,875	0,0494288578629494	2196,875	0,0348973870277405					2196,875	-0,036204420030117	2196,875	-0,13315361738205					2196,875	-0,33494508266449	2196,875	-0,519816696643829			
2200	0,288799852132797			2200	0,212058201432228					2200	0,138198986649513	2200	0,0181563198566437					2200	-0,0811349526047707	2200	-0,214388877153397					2200	-0,366361349821091	2200	-0,437480241060257			2200	0,0627452805638313			2200	0,0568361207842827					2200	0,0504392944276333	2200	0,0354372411966324					2200	-0,0353944376111031	2200	-0,132269635796547					2200	-0,333133429288864	2200	-0,517625391483307			
2203,125	0,288244992494583			2203,125	0,212082877755165					2203,125	0,138112396001816	2203,125	0,0183095671236515					2203,125	-0,0813587084412575	2203,125	-0,215246185660362					2203,125	-0,367751568555832	2203,125	-0,439588934183121			2203,125	0,0638888254761696			2203,125	0,0575000531971455					2203,125	0,0515595637261868	2203,125	0,0364912524819374					2203,125	-0,0342899449169636	2203,125	-0,131113857030869					2203,125	-0,331633359193802	2203,125	-0,516140997409821			
2206,25	0,287701398134232			2206,25	0,212194591760635					2206,25	0,138138979673386	2206,25	0,018498545512557					2206,25	-0,0808966755867004	2206,25	-0,215095043182373					2206,25	-0,368157893419266	2206,25	-0,440312772989273			2206,25	0,0638322532176971			2206,25	0,0588026233017445					2206,25	0,0522771663963795	2206,25	0,0371085479855537					2206,25	-0,0331551358103752	2206,25	-0,129699736833572					2206,25	-0,329408913850784	2206,25	-0,513463079929352			
2209,375	0,288402289152145			2209,375	0,211940512061119					2209,375	0,138068154454231	2209,375	0,0188076365739107					2209,375	-0,0805532932281494	2209,375	-0,215198963880539					2209,375	-0,368754088878632	2209,375	-0,441103935241699			2209,375	0,0636991858482361			2209,375	0,0598139241337776					2209,375	0,0535150468349457	2209,375	0,037908174097538					2209,375	-0,0319385342299938	2209,375	-0,128079921007156					2209,375	-0,327605903148651	2209,375	-0,511659681797028			
2212,5	0,288127273321152			2212,5	0,21326445043087					2212,5	0,138888716697693	2212,5	0,0195557400584221					2212,5	-0,0811056047677994	2212,5	-0,217507511377335					2212,5	-0,372729331254959	2212,5	-0,446696251630783			2212,5	0,0636380314826965			2212,5	0,0599697642028332					2212,5	0,0548224970698357	2212,5	0,0391917340457439					2212,5	-0,0307398065924644	2212,5	-0,127254262566566					2212,5	-0,327403366565704	2212,5	-0,512595236301422			
2215,625	0,288077563047409			2215,625	0,213652566075325					2215,625	0,139477625489235	2215,625	0,0200253184884787					2215,625	-0,0815397799015045	2215,625	-0,218690276145935					2215,625	-0,374380558729172	2215,625	-0,449913054704666			2215,625	0,0651340782642365			2215,625	0,060713917016983					2215,625	0,055886298418045	2215,625	0,039759986102581					2215,625	-0,0297976974397898	2215,625	-0,125821128487587					2215,625	-0,326324969530106	2215,625	-0,511528789997101			
2218,75	0,288664519786835			2218,75	0,213535413146019					2218,75	0,139191418886185	2218,75	0,0199685655534267					2218,75	-0,0813091620802879	2218,75	-0,218130439519882					2218,75	-0,374477803707123	2218,75	-0,450289338827133			2218,75	0,0649596229195595			2218,75	0,0617216341197491					2218,75	0,0575627386569977	2218,75	0,0407498441636562					2218,75	-0,0285745691508055	2218,75	-0,123915992677212					2218,75	-0,323462724685669	2218,75	-0,507765293121338			
2221,875	0,288509905338287			2221,875	0,213066637516022					2221,875	0,138810649514198	2221,875	0,0198590643703938					2221,875	-0,0814213454723358	2221,875	-0,21720016002655					2221,875	-0,373658061027527	2221,875	-0,449349522590637			2221,875	0,0657890066504478			2221,875	0,0621746778488159					2221,875	0,0586274154484272	2221,875	0,0414970852434635					2221,875	-0,0273079462349415	2221,875	-0,122365742921829					2221,875	-0,321114420890808	2221,875	-0,505111217498779			
2225	0,287355601787567			2225	0,213258013129234					2225	0,139170527458191	2225	0,0200776048004627					2225	-0,0818408727645874	2225	-0,218443766236305					2225	-0,37640592455864	2225	-0,453648567199707			2225	0,0653697848320007			2225	0,0619555078446865					2225	0,0591002888977528	2225	0,0423396155238152					2225	-0,0259589515626431	2225	-0,120109252631664					2225	-0,318331569433212	2225	-0,502563536167145			
2228,125	0,287266552448273			2228,125	0,21367247402668					2228,125	0,139606952667236	2228,125	0,020348334684968					2228,125	-0,081815667450428	2228,125	-0,219360858201981					2228,125	-0,378006726503372	2228,125	-0,456261307001114			2228,125	0,0668197870254517			2228,125	0,062636524438858					2228,125	0,0603280290961266	2228,125	0,043388906866312					2228,125	-0,0248119849711657	2228,125	-0,118670634925365					2228,125	-0,317207425832748	2228,125	-0,501677572727203			
2231,25	0,288138598203659			2231,25	0,21308970451355					2231,25	0,13952748477459	2231,25	0,0205353032797575					2231,25	-0,0816787555813789	2231,25	-0,218982055783272					2231,25	-0,377268940210342	2231,25	-0,455286830663681			2231,25	0,0657795444130898			2231,25	0,0632508918642998					2231,25	0,0610994696617126	2231,25	0,043768335133791					2231,25	-0,0239414442330599	2231,25	-0,117260411381721					2231,25	-0,314905554056168	2231,25	-0,498772203922272			
2234,375	0,287424445152283			2234,375	0,213202580809593					2234,375	0,139870509505272	2234,375	0,0209038443863392					2234,375	-0,0815858989953995	2234,375	-0,219258323311806					2234,375	-0,378787606954575	2234,375	-0,458056718111038			2234,375	0,0675122961401939			2234,375	0,0634162202477455					2234,375	0,0621197558939457	2234,375	0,0444229990243912					2234,375	-0,0223311465233564	2234,375	-0,115441061556339					2234,375	-0,31198439002037	2234,375	-0,495229989290237			
2237,5	0,287028789520264			2237,5	0,213507190346718					2237,5	0,139989301562309	2237,5	0,0207845456898212					2237,5	-0,0818946063518524	2237,5	-0,220115005970001					2237,5	-0,379951357841492	2237,5	-0,459854543209076			2237,5	0,0672781839966774			2237,5	0,0648813843727112					2237,5	0,0637282580137253	2237,5	0,0453865863382816					2237,5	-0,021720614284277	2237,5	-0,115147687494755					2237,5	-0,312003880739212	2237,5	-0,496050924062729			
2240,625	0,287446826696396			2240,625	0,215194433927536					2240,625	0,141853585839272	2240,625	0,0211362913250923					2240,625	-0,0823697969317436	2240,625	-0,222231715917587					2240,625	-0,383515059947968	2240,625	-0,464383631944656			2240,625	0,0680128261446953			2240,625	0,0652865990996361					2240,625	0,0648391842842102	2240,625	0,0464681796729565					2240,625	-0,0201966073364019	2240,625	-0,113153681159019					2240,625	-0,310058623552322	2240,625	-0,494407206773758			
2243,75	0,28618997335434			2243,75	0,215318068861961					2243,75	0,141879633069038	2243,75	0,0212610475718975					2243,75	-0,0825007110834122	2243,75	-0,222574397921562					2243,75	-0,384001821279526	2243,75	-0,465025991201401			2243,75	0,0677129030227661			2243,75	0,0661937892436981					2243,75	0,0658209845423698	2243,75	0,0474828369915485					2243,75	-0,0191968083381653	2243,75	-0,112027987837791					2243,75	-0,30920284986496	2243,75	-0,493802458047867			
2246,875	0,287442028522491			2246,875	0,214947357773781					2246,875	0,141785457730293	2246,875	0,0213242620229721					2246,875	-0,0824090614914894	2246,875	-0,222399398684502					2246,875	-0,384116977453232	2246,875	-0,465570867061615			2246,875	0,0681685358285904			2246,875	0,0668609365820885					2246,875	0,0665118023753166	2246,875	0,0480583943426609					2246,875	-0,0183901656419039	2246,875	-0,110682152211666					2246,875	-0,307640224695206	2246,875	-0,491973280906677			
2250	0,287539094686508			2250	0,214169219136238					2250	0,141449868679047	2250	0,0211287885904312					2250	-0,0824418589472771	2250	-0,222008928656578					2250	-0,383861362934113	2250	-0,465967684984207			2250	0,0694826319813728			2250	0,0670898333191872					2250	0,0669894218444824	2250	0,0484350211918354					2250	-0,0173497069627047	2250	-0,10845872759819					2250	-0,304131329059601	2250	-0,487482935190201			
2253,125	0,285781592130661			2253,125	0,214373961091042					2253,125	0,141866073012352	2253,125	0,0217541512101889					2253,125	-0,0821887403726578	2253,125	-0,222539991140366					2253,125	-0,385050356388092	2253,125	-0,46898889541626			2253,125	0,0684158354997635			2253,125	0,067641481757164					2253,125	0,0676138773560524	2253,125	0,0497129261493683					2253,125	-0,0157706011086702	2253,125	-0,107211120426655					2253,125	-0,301621079444885	2253,125	-0,484824657440186			
2256,25	0,284550249576569			2256,25	0,214638695120811					2256,25	0,142390891909599	2256,25	0,0221618600189686					2256,25	-0,0816183835268021	2256,25	-0,221874505281448					2256,25	-0,385317742824554	2256,25	-0,469997227191925			2256,25	0,068833626806736			2256,25	0,0675064697861671					2256,25	0,0682548880577087	2256,25	0,0506072863936424					2256,25	-0,0142895085737109	2256,25	-0,104903377592564					2256,25	-0,299264907836914	2256,25	-0,481584966182709			
2259,375	0,285123705863953			2259,375	0,215315818786621					2259,375	0,143100947141647	2259,375	0,0221726074814796					2259,375	-0,0820149406790733	2259,375	-0,222774341702461					2259,375	-0,387353420257568	2259,375	-0,472531914710999			2259,375	0,0690454095602036			2259,375	0,0680583566427231					2259,375	0,0693555772304535	2259,375	0,0514128133654594					2259,375	-0,0131955379620194	2259,375	-0,103422917425632					2259,375	-0,297147065401077	2259,375	-0,479631662368774			
2262,5	0,285311341285706			2262,5	0,215337187051773					2262,5	0,143604978919029	2262,5	0,0219320748001337					2262,5	-0,0820694863796234	2262,5	-0,223517328500748					2262,5	-0,388171643018723	2262,5	-0,473263114690781			2262,5	0,0697470009326935			2262,5	0,0687765851616859					2262,5	0,0703676268458366	2262,5	0,0522929280996323					2262,5	-0,0121769281104207	2262,5	-0,10228331387043					2262,5	-0,296317458152771	2262,5	-0,479029625654221			
2265,625	0,284455716609955			2265,625	0,215233400464058					2265,625	0,14398667216301	2265,625	0,0221547838300467					2265,625	-0,0818159058690071	2265,625	-0,223930940032005					2265,625	-0,389389604330063	2265,625	-0,475140571594238			2265,625	0,070539616048336			2265,625	0,0691479369997978					2265,625	0,071022056043148	2265,625	0,0532089173793793					2265,625	-0,0108273588120937	2265,625	-0,100472532212734					2265,625	-0,29452982544899	2265,625	-0,477156281471252			
2268,75	0,284401446580887			2268,75	0,214715644717216					2268,75	0,143602639436722	2268,75	0,0222181174904108					2268,75	-0,081419438123703	2268,75	-0,223117560148239					2268,75	-0,388374447822571	2268,75	-0,474889606237412			2268,75	0,0715625435113907			2268,75	0,0693902298808098					2268,75	0,0711802244186401	2268,75	0,053582027554512					2268,75	-0,00997538864612579	2268,75	-0,0985593274235725					2268,75	-0,291360020637512	2268,75	-0,473137527704239			
2271,875	0,284246236085892			2271,875	0,215354517102242					2271,875	0,144225984811783	2271,875	0,0220444146543741					2271,875	-0,0817714482545853	2271,875	-0,224267974495888					2271,875	-0,390383213758469	2271,875	-0,478041380643845			2271,875	0,0727172344923019			2271,875	0,0697925388813019					2271,875	0,0720709338784218	2271,875	0,054639533162117					2271,875	-0,00890356488525867	2271,875	-0,0971259549260139					2271,875	-0,289997309446335	2271,875	-0,472279965877533			
2275	0,283686220645905			2275	0,216046676039696					2275	0,145340472459793	2275	0,022773664444685					2275	-0,0820144712924957	2275	-0,225180551409721					2275	-0,393510073423386	2275	-0,482619851827621			2275	0,0726756006479263			2275	0,0696602016687393					2275	0,0726476013660431	2275	0,0550199039280415					2275	-0,00742394104599953	2275	-0,0950639024376869					2275	-0,288024991750717	2275	-0,470022261142731			
2278,125	0,283842474222183			2278,125	0,216385468840599					2278,125	0,14555749297142	2278,125	0,0225798636674881					2278,125	-0,0821525827050209	2278,125	-0,225304767489433					2278,125	-0,39361447095871	2278,125	-0,483088821172714			2278,125	0,0731639936566353			2278,125	0,0706833526492119					2278,125	0,0739275515079498	2278,125	0,0561785213649273					2278,125	-0,00630218954756856	2278,125	-0,0935049578547478					2278,125	-0,286120146512985	2278,125	-0,468040585517883			
2281,25	0,283737540245056			2281,25	0,216170355677605					2281,25	0,145572066307068	2281,25	0,0225904770195484					2281,25	-0,0821066051721573	2281,25	-0,225331261754036					2281,25	-0,3931645154953	2281,25	-0,482770979404449			2281,25	0,0735680088400841			2281,25	0,071558341383934					2281,25	0,0746869891881943	2281,25	0,0567482523620129					2281,25	-0,00553709547966719	2281,25	-0,0927034243941307					2281,25	-0,284738570451736	2281,25	-0,466394931077957			
2284,375	0,283193051815033			2284,375	0,215865850448608					2284,375	0,145595103502274	2284,375	0,0225640665739775					2284,375	-0,0821268707513809	2284,375	-0,225566238164902					2284,375	-0,393693327903748	2284,375	-0,484148293733597			2284,375	0,0753084346652031			2284,375	0,0722306147217751					2284,375	0,0749458521604538	2284,375	0,0576731078326702					2284,375	-0,00457881158217788	2284,375	-0,0914604365825653					2284,375	-0,283689081668854	2284,375	-0,46485361456871			
2287,5	0,283698499202728			2287,5	0,217033430933952					2287,5	0,14680889248848	2287,5	0,0230821091681719					2287,5	-0,082750104367733	2287,5	-0,227113977074623					2287,5	-0,397921651601791	2287,5	-0,490042120218277			2287,5	0,0757745504379272			2287,5	0,0724242553114891					2287,5	0,0758619904518127	2287,5	0,0591204054653645					2287,5	-0,00251471227966249	2287,5	-0,0892054960131645					2287,5	-0,281871885061264	2287,5	-0,463319182395935			
2290,625	0,283231377601624			2290,625	0,216346979141235					2290,625	0,146630451083183	2290,625	0,0230306144803762					2290,625	-0,0822061076760292	2290,625	-0,226133421063423					2290,625	-0,397089868783951	2290,625	-0,488569974899292			2290,625	0,0759184584021568			2290,625	0,072494238615036					2290,625	0,0764288902282715	2290,625	0,0595607981085777					2290,625	-0,00194335367996246	2290,625	-0,0876169875264168					2290,625	-0,279114633798599	2290,625	-0,459903985261917			
2293,75	0,282185554504395			2293,75	0,215971797704697					2293,75	0,14669106900692	2293,75	0,0228583831340075					2293,75	-0,0820352882146835	2293,75	-0,225262179970741					2293,75	-0,395952433347702	2293,75	-0,48770147562027			2293,75	0,0760349780321121			2293,75	0,0732837542891502					2293,75	0,0771881341934204	2293,75	0,0605320483446121					2293,75	-0,00130107812583447	2293,75	-0,0865159779787064					2293,75	-0,276784241199493	2293,75	-0,457055181264877			
2296,875	0,283245801925659			2296,875	0,216696232557297					2296,875	0,147417411208153	2296,875	0,0229959338903427					2296,875	-0,0825686678290367	2296,875	-0,22734060883522					2296,875	-0,399585008621216	2296,875	-0,492781609296799			2296,875	0,0783728808164597			2296,875	0,0732111558318138					2296,875	0,0780742987990379	2296,875	0,0616734176874161					2296,875	7,2359420300927E-05	2296,875	-0,0851077735424042					2296,875	-0,275124967098236	2296,875	-0,45678174495697			
2300	0,282135635614395			2300	0,21677727997303					2300	0,147775769233704	2300	0,0229166373610497					2300	-0,0829653739929199	2300	-0,227716982364655					2300	-0,401227355003357	2300	-0,495655566453934			2300	0,0782647430896759			2300	0,0739113464951515					2300	0,0783970654010773	2300	0,0625300705432892					2300	0,00141910277307034	2300	-0,0825647637248039					2300	-0,27266925573349	2300	-0,453440010547638			
2303,125	0,283141821622849			2303,125	0,216689109802246					2303,125	0,147803112864494	2303,125	0,0232971403747797					2303,125	-0,0824834108352661	2303,125	-0,227205112576485					2303,125	-0,400801062583923	2303,125	-0,495595782995224			2303,125	0,0791810601949692			2303,125	0,0741438120603561					2303,125	0,0785273313522339	2303,125	0,0629600062966347					2303,125	0,00233903783373535	2303,125	-0,0811447575688362					2303,125	-0,270150452852249	2303,125	-0,450248748064041			
2306,25	0,282823622226715			2306,25	0,21694752573967					2306,25	0,148313611745834	2306,25	0,0237430483102798					2306,25	-0,0822491347789764	2306,25	-0,22749862074852					2306,25	-0,401338785886765	2306,25	-0,496880978345871			2306,25	0,0802517533302307			2306,25	0,0742239430546761					2306,25	0,0789218693971634	2306,25	0,0638651698827744					2306,25	0,00338759319856763	2306,25	-0,0796195343136787					2306,25	-0,268295437097549	2306,25	-0,448498874902725			
2309,375	0,282193630933762			2309,375	0,217001646757126					2309,375	0,148552432656288	2309,375	0,0234892517328262					2309,375	-0,0826433226466179	2309,375	-0,228038921952248					2309,375	-0,401707321405411	2309,375	-0,498202413320541			2309,375	0,0808620974421501			2309,375	0,075148731470108					2309,375	0,0801210254430771	2309,375	0,0647592172026634					2309,375	0,00452278275042772	2309,375	-0,0789921581745148					2309,375	-0,267620354890823	2309,375	-0,447892606258392			
2312,5	0,283572942018509			2312,5	0,216542392969131					2312,5	0,148614913225174	2312,5	0,0232296418398619					2312,5	-0,0821579471230507	2312,5	-0,22752171754837					2312,5	-0,401901066303253	2312,5	-0,49942883849144			2312,5	0,0813827887177467			2312,5	0,0752416476607323					2312,5	0,0805838257074356	2312,5	0,0652560591697693					2312,5	0,00551517587155104	2312,5	-0,0774891823530197					2312,5	-0,265354335308075	2312,5	-0,444808721542358			
